t V I Nreal Treal Vschottky Vdiscplugserial Rschottky Rdisc Rplug Rseries Rtotal
0 0 0 0.008 293 0 0 nan 61318.1 159.427 1369.24 nan
0.001 -0.000999491 -6.13857e-09 0.008 293 -0.000613702 -0.000385789 99974.7 61318.1 159.427 1369.24 162821
0.002 -0.00199898 -1.23425e-08 0.008 293 -0.00122329 -0.000775687 99112 61318.1 159.427 1369.24 161959
0.003 -0.00299846 -1.86252e-08 0.008 293.001 -0.00182793 -0.00117053 98142.9 61318.1 159.427 1369.24 160990
0.004 -0.00399792 -2.49593e-08 0.008 293.001 -0.00242931 -0.00156861 97331 61318.1 159.427 1369.24 160178
0.005 -0.0049974 -3.13796e-08 0.008 293.002 -0.00302529 -0.0019721 96409.6 61318.1 159.427 1369.24 159256
0.006 -0.00599686 -3.78529e-08 0.008 293.002 -0.00361793 -0.00237893 95578.5 61318.1 159.427 1369.24 158425
0.007 -0.00699631 -4.43976e-08 0.008 293.003 -0.00420607 -0.00279024 94736.5 61318.1 159.427 1369.24 157583
0.008 -0.00799577 -5.10054e-08 0.008 293.004 -0.00479025 -0.00320552 93916.5 61318.1 159.427 1369.24 156763
0.009 -0.00899522 -5.76747e-08 0.008 293.005 -0.00537056 -0.00362466 93118.1 61318.1 159.427 1369.24 155965
0.01 -0.00999465 -6.44037e-08 0.008 293.006 -0.00594709 -0.00404756 92340.9 61318.1 159.427 1369.24 155188
0.011 -0.0109941 -7.1207e-08 0.008 293.008 -0.00651897 -0.00447513 91549.6 61318.1 159.427 1369.24 154396
0.012 -0.0119935 -7.80521e-08 0.008 293.009 -0.00708817 -0.00490532 90813.2 61318.1 159.427 1369.24 153660
0.013 -0.0129929 -8.4972e-08 0.008 293.011 -0.00765271 -0.00534022 90061.5 61318.1 159.427 1369.24 152908
0.014 -0.0139923 -9.19487e-08 0.008 293.013 -0.00821367 -0.00577868 89328.8 61318.1 159.427 1369.24 152176
0.015 -0.0149918 -9.89807e-08 0.008 293.015 -0.00877116 -0.00622062 88614.8 61318.1 159.427 1369.24 151462
0.016 -0.0159912 -1.06066e-07 0.008 293.017 -0.00932525 -0.00666591 87919.2 61318.1 159.427 1369.24 150766
0.017 -0.0169906 -1.13218e-07 0.008 293.019 -0.00987525 -0.00711537 87223.5 61318.1 159.427 1369.24 150070
0.018 -0.01799 -1.20421e-07 0.008 293.021 -0.0104219 -0.00756808 86545.4 61318.1 159.427 1369.24 149392
0.019 -0.0189894 -1.27676e-07 0.008 293.024 -0.0109654 -0.00802401 85884.3 61318.1 159.427 1369.24 148731
0.02 -0.0199888 -1.3498e-07 0.008 293.027 -0.0115057 -0.00848306 85240.1 61318.1 159.427 1369.24 148087
0.021 -0.0209882 -1.4235e-07 0.008 293.03 -0.0120419 -0.00894624 84593.9 61318.1 159.427 1369.24 147441
0.022 -0.0219875 -1.49768e-07 0.008 293.033 -0.0125751 -0.00941243 83963.8 61318.1 159.427 1369.24 146811
0.023 -0.0229869 -1.57243e-07 0.008 293.036 -0.0131047 -0.00988222 83340.1 61318.1 159.427 1369.24 146187
0.024 -0.0239862 -1.64765e-07 0.008 293.039 -0.0136313 -0.0103549 82731.8 61318.1 159.427 1369.24 145579
0.025 -0.0249856 -1.72343e-07 0.008 293.043 -0.0141544 -0.0108312 82129.2 61318.1 159.427 1369.24 144976
0.026 -0.025985 -1.79967e-07 0.008 293.046 -0.0146747 -0.0113103 81541.2 61318.1 159.427 1369.24 144388
0.027 -0.0269843 -1.87633e-07 0.008 293.05 -0.0151922 -0.0117921 80967.8 61318.1 159.427 1369.24 143815
0.028 -0.0279837 -1.95355e-07 0.008 293.054 -0.0157063 -0.0122774 80399.1 61318.1 159.427 1369.24 143246
0.029 -0.028983 -2.03131e-07 0.008 293.058 -0.0162169 -0.0127661 79834.8 61318.1 159.427 1369.24 142682
0.03 -0.0299824 -2.10949e-07 0.008 293.063 -0.0167249 -0.0132575 79284.1 61318.1 159.427 1369.24 142131
0.031 -0.0309818 -2.18808e-07 0.008 293.067 -0.0172304 -0.0137514 78746.6 61318.1 159.427 1369.24 141593
0.032 -0.0319811 -2.26721e-07 0.008 293.072 -0.0177324 -0.0142487 78212.7 61318.1 159.427 1369.24 141059
0.033 -0.0329805 -2.34689e-07 0.008 293.077 -0.0182311 -0.0147494 77681.9 61318.1 159.427 1369.24 140529
0.034 -0.0339798 -2.42695e-07 0.008 293.082 -0.0187272 -0.0152526 77163.7 61318.1 159.427 1369.24 140010
0.035 -0.034979 -2.50737e-07 0.008 293.087 -0.019221 -0.015758 76658 61318.1 159.427 1369.24 139505
0.036 -0.0359784 -2.58835e-07 0.008 293.092 -0.0197114 -0.0162669 76154.5 61318.1 159.427 1369.24 139001
0.037 -0.0369778 -2.6697e-07 0.008 293.098 -0.0201996 -0.0167782 75662.7 61318.1 159.427 1369.24 138509
0.038 -0.037977 -2.75157e-07 0.008 293.103 -0.0206843 -0.0172927 75173 61318.1 159.427 1369.24 138020
0.039 -0.0389764 -2.8338e-07 0.008 293.109 -0.0211669 -0.0178095 74694.5 61318.1 159.427 1369.24 137541
0.04 -0.0399757 -2.91635e-07 0.008 293.115 -0.0216474 -0.0183283 74227.5 61318.1 159.427 1369.24 137074
0.041 -0.040975 -2.99945e-07 0.008 293.122 -0.0221244 -0.0188505 73761.6 61318.1 159.427 1369.24 136608
0.042 -0.0419742 -3.08287e-07 0.008 293.128 -0.0225994 -0.0193748 73306.5 61318.1 159.427 1369.24 136153
0.043 -0.0429736 -3.16684e-07 0.008 293.135 -0.0230711 -0.0199025 72852 61318.1 159.427 1369.24 135699
0.044 -0.0439728 -3.25111e-07 0.008 293.142 -0.0235407 -0.0204322 72408.1 61318.1 159.427 1369.24 135255
0.045 -0.0449721 -3.33581e-07 0.008 293.148 -0.0240076 -0.0209645 71969.3 61318.1 159.427 1369.24 134816
0.046 -0.0459714 -3.42094e-07 0.008 293.156 -0.0244719 -0.0214995 71535.7 61318.1 159.427 1369.24 134382
0.047 -0.0469707 -3.50636e-07 0.008 293.163 -0.0249344 -0.0220363 71111.9 61318.1 159.427 1369.24 133959
0.048 -0.04797 -3.59219e-07 0.008 293.171 -0.0253942 -0.0225758 70692.9 61318.1 159.427 1369.24 133540
0.049 -0.0489693 -3.67845e-07 0.008 293.178 -0.0258515 -0.0231178 70278.3 61318.1 159.427 1369.24 133125
0.05 -0.0499686 -3.76511e-07 0.008 293.186 -0.0263061 -0.0236625 69868.1 61318.1 159.427 1369.24 132715
0.051 -0.0509678 -3.85218e-07 0.008 293.194 -0.0267581 -0.0242097 69462.1 61318.1 159.427 1369.24 132309
0.052 -0.0519671 -3.93953e-07 0.008 293.203 -0.0272084 -0.0247587 69065.1 61318.1 159.427 1369.24 131912
0.053 -0.0529663 -4.02728e-07 0.008 293.211 -0.0276562 -0.0253102 68672.1 61318.1 159.427 1369.24 131519
0.054 -0.0539657 -4.11529e-07 0.008 293.22 -0.0281024 -0.0258633 68287.8 61318.1 159.427 1369.24 131135
0.055 -0.0549648 -4.20386e-07 0.008 293.229 -0.028545 -0.0264199 67901.9 61318.1 159.427 1369.24 130749
0.056 -0.0559641 -4.2925e-07 0.008 293.238 -0.0289872 -0.026977 67529.7 61318.1 159.427 1369.24 130376
0.057 -0.0569633 -4.38171e-07 0.008 293.247 -0.0294257 -0.0275376 67155.7 61318.1 159.427 1369.24 130002
0.058 -0.0579625 -4.47116e-07 0.008 293.256 -0.0298628 -0.0280998 66789.8 61318.1 159.427 1369.24 129637
0.059 -0.0589619 -4.56102e-07 0.008 293.266 -0.0302974 -0.0286645 66426.8 61318.1 159.427 1369.24 129274
0.06 -0.0599611 -4.65127e-07 0.008 293.276 -0.0307294 -0.0292317 66066.6 61318.1 159.427 1369.24 128913
0.061 -0.0609603 -4.74174e-07 0.008 293.286 -0.0311601 -0.0298003 65714.4 61318.1 159.427 1369.24 128561
0.062 -0.0619595 -4.83261e-07 0.008 293.296 -0.0315882 -0.0303713 65364.7 61318.1 159.427 1369.24 128211
0.063 -0.0629589 -4.92369e-07 0.008 293.307 -0.0320151 -0.0309438 65022.6 61318.1 159.427 1369.24 127869
0.064 -0.0639581 -5.01516e-07 0.008 293.317 -0.0324395 -0.0315187 64682.8 61318.1 159.427 1369.24 127530
0.065 -0.0649573 -5.10703e-07 0.008 293.328 -0.0328613 -0.032096 64345.1 61318.1 159.427 1369.24 127192
0.066 -0.0659565 -5.1991e-07 0.008 293.339 -0.0332819 -0.0326746 64014.8 61318.1 159.427 1369.24 126862
0.067 -0.0669558 -5.29156e-07 0.008 293.35 -0.0337 -0.0332557 63686.3 61318.1 159.427 1369.24 126533
0.068 -0.0679551 -5.38444e-07 0.008 293.362 -0.0341156 -0.0338395 63359.5 61318.1 159.427 1369.24 126206
0.069 -0.0689542 -5.47748e-07 0.008 293.374 -0.03453 -0.0344242 63039.9 61318.1 159.427 1369.24 125887
0.07 -0.0699534 -5.5707e-07 0.008 293.385 -0.0349434 -0.03501 62727.1 61318.1 159.427 1369.24 125574
0.071 -0.0709527 -5.66444e-07 0.008 293.398 -0.0353535 -0.0355991 62413.1 61318.1 159.427 1369.24 125260
0.072 -0.0719518 -5.75833e-07 0.008 293.41 -0.0357626 -0.0361892 62105.8 61318.1 159.427 1369.24 124953
0.073 -0.0729511 -5.85265e-07 0.008 293.422 -0.0361691 -0.036782 61799.6 61318.1 159.427 1369.24 124646
0.074 -0.0739503 -5.94723e-07 0.008 293.435 -0.0365739 -0.0373764 61497.4 61318.1 159.427 1369.24 124344
0.075 -0.0749496 -6.04211e-07 0.008 293.448 -0.0369769 -0.0379727 61198.7 61318.1 159.427 1369.24 124045
0.076 -0.0759487 -6.13724e-07 0.008 293.461 -0.0373781 -0.0385706 60903.8 61318.1 159.427 1369.24 123751
0.077 -0.0769479 -6.23253e-07 0.008 293.474 -0.0377785 -0.0391694 60615.1 61318.1 159.427 1369.24 123462
0.078 -0.0779472 -6.32823e-07 0.008 293.488 -0.0381763 -0.0397709 60327 61318.1 159.427 1369.24 123174
0.079 -0.0789464 -6.42434e-07 0.008 293.502 -0.0385715 -0.0403749 60039.6 61318.1 159.427 1369.24 122886
0.08 -0.0799456 -6.52058e-07 0.008 293.515 -0.0389658 -0.0409797 59758.2 61318.1 159.427 1369.24 122605
0.081 -0.0809448 -6.6171e-07 0.008 293.53 -0.0393585 -0.0415863 59480 61318.1 159.427 1369.24 122327
0.082 -0.0819439 -6.71387e-07 0.008 293.544 -0.0397494 -0.0421945 59204.9 61318.1 159.427 1369.24 122052
0.083 -0.0829432 -6.81093e-07 0.008 293.559 -0.0401387 -0.0428045 58932.7 61318.1 159.427 1369.24 121779
0.084 -0.0839424 -6.90826e-07 0.008 293.573 -0.0405263 -0.0434161 58663.5 61318.1 159.427 1369.24 121510
0.085 -0.0849415 -7.00584e-07 0.008 293.588 -0.0409121 -0.0440294 58397.2 61318.1 159.427 1369.24 121244
0.086 -0.0859407 -7.10369e-07 0.008 293.604 -0.0412963 -0.0446444 58133.6 61318.1 159.427 1369.24 120980
0.087 -0.0869399 -7.20182e-07 0.008 293.619 -0.0416789 -0.0452611 57872.7 61318.1 159.427 1369.24 120719
0.088 -0.0879392 -7.30022e-07 0.008 293.635 -0.0420597 -0.0458795 57614.3 61318.1 159.427 1369.24 120461
0.089 -0.0889383 -7.39886e-07 0.008 293.651 -0.0424389 -0.0464994 57358.6 61318.1 159.427 1369.24 120205
0.09 -0.0899374 -7.49759e-07 0.008 293.667 -0.0428175 -0.0471199 57108.3 61318.1 159.427 1369.24 119955
0.091 -0.0909367 -7.5968e-07 0.008 293.683 -0.0431933 -0.0477434 56857.3 61318.1 159.427 1369.24 119704
0.092 -0.0919359 -7.69607e-07 0.008 293.699 -0.0435686 -0.0483673 56611.5 61318.1 159.427 1369.24 119458
0.093 -0.092935 -7.79578e-07 0.008 293.716 -0.0439411 -0.0489939 56365.2 61318.1 159.427 1369.24 119212
0.094 -0.0939342 -7.89558e-07 0.008 293.733 -0.0443131 -0.0496212 56123.9 61318.1 159.427 1369.24 118971
0.095 -0.0949333 -7.99563e-07 0.008 293.75 -0.0446834 -0.0502499 55884.8 61318.1 159.427 1369.24 118732
0.096 -0.0959323 -8.09613e-07 0.008 293.768 -0.0450508 -0.0508816 55644.8 61318.1 159.427 1369.24 118492
0.097 -0.0969316 -8.19654e-07 0.008 293.785 -0.0454191 -0.0515126 55412.5 61318.1 159.427 1369.24 118259
0.098 -0.0979307 -8.29738e-07 0.008 293.803 -0.0457844 -0.0521463 55179.3 61318.1 159.427 1369.24 118026
0.099 -0.0989298 -8.3985e-07 0.008 293.821 -0.046148 -0.0527818 54947.9 61318.1 159.427 1369.24 117795
0.1 -0.0999291 -8.49969e-07 0.008 293.839 -0.0465113 -0.0534178 54721.2 61318.1 159.427 1369.24 117568
0.101 -0.100928 -8.60113e-07 0.008 293.858 -0.0468729 -0.0540553 54496.3 61318.1 159.427 1369.24 117343
0.102 -0.101927 -8.70294e-07 0.008 293.877 -0.0472322 -0.0546951 54271.6 61318.1 159.427 1369.24 117118
0.103 -0.102927 -8.80484e-07 0.008 293.896 -0.0475912 -0.0553355 54051.2 61318.1 159.427 1369.24 116898
0.104 -0.103926 -8.90706e-07 0.008 293.915 -0.0479478 -0.055978 53831.2 61318.1 159.427 1369.24 116678
0.105 -0.104925 -9.00946e-07 0.008 293.934 -0.0483033 -0.0566215 53614 61318.1 159.427 1369.24 116461
0.106 -0.105924 -9.11212e-07 0.008 293.954 -0.0486572 -0.0572667 53398.3 61318.1 159.427 1369.24 116245
0.107 -0.106923 -9.21497e-07 0.008 293.974 -0.0490102 -0.0579131 53185.4 61318.1 159.427 1369.24 116032
0.108 -0.107922 -9.31795e-07 0.008 293.994 -0.0493621 -0.0585603 52975.3 61318.1 159.427 1369.24 115822
0.109 -0.108922 -9.42119e-07 0.008 294.014 -0.0497124 -0.0592091 52766.6 61318.1 159.427 1369.24 115613
0.11 -0.109921 -9.52457e-07 0.008 294.035 -0.0500617 -0.0598588 52560.6 61318.1 159.427 1369.24 115407
0.111 -0.11092 -9.62826e-07 0.008 294.055 -0.0504094 -0.0605104 52355.7 61318.1 159.427 1369.24 115202
0.112 -0.111919 -9.73221e-07 0.008 294.076 -0.0507553 -0.0611637 52151.8 61318.1 159.427 1369.24 114999
0.113 -0.112918 -9.83629e-07 0.008 294.097 -0.0511002 -0.0618179 51950.7 61318.1 159.427 1369.24 114797
0.114 -0.113917 -9.94065e-07 0.008 294.119 -0.0514434 -0.0624737 51750.5 61318.1 159.427 1369.24 114597
0.115 -0.114916 -1.00452e-06 0.008 294.141 -0.0517857 -0.0631307 51552.7 61318.1 159.427 1369.24 114399
0.116 -0.115915 -1.01497e-06 0.008 294.162 -0.0521278 -0.0637876 51359 61318.1 159.427 1369.24 114206
0.117 -0.116915 -1.02548e-06 0.008 294.185 -0.0524666 -0.064448 51163 61318.1 159.427 1369.24 114010
0.118 -0.117914 -1.03599e-06 0.008 294.207 -0.0528053 -0.0651084 50970.9 61318.1 159.427 1369.24 113818
0.119 -0.118913 -1.0465e-06 0.008 294.229 -0.0531439 -0.0657689 50782.7 61318.1 159.427 1369.24 113629
0.12 -0.119912 -1.05706e-06 0.008 294.252 -0.053479 -0.0664328 50592.1 61318.1 159.427 1369.24 113439
0.121 -0.120911 -1.06763e-06 0.008 294.275 -0.0538141 -0.0670968 50405.3 61318.1 159.427 1369.24 113252
0.122 -0.12191 -1.07821e-06 0.008 294.299 -0.0541482 -0.0677618 50220.6 61318.1 159.427 1369.24 113067
0.123 -0.122909 -1.08882e-06 0.008 294.322 -0.0544806 -0.0684286 50036.5 61318.1 159.427 1369.24 112883
0.124 -0.123908 -1.09944e-06 0.008 294.346 -0.0548121 -0.0690963 49854.5 61318.1 159.427 1369.24 112701
0.125 -0.124907 -1.11009e-06 0.008 294.37 -0.0551417 -0.0697658 49673 61318.1 159.427 1369.24 112520
0.126 -0.125907 -1.12075e-06 0.008 294.394 -0.0554714 -0.0704352 49495.1 61318.1 159.427 1369.24 112342
0.127 -0.126906 -1.13143e-06 0.008 294.418 -0.0557992 -0.0711065 49317.5 61318.1 159.427 1369.24 112164
0.128 -0.127905 -1.14212e-06 0.008 294.443 -0.0561261 -0.0717786 49142 61318.1 159.427 1369.24 111989
0.129 -0.128904 -1.15285e-06 0.008 294.468 -0.0564512 -0.0724529 48966.6 61318.1 159.427 1369.24 111813
0.13 -0.129903 -1.16359e-06 0.008 294.493 -0.0567753 -0.0731276 48793.4 61318.1 159.427 1369.24 111640
0.131 -0.130902 -1.17433e-06 0.008 294.518 -0.0570996 -0.0738025 48623.3 61318.1 159.427 1369.24 111470
0.132 -0.131901 -1.1851e-06 0.008 294.544 -0.057422 -0.0744794 48453.5 61318.1 159.427 1369.24 111300
0.133 -0.1329 -1.19589e-06 0.008 294.57 -0.0577424 -0.0751579 48284 61318.1 159.427 1369.24 111131
0.134 -0.1339 -1.20669e-06 0.008 294.596 -0.058063 -0.0758365 48117.6 61318.1 159.427 1369.24 110964
0.135 -0.134899 -1.21752e-06 0.008 294.622 -0.0583817 -0.0765168 47951.5 61318.1 159.427 1369.24 110798
0.136 -0.135898 -1.22836e-06 0.008 294.649 -0.0586994 -0.0771986 47786.7 61318.1 159.427 1369.24 110633
0.137 -0.136897 -1.23923e-06 0.008 294.675 -0.0590151 -0.0778815 47622.4 61318.1 159.427 1369.24 110469
0.138 -0.137896 -1.2501e-06 0.008 294.702 -0.0593311 -0.0785647 47461.1 61318.1 159.427 1369.24 110308
0.139 -0.138895 -1.26098e-06 0.008 294.73 -0.0596461 -0.0792486 47301.3 61318.1 159.427 1369.24 110148
0.14 -0.139894 -1.2719e-06 0.008 294.757 -0.0599592 -0.0799349 47141.3 61318.1 159.427 1369.24 109988
0.141 -0.140893 -1.28281e-06 0.008 294.785 -0.0602724 -0.0806206 46984.6 61318.1 159.427 1369.24 109831
0.142 -0.141892 -1.29376e-06 0.008 294.813 -0.0605836 -0.0813086 46827.6 61318.1 159.427 1369.24 109674
0.143 -0.142892 -1.30472e-06 0.008 294.841 -0.060894 -0.0819977 46671.9 61318.1 159.427 1369.24 109519
0.144 -0.14389 -1.31569e-06 0.008 294.869 -0.0612033 -0.0826871 46517.9 61318.1 159.427 1369.24 109365
0.145 -0.144889 -1.32668e-06 0.008 294.898 -0.0615118 -0.0833776 46365.1 61318.1 159.427 1369.24 109212
0.146 -0.145888 -1.33768e-06 0.008 294.927 -0.0618194 -0.0840691 46213.7 61318.1 159.427 1369.24 109060
0.147 -0.146888 -1.3487e-06 0.008 294.956 -0.062126 -0.0847616 46063.5 61318.1 159.427 1369.24 108910
0.148 -0.147887 -1.35975e-06 0.008 294.986 -0.0624305 -0.0854561 45913.1 61318.1 159.427 1369.24 108760
0.149 -0.148886 -1.3708e-06 0.008 295.015 -0.0627353 -0.0861504 45765.4 61318.1 159.427 1369.24 108612
0.15 -0.149885 -1.38187e-06 0.008 295.045 -0.0630392 -0.0868457 45619 61318.1 159.427 1369.24 108466
0.151 -0.150884 -1.39296e-06 0.008 295.075 -0.0633409 -0.0875433 45472 61318.1 159.427 1369.24 108319
0.152 -0.151883 -1.40405e-06 0.008 295.106 -0.063643 -0.08824 45328.1 61318.1 159.427 1369.24 108175
0.153 -0.152882 -1.41518e-06 0.008 295.136 -0.0639428 -0.0889395 45183.4 61318.1 159.427 1369.24 108030
0.154 -0.153881 -1.4263e-06 0.008 295.167 -0.0642429 -0.0896384 45041.6 61318.1 159.427 1369.24 107888
0.155 -0.15488 -1.43746e-06 0.008 295.198 -0.0645408 -0.0903394 44899.3 61318.1 159.427 1369.24 107746
0.156 -0.155879 -1.44861e-06 0.008 295.229 -0.0648391 -0.0910401 44759.6 61318.1 159.427 1369.24 107606
0.157 -0.156878 -1.4598e-06 0.008 295.261 -0.065135 -0.0917435 44619.2 61318.1 159.427 1369.24 107466
0.158 -0.157877 -1.47098e-06 0.008 295.293 -0.0654314 -0.092446 44481.6 61318.1 159.427 1369.24 107328
0.159 -0.158877 -1.48217e-06 0.008 295.325 -0.0657268 -0.0931498 44344.9 61318.1 159.427 1369.24 107192
0.16 -0.159876 -1.49341e-06 0.008 295.357 -0.0660198 -0.0938558 44207.5 61318.1 159.427 1369.24 107054
0.161 -0.160875 -1.50463e-06 0.008 295.39 -0.0663133 -0.0945613 44072.7 61318.1 159.427 1369.24 106919
0.162 -0.161874 -1.51588e-06 0.008 295.422 -0.0666058 -0.095268 43938.7 61318.1 159.427 1369.24 106785
0.163 -0.162873 -1.52713e-06 0.008 295.455 -0.0668973 -0.0959754 43805.8 61318.1 159.427 1369.24 106653
0.164 -0.163872 -1.53842e-06 0.008 295.489 -0.0671871 -0.0966848 43672.7 61318.1 159.427 1369.24 106519
0.165 -0.164871 -1.54971e-06 0.008 295.522 -0.0674773 -0.0973939 43542 61318.1 159.427 1369.24 106389
0.166 -0.16587 -1.56101e-06 0.008 295.556 -0.0677658 -0.0981042 43411.6 61318.1 159.427 1369.24 106258
0.167 -0.166869 -1.57233e-06 0.008 295.59 -0.0680533 -0.0988157 43281.9 61318.1 159.427 1369.24 106129
0.168 -0.167868 -1.58367e-06 0.008 295.624 -0.0683398 -0.0995283 43152.9 61318.1 159.427 1369.24 106000
0.169 -0.168867 -1.59502e-06 0.008 295.659 -0.0686252 -0.100242 43024.6 61318.1 159.427 1369.24 105871
0.17 -0.169866 -1.60637e-06 0.008 295.693 -0.0689111 -0.100955 42898.6 61318.1 159.427 1369.24 105745
0.171 -0.170865 -1.61775e-06 0.008 295.728 -0.0691952 -0.10167 42772.6 61318.1 159.427 1369.24 105619
0.172 -0.171864 -1.62914e-06 0.008 295.764 -0.0694783 -0.102386 42647.2 61318.1 159.427 1369.24 105494
0.173 -0.172863 -1.64054e-06 0.008 295.799 -0.0697611 -0.103102 42523.3 61318.1 159.427 1369.24 105370
0.174 -0.173862 -1.65195e-06 0.008 295.835 -0.0700428 -0.10382 42400.1 61318.1 159.427 1369.24 105247
0.175 -0.174861 -1.66338e-06 0.008 295.871 -0.0703235 -0.104538 42277.5 61318.1 159.427 1369.24 105124
0.176 -0.17586 -1.6748e-06 0.008 295.907 -0.0706048 -0.105256 42157.2 61318.1 159.427 1369.24 105004
0.177 -0.176859 -1.68627e-06 0.008 295.943 -0.0708833 -0.105976 42035.7 61318.1 159.427 1369.24 104882
0.178 -0.177859 -1.69773e-06 0.008 295.98 -0.0711623 -0.106697 41916.3 61318.1 159.427 1369.24 104763
0.179 -0.178857 -1.70919e-06 0.008 296.017 -0.0714403 -0.107417 41797.7 61318.1 159.427 1369.24 104644
0.18 -0.179857 -1.72069e-06 0.008 296.054 -0.0717172 -0.108139 41679.4 61318.1 159.427 1369.24 104526
0.181 -0.180856 -1.7322e-06 0.008 296.092 -0.0719929 -0.108863 41561.6 61318.1 159.427 1369.24 104408
0.182 -0.181855 -1.74372e-06 0.008 296.129 -0.0722675 -0.109587 41444.4 61318.1 159.427 1369.24 104291
0.183 -0.182854 -1.75524e-06 0.008 296.167 -0.0725427 -0.110311 41329.3 61318.1 159.427 1369.24 104176
0.184 -0.183853 -1.76678e-06 0.008 296.206 -0.0728168 -0.111036 41214.5 61318.1 159.427 1369.24 104061
0.185 -0.184852 -1.77833e-06 0.008 296.244 -0.0730898 -0.111762 41100.2 61318.1 159.427 1369.24 103947
0.186 -0.185851 -1.7899e-06 0.008 296.283 -0.0733615 -0.112489 40986.4 61318.1 159.427 1369.24 103833
0.187 -0.18685 -1.80148e-06 0.008 296.322 -0.073633 -0.113217 40873.6 61318.1 159.427 1369.24 103720
0.188 -0.187849 -1.81308e-06 0.008 296.361 -0.0739033 -0.113946 40761.3 61318.1 159.427 1369.24 103608
0.189 -0.188848 -1.82467e-06 0.008 296.4 -0.0741733 -0.114675 40650.2 61318.1 159.427 1369.24 103497
0.19 -0.189847 -1.83629e-06 0.008 296.44 -0.0744422 -0.115405 40539.4 61318 159.427 1369.24 103386
0.191 -0.190846 -1.8479e-06 0.008 296.48 -0.0747117 -0.116135 40430.6 61318 159.427 1369.24 103277
0.192 -0.191845 -1.85955e-06 0.008 296.52 -0.074979 -0.116866 40321.2 61318 159.427 1369.24 103168
0.193 -0.192844 -1.87121e-06 0.008 296.561 -0.0752451 -0.117599 40212.1 61318 159.427 1369.24 103059
0.194 -0.193844 -1.88286e-06 0.008 296.601 -0.0755119 -0.118332 40104.9 61318 159.427 1369.24 102952
0.195 -0.194842 -1.89453e-06 0.008 296.642 -0.0757775 -0.119065 39998.1 61318 159.427 1369.24 102845
0.196 -0.195841 -1.9062e-06 0.008 296.683 -0.0760428 -0.119798 39892.3 61318 159.427 1369.24 102739
0.197 -0.19684 -1.9179e-06 0.008 296.725 -0.0763068 -0.120534 39786.7 61318 159.427 1369.24 102633
0.198 -0.197839 -1.92961e-06 0.008 296.767 -0.0765695 -0.12127 39681.2 61318 159.427 1369.24 102528
0.199 -0.198838 -1.94133e-06 0.008 296.809 -0.0768319 -0.122006 39576.9 61318 159.427 1369.24 102424
0.2 -0.199837 -1.95306e-06 0.008 296.851 -0.077094 -0.122743 39473.4 61318 159.427 1369.24 102320
0.201 -0.200837 -1.96481e-06 0.008 296.893 -0.0773548 -0.123482 39370.1 61318 159.427 1369.24 102217
0.202 -0.201836 -1.97656e-06 0.008 296.936 -0.0776153 -0.12422 39267.9 61318 159.427 1369.24 102115
0.203 -0.202834 -1.98831e-06 0.008 296.979 -0.0778755 -0.124959 39166.6 61318 159.427 1369.24 102013
0.204 -0.203834 -2.0001e-06 0.008 297.022 -0.0781343 -0.1257 39065.2 61318 159.427 1369.24 101912
0.205 -0.204833 -2.01187e-06 0.008 297.066 -0.0783929 -0.12644 38965.1 61318 159.427 1369.24 101812
0.206 -0.205832 -2.02368e-06 0.008 297.109 -0.0786501 -0.127182 38864.9 61318 159.427 1369.24 101712
0.207 -0.206831 -2.03549e-06 0.008 297.153 -0.0789069 -0.127924 38765.6 61318 159.427 1369.24 101612
0.208 -0.207829 -2.0473e-06 0.008 297.198 -0.0791635 -0.128666 38667.3 61318 159.427 1369.24 101514
0.209 -0.208828 -2.05913e-06 0.008 297.242 -0.0794186 -0.12941 38569 61318 159.427 1369.24 101416
0.21 -0.209828 -2.07096e-06 0.008 297.287 -0.0796746 -0.130153 38472.3 61318 159.427 1369.24 101319
0.211 -0.210827 -2.08281e-06 0.008 297.332 -0.0799291 -0.130898 38375.6 61318 159.427 1369.24 101222
0.212 -0.211826 -2.09468e-06 0.008 297.377 -0.0801821 -0.131644 38279 61318 159.427 1369.24 101126
0.213 -0.212825 -2.10653e-06 0.008 297.422 -0.080436 -0.132389 38184 61318 159.427 1369.24 101031
0.214 -0.213824 -2.11843e-06 0.008 297.468 -0.0806872 -0.133137 38088.1 61318 159.427 1369.24 100935
0.215 -0.214822 -2.13031e-06 0.008 297.514 -0.0809392 -0.133883 37994.1 61318 159.427 1369.24 100841
0.216 -0.215822 -2.14221e-06 0.008 297.561 -0.0811909 -0.134631 37900.6 61318 159.427 1369.24 100747
0.217 -0.216821 -2.15412e-06 0.008 297.607 -0.0814411 -0.13538 37807.1 61318 159.427 1369.24 100654
0.218 -0.21782 -2.16604e-06 0.008 297.654 -0.081691 -0.136129 37714.4 61318 159.427 1369.24 100561
0.219 -0.218818 -2.17798e-06 0.008 297.701 -0.0819393 -0.136879 37621.6 61318 159.427 1369.24 100468
0.22 -0.219818 -2.18993e-06 0.008 297.748 -0.0821883 -0.13763 37530.1 61318 159.427 1369.24 100377
0.221 -0.220817 -2.20187e-06 0.008 297.796 -0.082436 -0.138381 37439 61318 159.427 1369.24 100286
0.222 -0.221816 -2.21384e-06 0.008 297.844 -0.0826831 -0.139133 37348.3 61318 159.427 1369.24 100195
