t V I Nreal Treal Vschottky Vdiscplugserial Rschottky Rdisc Rplug Rseries Rtotal rvar lvar
3.365 0.365001 0.000225649 20 325.854 0.0124162 0.352585 55.0246 24.5272 159.427 1378.59 1617.56 4.5e-08 0.4
3.366 0.366001 0.000226266 20 326.028 0.0124396 0.353561 54.9777 24.5272 159.427 1378.64 1617.57 4.5e-08 0.4
3.367 0.367001 0.000226884 20 326.202 0.0124629 0.354538 54.9309 24.5272 159.427 1378.69 1617.57 4.5e-08 0.4
3.368 0.368001 0.000227501 20 326.376 0.0124862 0.355515 54.8841 24.5272 159.427 1378.74 1617.58 4.5e-08 0.4
3.369 0.369001 0.000228119 20 326.551 0.0125094 0.356492 54.8373 24.5272 159.427 1378.79 1617.58 4.5e-08 0.4
3.37 0.370001 0.000228736 20 326.726 0.0125326 0.357468 54.7907 24.5272 159.427 1378.84 1617.59 4.5e-08 0.4
3.371 0.371001 0.000229354 20 326.902 0.0125559 0.358445 54.7449 24.5272 159.427 1378.89 1617.59 4.5e-08 0.4
3.372 0.372001 0.000229971 20 327.078 0.012579 0.359422 54.6983 24.5272 159.427 1378.95 1617.6 4.5e-08 0.4
3.373 0.373001 0.000230588 20 327.255 0.0126021 0.360399 54.6519 24.5272 159.427 1379 1617.6 4.5e-08 0.4
3.374 0.374001 0.000231206 20 327.432 0.0126251 0.361376 54.6055 24.5272 159.427 1379.05 1617.61 4.5e-08 0.4
3.375 0.375001 0.000231823 20 327.609 0.0126481 0.362353 54.5591 24.5272 159.427 1379.1 1617.62 4.5e-08 0.4
3.376 0.376001 0.00023244 20 327.787 0.012671 0.36333 54.5129 24.5272 159.427 1379.16 1617.62 4.5e-08 0.4
3.377 0.377001 0.000233058 20 327.965 0.0126939 0.364307 54.4667 24.5272 159.427 1379.21 1617.63 4.5e-08 0.4
3.378 0.378001 0.000233675 20 328.144 0.0127167 0.365284 54.4205 24.5272 159.427 1379.26 1617.64 4.5e-08 0.4
3.379 0.379001 0.000234292 20 328.323 0.0127395 0.366261 54.3744 24.5272 159.427 1379.31 1617.64 4.5e-08 0.4
3.38 0.380001 0.000234909 20 328.502 0.0127622 0.367239 54.3284 24.5272 159.427 1379.37 1617.65 4.5e-08 0.4
3.381 0.381001 0.000235526 20 328.682 0.012785 0.368216 54.2825 24.5272 159.427 1379.42 1617.66 4.5e-08 0.4
3.382 0.382001 0.000236143 20 328.862 0.0128076 0.369193 54.2366 24.5272 159.427 1379.47 1617.67 4.5e-08 0.4
3.383 0.383001 0.00023676 20 329.043 0.0128302 0.370171 54.1908 24.5272 159.427 1379.53 1617.67 4.5e-08 0.4
3.384 0.384001 0.000237377 20 329.224 0.0128528 0.371148 54.145 24.5272 159.427 1379.58 1617.68 4.5e-08 0.4
3.385 0.385001 0.000237994 20 329.406 0.0128753 0.372126 54.0993 24.5272 159.427 1379.64 1617.69 4.5e-08 0.4
3.386 0.386001 0.000238611 20 329.588 0.0128978 0.373103 54.0537 24.5272 159.427 1379.69 1617.7 4.5e-08 0.4
3.387 0.387001 0.000239228 20 329.77 0.0129203 0.374081 54.0081 24.5272 159.427 1379.74 1617.71 4.5e-08 0.4
3.388 0.388001 0.000239845 20 329.953 0.0129427 0.375058 53.9626 24.5272 159.427 1379.8 1617.71 4.5e-08 0.4
3.389 0.389001 0.000240462 20 330.136 0.012965 0.376036 53.9172 24.5272 159.427 1379.85 1617.72 4.5e-08 0.4
3.39 0.390001 0.000241079 20 330.32 0.0129874 0.377014 53.8718 24.5272 159.427 1379.91 1617.73 4.5e-08 0.4
3.391 0.391001 0.000241696 20 330.504 0.0130096 0.377991 53.8265 24.5272 159.427 1379.96 1617.74 4.5e-08 0.4
3.392 0.392001 0.000242312 20 330.688 0.0130319 0.378969 53.7813 24.5272 159.427 1380.02 1617.75 4.5e-08 0.4
3.393 0.393001 0.000242929 20 330.873 0.0130542 0.379947 53.7369 24.5272 159.427 1380.07 1617.76 4.5e-08 0.4
3.394 0.394001 0.000243545 20 331.059 0.0130764 0.380925 53.6917 24.5272 159.427 1380.13 1617.77 4.5e-08 0.4
3.395 0.395001 0.000244162 20 331.244 0.0130985 0.381903 53.6466 24.5272 159.427 1380.18 1617.78 4.5e-08 0.4
3.396 0.396001 0.000244779 20 331.431 0.0131205 0.38288 53.6016 24.5272 159.427 1380.24 1617.79 4.5e-08 0.4
3.397 0.397001 0.000245395 20 331.617 0.0131426 0.383858 53.5567 24.5272 159.427 1380.29 1617.8 4.5e-08 0.4
3.398 0.398001 0.000246012 20 331.804 0.0131645 0.384836 53.5118 24.5272 159.427 1380.35 1617.81 4.5e-08 0.4
3.399 0.399001 0.000246628 20 331.991 0.0131865 0.385815 53.467 24.5272 159.427 1380.4 1617.82 4.5e-08 0.4
3.4 0.400001 0.000247245 20 332.179 0.0132084 0.386793 53.4223 24.5272 159.427 1380.46 1617.84 4.5e-08 0.4
3.401 0.401001 0.000247861 20 332.367 0.0132302 0.387771 53.3776 24.5272 159.427 1380.51 1617.85 4.5e-08 0.4
3.402 0.402001 0.000248477 20 332.556 0.013252 0.388749 53.333 24.5272 159.427 1380.57 1617.86 4.5e-08 0.4
3.403 0.403001 0.000249094 20 332.745 0.0132738 0.389727 53.2884 24.5272 159.427 1380.63 1617.87 4.5e-08 0.4
3.404 0.404001 0.00024971 20 332.934 0.0132955 0.390705 53.2439 24.5272 159.427 1380.68 1617.88 4.5e-08 0.4
3.405 0.405001 0.000250326 20 333.124 0.0133172 0.391684 53.1995 24.5272 159.427 1380.74 1617.89 4.5e-08 0.4
3.406 0.406001 0.000250942 20 333.314 0.0133389 0.392662 53.1551 24.5272 159.427 1380.8 1617.91 4.5e-08 0.4
3.407 0.407001 0.000251558 20 333.505 0.0133605 0.393641 53.1108 24.5272 159.427 1380.85 1617.92 4.5e-08 0.4
3.408 0.408001 0.000252174 20 333.696 0.013382 0.394619 53.0665 24.5272 159.427 1380.91 1617.93 4.5e-08 0.4
3.409 0.409001 0.000252791 20 333.888 0.0134035 0.395597 53.0223 24.5272 159.427 1380.97 1617.94 4.5e-08 0.4
3.41 0.410001 0.000253407 20 334.079 0.013425 0.396576 52.9782 24.5272 159.427 1381.02 1617.96 4.5e-08 0.4
3.411 0.411001 0.000254023 20 334.272 0.0134465 0.397555 52.9341 24.5272 159.427 1381.08 1617.97 4.5e-08 0.4
3.412 0.412001 0.000254638 20 334.464 0.0134679 0.398533 52.8901 24.5272 159.427 1381.14 1617.98 4.5e-08 0.4
3.413 0.413001 0.000255254 20 334.657 0.0134892 0.399512 52.8462 24.5272 159.427 1381.2 1618 4.5e-08 0.4
3.414 0.414001 0.00025587 20 334.851 0.0135105 0.40049 52.8023 24.5272 159.427 1381.25 1618.01 4.5e-08 0.4
3.415 0.415001 0.000256486 20 335.045 0.0135318 0.401469 52.7585 24.5272 159.427 1381.31 1618.03 4.5e-08 0.4
3.416 0.416001 0.000257102 20 335.239 0.0135532 0.402448 52.7155 24.5272 159.427 1381.37 1618.04 4.5e-08 0.4
3.417 0.417001 0.000257717 20 335.434 0.0135744 0.403427 52.6717 24.5272 159.427 1381.43 1618.05 4.5e-08 0.4
3.418 0.418001 0.000258333 20 335.629 0.0135956 0.404405 52.6281 24.5272 159.427 1381.49 1618.07 4.5e-08 0.4
3.419 0.419001 0.000258949 20 335.825 0.0136167 0.405384 52.5845 24.5272 159.427 1381.55 1618.08 4.5e-08 0.4
3.42 0.420001 0.000259564 20 336.021 0.0136378 0.406363 52.541 24.5272 159.427 1381.6 1618.1 4.5e-08 0.4
3.421 0.421001 0.00026018 20 336.217 0.0136588 0.407342 52.4975 24.5272 159.427 1381.66 1618.11 4.5e-08 0.4
3.422 0.422001 0.000260795 20 336.414 0.0136798 0.408321 52.4541 24.5272 159.427 1381.72 1618.13 4.5e-08 0.4
3.423 0.423001 0.000261411 20 336.611 0.0137007 0.4093 52.4107 24.5272 159.427 1381.78 1618.15 4.5e-08 0.4
3.424 0.424001 0.000262026 20 336.808 0.0137217 0.410279 52.3674 24.5272 159.427 1381.84 1618.16 4.5e-08 0.4
3.425 0.425001 0.000262642 20 337.006 0.0137425 0.411258 52.3242 24.5272 159.427 1381.9 1618.18 4.5e-08 0.4
3.426 0.426001 0.000263257 20 337.205 0.0137634 0.412238 52.2811 24.5272 159.427 1381.96 1618.19 4.5e-08 0.4
3.427 0.427001 0.000263872 20 337.403 0.0137842 0.413217 52.2379 24.5272 159.427 1382.02 1618.21 4.5e-08 0.4
3.428 0.428001 0.000264488 20 337.603 0.0138049 0.414196 52.1949 24.5272 159.427 1382.08 1618.23 4.5e-08 0.4
3.429 0.429001 0.000265103 20 337.802 0.0138256 0.415175 52.1519 24.5272 159.427 1382.14 1618.24 4.5e-08 0.4
3.43 0.430001 0.000265718 20 338.002 0.0138463 0.416155 52.109 24.5272 159.427 1382.2 1618.26 4.5e-08 0.4
3.431 0.431001 0.000266333 20 338.203 0.0138669 0.417134 52.0661 24.5272 159.427 1382.26 1618.28 4.5e-08 0.4
3.432 0.432001 0.000266948 20 338.403 0.0138875 0.418113 52.0233 24.5272 159.427 1382.32 1618.3 4.5e-08 0.4
3.433 0.433001 0.000267563 20 338.605 0.0139081 0.419093 51.9805 24.5272 159.427 1382.38 1618.31 4.5e-08 0.4
3.434 0.434001 0.000268178 20 338.806 0.0139286 0.420072 51.9379 24.5272 159.427 1382.44 1618.33 4.5e-08 0.4
3.435 0.435001 0.000268793 20 339.008 0.0139491 0.421052 51.8952 24.5272 159.427 1382.5 1618.35 4.5e-08 0.4
3.436 0.436001 0.000269408 20 339.211 0.0139695 0.422031 51.8526 24.5272 159.427 1382.56 1618.37 4.5e-08 0.4
3.437 0.437001 0.000270023 20 339.413 0.0139899 0.423011 51.8101 24.5272 159.427 1382.62 1618.38 4.5e-08 0.4
3.438 0.438001 0.000270638 20 339.617 0.0140103 0.423991 51.7677 24.5272 159.427 1382.68 1618.4 4.5e-08 0.4
3.439 0.439001 0.000271252 20 339.82 0.0140306 0.42497 51.7253 24.5272 159.427 1382.74 1618.42 4.5e-08 0.4
3.44 0.440001 0.000271867 20 340.024 0.0140511 0.42595 51.6837 24.5272 159.427 1382.8 1618.44 4.5e-08 0.4
3.441 0.441001 0.000272482 20 340.229 0.0140713 0.42693 51.6413 24.5272 159.427 1382.87 1618.46 4.5e-08 0.4
3.442 0.442001 0.000273096 20 340.433 0.0140915 0.427909 51.5991 24.5272 159.427 1382.93 1618.48 4.5e-08 0.4
3.443 0.443001 0.000273711 20 340.639 0.0141117 0.428889 51.5569 24.5272 159.427 1382.99 1618.5 4.5e-08 0.4
3.444 0.444001 0.000274325 20 340.844 0.0141318 0.429869 51.5148 24.5272 159.427 1383.05 1618.52 4.5e-08 0.4
3.445 0.445001 0.00027494 20 341.05 0.0141519 0.430849 51.4727 24.5272 159.427 1383.11 1618.54 4.5e-08 0.4
3.446 0.446001 0.000275554 20 341.257 0.014172 0.431829 51.4307 24.5272 159.427 1383.17 1618.56 4.5e-08 0.4
3.447 0.447001 0.000276169 20 341.463 0.014192 0.432809 51.3888 24.5272 159.427 1383.24 1618.58 4.5e-08 0.4
3.448 0.448001 0.000276783 20 341.671 0.014212 0.433789 51.3469 24.5272 159.427 1383.3 1618.6 4.5e-08 0.4
3.449 0.449001 0.000277397 20 341.878 0.0142319 0.434769 51.3051 24.5272 159.427 1383.36 1618.62 4.5e-08 0.4
3.45 0.450001 0.000278012 20 342.086 0.0142518 0.435749 51.2633 24.5272 159.427 1383.42 1618.64 4.5e-08 0.4
3.451 0.451001 0.000278626 20 342.295 0.0142717 0.436729 51.2216 24.5272 159.427 1383.49 1618.66 4.5e-08 0.4
3.452 0.452001 0.00027924 20 342.503 0.0142915 0.437709 51.1799 24.5272 159.427 1383.55 1618.68 4.5e-08 0.4
3.453 0.453001 0.000279854 20 342.712 0.0143113 0.43869 51.1383 24.5272 159.427 1383.61 1618.7 4.5e-08 0.4
3.454 0.454001 0.000280468 20 342.922 0.014331 0.43967 51.0968 24.5272 159.427 1383.68 1618.73 4.5e-08 0.4
3.455 0.455001 0.000281082 20 343.132 0.0143507 0.44065 51.0553 24.5272 159.427 1383.74 1618.75 4.5e-08 0.4
3.456 0.456001 0.000281696 20 343.342 0.0143704 0.441631 51.0139 24.5272 159.427 1383.8 1618.77 4.5e-08 0.4
3.457 0.457001 0.00028231 20 343.553 0.01439 0.442611 50.9725 24.5272 159.427 1383.87 1618.79 4.5e-08 0.4
3.458 0.458001 0.000282924 20 343.764 0.0144096 0.443591 50.9312 24.5272 159.427 1383.93 1618.81 4.5e-08 0.4
3.459 0.459001 0.000283537 20 343.976 0.0144292 0.444572 50.8899 24.5272 159.427 1383.99 1618.84 4.5e-08 0.4
3.46 0.460001 0.000284151 20 344.188 0.0144487 0.445552 50.8487 24.5272 159.427 1384.06 1618.86 4.5e-08 0.4
3.461 0.461001 0.000284765 20 344.4 0.0144682 0.446533 50.8076 24.5272 159.427 1384.12 1618.88 4.5e-08 0.4
3.462 0.462001 0.000285379 20 344.613 0.0144877 0.447513 50.7665 24.5272 159.427 1384.19 1618.91 4.5e-08 0.4
3.463 0.463001 0.000285992 20 344.826 0.0145071 0.448494 50.7255 24.5272 159.427 1384.25 1618.93 4.5e-08 0.4
3.464 0.464001 0.000286606 20 345.039 0.0145265 0.449474 50.6845 24.5272 159.427 1384.31 1618.95 4.5e-08 0.4
3.465 0.465001 0.000287219 20 345.253 0.014546 0.450455 50.6443 24.5272 159.427 1384.38 1618.98 4.5e-08 0.4
3.466 0.466001 0.000287832 20 345.468 0.0145653 0.451436 50.6033 24.5272 159.427 1384.44 1619 4.5e-08 0.4
3.467 0.467001 0.000288446 20 345.682 0.0145845 0.452416 50.5625 24.5272 159.427 1384.51 1619.02 4.5e-08 0.4
3.468 0.468001 0.000289059 20 345.898 0.0146038 0.453397 50.5218 24.5272 159.427 1384.57 1619.05 4.5e-08 0.4
3.469 0.469001 0.000289672 20 346.113 0.014623 0.454378 50.481 24.5272 159.427 1384.64 1619.07 4.5e-08 0.4
3.47 0.470001 0.000290286 20 346.329 0.0146421 0.455359 50.4404 24.5272 159.427 1384.7 1619.1 4.5e-08 0.4
3.471 0.471001 0.000290899 20 346.545 0.0146612 0.45634 50.3998 24.5272 159.427 1384.77 1619.12 4.5e-08 0.4
3.472 0.472001 0.000291512 20 346.762 0.0146803 0.457321 50.3593 24.5272 159.427 1384.83 1619.15 4.5e-08 0.4
3.473 0.473001 0.000292125 20 346.979 0.0146994 0.458302 50.3188 24.5272 159.427 1384.9 1619.17 4.5e-08 0.4
3.474 0.474001 0.000292738 20 347.196 0.0147184 0.459283 50.2783 24.5272 159.427 1384.97 1619.2 4.5e-08 0.4
3.475 0.475001 0.000293351 20 347.414 0.0147374 0.460264 50.2379 24.5272 159.427 1385.03 1619.22 4.5e-08 0.4
3.476 0.476001 0.000293964 20 347.632 0.0147563 0.461245 50.1976 24.5272 159.427 1385.1 1619.25 4.5e-08 0.4
3.477 0.477001 0.000294577 20 347.851 0.0147752 0.462226 50.1574 24.5272 159.427 1385.16 1619.28 4.5e-08 0.4
3.478 0.478001 0.00029519 20 348.07 0.0147941 0.463207 50.1171 24.5272 159.427 1385.23 1619.3 4.5e-08 0.4
3.479 0.479001 0.000295802 20 348.289 0.0148129 0.464188 50.077 24.5272 159.427 1385.3 1619.33 4.5e-08 0.4
3.48 0.480001 0.000296415 20 348.509 0.0148317 0.465169 50.0369 24.5272 159.427 1385.36 1619.35 4.5e-08 0.4
3.481 0.481001 0.000297028 20 348.729 0.0148504 0.46615 49.9968 24.5272 159.427 1385.43 1619.38 4.5e-08 0.4
3.482 0.482001 0.00029764 20 348.95 0.0148692 0.467132 49.9568 24.5272 159.427 1385.5 1619.41 4.5e-08 0.4
3.483 0.483001 0.000298253 20 349.171 0.0148878 0.468113 49.9169 24.5272 159.427 1385.56 1619.43 4.5e-08 0.4
3.484 0.484001 0.000298865 20 349.392 0.0149065 0.469094 49.877 24.5272 159.427 1385.63 1619.46 4.5e-08 0.4
3.485 0.485001 0.000299478 20 349.614 0.0149251 0.470076 49.8371 24.5272 159.427 1385.7 1619.49 4.5e-08 0.4
3.486 0.486001 0.00030009 20 349.836 0.0149437 0.471057 49.7973 24.5272 159.427 1385.77 1619.52 4.5e-08 0.4
3.487 0.487001 0.000300702 20 350.058 0.0149622 0.472039 49.7576 24.5272 159.427 1385.83 1619.54 4.5e-08 0.4
3.488 0.488001 0.000301315 20 350.281 0.0149807 0.47302 49.7179 24.5272 159.427 1385.9 1619.57 4.5e-08 0.4
3.489 0.489001 0.000301927 20 350.504 0.0149992 0.474002 49.6783 24.5272 159.427 1385.97 1619.6 4.5e-08 0.4
3.49 0.490001 0.000302539 20 350.728 0.0150177 0.474983 49.6387 24.5272 159.427 1386.04 1619.63 4.5e-08 0.4
3.491 0.491001 0.000303151 20 350.952 0.0150361 0.475965 49.5992 24.5272 159.427 1386.1 1619.66 4.5e-08 0.4
3.492 0.492001 0.000303763 20 351.176 0.0150546 0.476946 49.5604 24.5272 159.427 1386.17 1619.69 4.5e-08 0.4
3.493 0.493001 0.000304375 20 351.401 0.0150729 0.477928 49.521 24.5272 159.427 1386.24 1619.72 4.5e-08 0.4
3.494 0.494001 0.000304987 20 351.626 0.0150912 0.47891 49.4816 24.5272 159.427 1386.31 1619.74 4.5e-08 0.4
3.495 0.495001 0.000305599 20 351.852 0.0151095 0.479891 49.4423 24.5272 159.427 1386.38 1619.77 4.5e-08 0.4
3.496 0.496001 0.000306211 20 352.078 0.0151277 0.480873 49.403 24.5272 159.427 1386.45 1619.8 4.5e-08 0.4
3.497 0.497001 0.000306822 20 352.304 0.0151459 0.481855 49.3638 24.5272 159.427 1386.51 1619.83 4.5e-08 0.4
3.498 0.498001 0.000307434 20 352.531 0.0151641 0.482837 49.3247 24.5272 159.427 1386.58 1619.86 4.5e-08 0.4
3.499 0.499001 0.000308046 20 352.758 0.0151822 0.483819 49.2856 24.5272 159.427 1386.65 1619.89 4.5e-08 0.4
3.5 0.500001 0.000308657 20 352.986 0.0152003 0.484801 49.2465 24.5272 159.427 1386.72 1619.92 4.5e-08 0.4
3.501 0.501001 0.000309269 20 353.213 0.0152183 0.485783 49.2075 24.5272 159.427 1386.79 1619.95 4.5e-08 0.4
3.502 0.502001 0.00030988 20 353.442 0.0152364 0.486765 49.1686 24.5272 159.427 1386.86 1619.98 4.5e-08 0.4
3.503 0.503001 0.000310492 20 353.67 0.0152543 0.487747 49.1297 24.5272 159.427 1386.93 1620.01 4.5e-08 0.4
3.504 0.504001 0.000311103 20 353.899 0.0152723 0.488729 49.0908 24.5272 159.427 1387 1620.05 4.5e-08 0.4
3.505 0.505001 0.000311714 20 354.129 0.0152902 0.489711 49.052 24.5272 159.427 1387.07 1620.08 4.5e-08 0.4
3.506 0.506001 0.000312325 20 354.358 0.0153081 0.490693 49.0133 24.5272 159.427 1387.14 1620.11 4.5e-08 0.4
3.507 0.507001 0.000312937 20 354.589 0.0153259 0.491675 48.9746 24.5272 159.427 1387.21 1620.14 4.5e-08 0.4
3.508 0.508001 0.000313548 20 354.819 0.0153438 0.492657 48.936 24.5272 159.427 1387.28 1620.17 4.5e-08 0.4
3.509 0.509001 0.000314159 20 355.05 0.0153615 0.493639 48.8974 24.5272 159.427 1387.35 1620.2 4.5e-08 0.4
3.51 0.510001 0.00031477 20 355.281 0.0153793 0.494622 48.8588 24.5272 159.427 1387.42 1620.23 4.5e-08 0.4
3.511 0.511001 0.000315381 20 355.513 0.015397 0.495604 48.8203 24.5272 159.427 1387.49 1620.27 4.5e-08 0.4
3.512 0.512001 0.000315992 20 355.745 0.0154147 0.496586 48.7819 24.5272 159.427 1387.56 1620.3 4.5e-08 0.4
3.513 0.513001 0.000316602 20 355.977 0.0154323 0.497569 48.7435 24.5272 159.427 1387.63 1620.33 4.5e-08 0.4
3.514 0.514001 0.000317213 20 356.21 0.0154499 0.498551 48.7052 24.5272 159.427 1387.7 1620.36 4.5e-08 0.4
3.515 0.515001 0.000317824 20 356.443 0.0154675 0.499533 48.6669 24.5272 159.427 1387.78 1620.4 4.5e-08 0.4
3.516 0.516001 0.000318435 20 356.677 0.0154851 0.500516 48.6287 24.5272 159.427 1387.85 1620.43 4.5e-08 0.4
3.517 0.517001 0.000319045 20 356.911 0.0155026 0.501498 48.5905 24.5272 159.427 1387.92 1620.46 4.5e-08 0.4
3.518 0.518001 0.000319656 20 357.145 0.01552 0.502481 48.5524 24.5272 159.427 1387.99 1620.5 4.5e-08 0.4
3.519 0.519001 0.000320266 20 357.38 0.0155375 0.503463 48.5143 24.5272 159.427 1388.06 1620.53 4.5e-08 0.4
3.52 0.520001 0.000320876 20 357.615 0.0155551 0.504446 48.4769 24.5272 159.427 1388.13 1620.56 4.5e-08 0.4
3.521 0.521001 0.000321487 20 357.85 0.0155725 0.505428 48.4389 24.5272 159.427 1388.21 1620.6 4.5e-08 0.4
3.522 0.522001 0.000322097 20 358.086 0.0155898 0.506411 48.401 24.5272 159.427 1388.28 1620.63 4.5e-08 0.4
3.523 0.523001 0.000322707 20 358.322 0.0156071 0.507394 48.3631 24.5272 159.427 1388.35 1620.67 4.5e-08 0.4
3.524 0.524001 0.000323317 20 358.559 0.0156244 0.508376 48.3253 24.5272 159.427 1388.42 1620.7 4.5e-08 0.4
3.525 0.525001 0.000323927 20 358.796 0.0156416 0.509359 48.2875 24.5272 159.427 1388.49 1620.74 4.5e-08 0.4
3.526 0.526001 0.000324537 20 359.033 0.0156588 0.510342 48.2497 24.5272 159.427 1388.57 1620.77 4.5e-08 0.4
3.527 0.527001 0.000325147 20 359.271 0.015676 0.511325 48.212 24.5272 159.427 1388.64 1620.81 4.5e-08 0.4
3.528 0.528001 0.000325757 20 359.509 0.0156932 0.512308 48.1744 24.5272 159.427 1388.71 1620.84 4.5e-08 0.4
3.529 0.529001 0.000326367 20 359.747 0.0157103 0.513291 48.1368 24.5272 159.427 1388.79 1620.88 4.5e-08 0.4
3.53 0.530001 0.000326977 20 359.986 0.0157274 0.514274 48.0993 24.5272 159.427 1388.86 1620.91 4.5e-08 0.4
3.531 0.531001 0.000327587 20 360.226 0.0157444 0.515256 48.0618 24.5272 159.427 1388.93 1620.95 4.5e-08 0.4
3.532 0.532001 0.000328196 20 360.465 0.0157614 0.516239 48.0243 24.5272 159.427 1389.01 1620.98 4.5e-08 0.4
3.533 0.533001 0.000328806 20 360.705 0.0157784 0.517222 47.987 24.5272 159.427 1389.08 1621.02 4.5e-08 0.4
3.534 0.534001 0.000329415 20 360.945 0.0157953 0.518206 47.9496 24.5272 159.427 1389.15 1621.06 4.5e-08 0.4
3.535 0.535001 0.000330025 20 361.186 0.0158123 0.519189 47.9123 24.5272 159.427 1389.23 1621.09 4.5e-08 0.4
3.536 0.536001 0.000330634 20 361.427 0.0158291 0.520172 47.8751 24.5272 159.427 1389.3 1621.13 4.5e-08 0.4
3.537 0.537001 0.000331244 20 361.668 0.015846 0.521155 47.8379 24.5272 159.427 1389.37 1621.17 4.5e-08 0.4
3.538 0.538001 0.000331853 20 361.91 0.0158628 0.522138 47.8007 24.5272 159.427 1389.45 1621.2 4.5e-08 0.4
3.539 0.539001 0.000332462 20 362.152 0.0158796 0.523121 47.7636 24.5272 159.427 1389.52 1621.24 4.5e-08 0.4
3.54 0.540001 0.000333071 20 362.395 0.0158964 0.524105 47.7266 24.5272 159.427 1389.6 1621.28 4.5e-08 0.4
3.541 0.541001 0.00033368 20 362.638 0.0159131 0.525088 47.6896 24.5272 159.427 1389.67 1621.31 4.5e-08 0.4
3.542 0.542001 0.000334289 20 362.881 0.0159298 0.526071 47.6526 24.5272 159.427 1389.75 1621.35 4.5e-08 0.4
3.543 0.543001 0.000334898 20 363.125 0.0159464 0.527054 47.6157 24.5272 159.427 1389.82 1621.39 4.5e-08 0.4
3.544 0.544001 0.000335507 20 363.369 0.015963 0.528038 47.5789 24.5272 159.427 1389.9 1621.43 4.5e-08 0.4
3.545 0.545001 0.000336116 20 363.613 0.0159796 0.529021 47.5421 24.5272 159.427 1389.97 1621.47 4.5e-08 0.4
3.546 0.546001 0.000336725 20 363.858 0.0159962 0.530005 47.5053 24.5272 159.427 1390.05 1621.5 4.5e-08 0.4
3.547 0.547001 0.000337333 20 364.103 0.0160127 0.530988 47.4686 24.5272 159.427 1390.12 1621.54 4.5e-08 0.4
3.548 0.548001 0.000337942 20 364.349 0.0160292 0.531972 47.4319 24.5272 159.427 1390.2 1621.58 4.5e-08 0.4
3.549 0.549001 0.00033855 20 364.595 0.0160459 0.532955 47.3959 24.5272 159.427 1390.27 1621.62 4.5e-08 0.4
3.55 0.550001 0.000339159 20 364.841 0.0160623 0.533939 47.3593 24.5272 159.427 1390.35 1621.66 4.5e-08 0.4
3.551 0.551001 0.000339767 20 365.087 0.0160787 0.534922 47.3228 24.5272 159.427 1390.42 1621.7 4.5e-08 0.4
3.552 0.552001 0.000340376 20 365.334 0.0160951 0.535906 47.2863 24.5272 159.427 1390.5 1621.74 4.5e-08 0.4
3.553 0.553001 0.000340984 20 365.582 0.0161115 0.536889 47.2499 24.5272 159.427 1390.58 1621.78 4.5e-08 0.4
3.554 0.554001 0.000341592 20 365.829 0.0161278 0.537873 47.2135 24.5272 159.427 1390.65 1621.82 4.5e-08 0.4
3.555 0.555001 0.0003422 20 366.078 0.016144 0.538857 47.1771 24.5272 159.427 1390.73 1621.86 4.5e-08 0.4
3.556 0.556001 0.000342809 20 366.326 0.0161603 0.539841 47.1408 24.5272 159.427 1390.8 1621.9 4.5e-08 0.4
3.557 0.557001 0.000343417 20 366.575 0.0161765 0.540824 47.1046 24.5272 159.427 1390.88 1621.94 4.5e-08 0.4
3.558 0.558001 0.000344025 20 366.824 0.0161927 0.541808 47.0684 24.5272 159.427 1390.96 1621.98 4.5e-08 0.4
3.559 0.559001 0.000344632 20 367.073 0.0162088 0.542792 47.0322 24.5272 159.427 1391.03 1622.02 4.5e-08 0.4
3.56 0.560001 0.00034524 20 367.323 0.016225 0.543776 46.9961 24.5272 159.427 1391.11 1622.06 4.5e-08 0.4
3.561 0.561001 0.000345848 20 367.574 0.016241 0.54476 46.9601 24.5272 159.427 1391.19 1622.1 4.5e-08 0.4
3.562 0.562001 0.000346456 20 367.824 0.0162571 0.545744 46.924 24.5272 159.427 1391.27 1622.14 4.5e-08 0.4
3.563 0.563001 0.000347063 20 368.075 0.0162731 0.546728 46.8881 24.5272 159.427 1391.34 1622.18 4.5e-08 0.4
3.564 0.564001 0.000347671 20 368.327 0.0162891 0.547712 46.8522 24.5272 159.427 1391.42 1622.23 4.5e-08 0.4
3.565 0.565001 0.000348278 20 368.578 0.0163051 0.548696 46.8163 24.5272 159.427 1391.5 1622.27 4.5e-08 0.4
3.566 0.566001 0.000348886 20 368.83 0.016321 0.54968 46.7804 24.5272 159.427 1391.58 1622.31 4.5e-08 0.4
3.567 0.567001 0.000349493 20 369.083 0.0163369 0.550664 46.7447 24.5272 159.427 1391.65 1622.35 4.5e-08 0.4
3.568 0.568001 0.0003501 20 369.336 0.0163528 0.551648 46.7089 24.5272 159.427 1391.73 1622.39 4.5e-08 0.4
3.569 0.569001 0.000350708 20 369.589 0.0163687 0.552632 46.6732 24.5272 159.427 1391.81 1622.44 4.5e-08 0.4
3.57 0.570001 0.000351315 20 369.842 0.0163845 0.553616 46.6376 24.5272 159.427 1391.89 1622.48 4.5e-08 0.4
3.571 0.571001 0.000351922 20 370.096 0.0164003 0.554601 46.602 24.5272 159.427 1391.97 1622.52 4.5e-08 0.4
3.572 0.572001 0.000352529 20 370.35 0.016416 0.555585 46.5664 24.5272 159.427 1392.04 1622.56 4.5e-08 0.4
