t V I Nreal Treal Vschottky Vdiscplugserial Rschottky Rdisc Rplug Rseries Rtotal rvar lvar
0 0 0 0.008 293 0 0 nan 61318.1 159.427 1369.24 nan 4.5e-08 0.4
0.001 -0.001 -6.13435e-09 0.008 293 -0.000614476 -0.000385524 100170 61318.1 159.427 1369.24 163017 4.5e-08 0.4
0.002 -0.002 -1.23445e-08 0.008 293 -0.00122419 -0.000775814 99168.2 61318.1 159.427 1369.24 162015 4.5e-08 0.4
0.003 -0.003 -1.86245e-08 0.008 293.001 -0.00182951 -0.00117049 98231.8 61318.1 159.427 1369.24 161079 4.5e-08 0.4
0.004 -0.004 -2.4972e-08 0.008 293.001 -0.00243059 -0.00156941 97332.4 61318.1 159.427 1369.24 160179 4.5e-08 0.4
0.005 -0.005 -3.13874e-08 0.008 293.002 -0.00302741 -0.00197259 96453 61318.1 159.427 1369.24 159300 4.5e-08 0.4
0.006 -0.006 -3.78684e-08 0.008 293.002 -0.00362009 -0.00237991 95596.6 61318.1 159.427 1369.24 158443 4.5e-08 0.4
0.007 -0.007 -4.44147e-08 0.008 293.003 -0.00420868 -0.00279132 94758.6 61318.1 159.427 1369.24 157605 4.5e-08 0.4
0.008 -0.008 -5.1026e-08 0.008 293.004 -0.00479318 -0.00320682 93936.1 61318.1 159.427 1369.24 156783 4.5e-08 0.4
0.009 -0.009 -5.77001e-08 0.008 293.005 -0.00537374 -0.00362626 93132.2 61318.1 159.427 1369.24 155979 4.5e-08 0.4
0.01 -0.01 -6.44374e-08 0.008 293.006 -0.00595032 -0.00404968 92342.7 61318.1 159.427 1369.24 155189 4.5e-08 0.4
0.011 -0.011 -7.12357e-08 0.008 293.008 -0.00652307 -0.00447693 91570.2 61318.1 159.427 1369.24 154417 4.5e-08 0.4
0.012 -0.012 -7.80955e-08 0.008 293.009 -0.00709196 -0.00490804 90811.4 61318.1 159.427 1369.24 153658 4.5e-08 0.4
0.013 -0.013 -8.50146e-08 0.008 293.011 -0.00765711 -0.00534289 90068.2 61318.1 159.427 1369.24 152915 4.5e-08 0.4
0.014 -0.014 -9.19935e-08 0.008 293.013 -0.00821851 -0.00578149 89338 61318.1 159.427 1369.24 152185 4.5e-08 0.4
0.015 -0.015 -9.90301e-08 0.008 293.015 -0.00877628 -0.00622372 88622.4 61318.1 159.427 1369.24 151469 4.5e-08 0.4
0.016 -0.016 -1.06125e-07 0.008 293.017 -0.0093304 -0.0066696 87919.1 61318.1 159.427 1369.24 150766 4.5e-08 0.4
0.017 -0.017 -1.13276e-07 0.008 293.019 -0.00988099 -0.00711901 87229.6 61318.1 159.427 1369.24 150076 4.5e-08 0.4
0.018 -0.018 -1.20483e-07 0.008 293.021 -0.010428 -0.00757198 86551.6 61318.1 159.427 1369.24 149398 4.5e-08 0.4
0.019 -0.019 -1.27745e-07 0.008 293.024 -0.0109716 -0.00802838 85886.6 61318.1 159.427 1369.24 148733 4.5e-08 0.4
0.02 -0.02 -1.35063e-07 0.008 293.027 -0.0115118 -0.00848825 85232.7 61318.1 159.427 1369.24 148079 4.5e-08 0.4
0.021 -0.021 -1.42433e-07 0.008 293.03 -0.0120485 -0.00895145 84590.9 61318.1 159.427 1369.24 147438 4.5e-08 0.4
0.022 -0.022 -1.49857e-07 0.008 293.033 -0.012582 -0.00941804 83959.6 61318.1 159.427 1369.24 146806 4.5e-08 0.4
0.023 -0.023 -1.57333e-07 0.008 293.036 -0.0131121 -0.00988787 83339.9 61318.1 159.427 1369.24 146187 4.5e-08 0.4
0.024 -0.024 -1.64861e-07 0.008 293.039 -0.013639 -0.010361 82730.1 61318.1 159.427 1369.24 145577 4.5e-08 0.4
0.025 -0.025 -1.72441e-07 0.008 293.043 -0.0141627 -0.0108373 82130.6 61318.1 159.427 1369.24 144977 4.5e-08 0.4
0.026 -0.026 -1.8007e-07 0.008 293.046 -0.0146832 -0.0113168 81541.8 61318.1 159.427 1369.24 144388 4.5e-08 0.4
0.027 -0.027 -1.87749e-07 0.008 293.05 -0.0152006 -0.0117994 80962.1 61318.1 159.427 1369.24 143809 4.5e-08 0.4
0.028 -0.028 -1.95477e-07 0.008 293.054 -0.0157149 -0.0122851 80392.6 61318.1 159.427 1369.24 143239 4.5e-08 0.4
0.029 -0.029 -2.03254e-07 0.008 293.058 -0.0162261 -0.0127739 79831.8 61318.1 159.427 1369.24 142679 4.5e-08 0.4
0.03 -0.03 -2.11078e-07 0.008 293.063 -0.0167344 -0.0132656 79280.7 61318.1 159.427 1369.24 142127 4.5e-08 0.4
0.031 -0.031 -2.1895e-07 0.008 293.067 -0.0172397 -0.0137603 78737.8 61318.1 159.427 1369.24 141585 4.5e-08 0.4
0.032 -0.032 -2.26869e-07 0.008 293.072 -0.017742 -0.014258 78203.6 61318.1 159.427 1369.24 141050 4.5e-08 0.4
0.033 -0.033 -2.34834e-07 0.008 293.077 -0.0182415 -0.0147585 77678.3 61318.1 159.427 1369.24 140525 4.5e-08 0.4
0.034 -0.034 -2.42844e-07 0.008 293.082 -0.018738 -0.015262 77160.7 61318.1 159.427 1369.24 140007 4.5e-08 0.4
0.035 -0.035 -2.50899e-07 0.008 293.087 -0.0192318 -0.0157682 76651.6 61318.1 159.427 1369.24 139498 4.5e-08 0.4
0.036 -0.036 -2.58999e-07 0.008 293.092 -0.0197228 -0.0162772 76149.9 61318.1 159.427 1369.24 138997 4.5e-08 0.4
0.037 -0.037 -2.67143e-07 0.008 293.098 -0.0202109 -0.0167891 75655.8 61318.1 159.427 1369.24 138503 4.5e-08 0.4
0.038 -0.038 -2.7533e-07 0.008 293.104 -0.0206964 -0.0173036 75169.7 61318.1 159.427 1369.24 138016 4.5e-08 0.4
0.039 -0.039 -2.8356e-07 0.008 293.109 -0.0211792 -0.0178208 74690.4 61318.1 159.427 1369.24 137537 4.5e-08 0.4
0.04 -0.04 -2.91832e-07 0.008 293.116 -0.0216593 -0.0183407 74218.2 61318.1 159.427 1369.24 137065 4.5e-08 0.4
0.041 -0.041 -3.00146e-07 0.008 293.122 -0.0221368 -0.0188632 73753.4 61318.1 159.427 1369.24 136600 4.5e-08 0.4
0.042 -0.042 -3.08502e-07 0.008 293.128 -0.0226117 -0.0193883 73295 61318.1 159.427 1369.24 136142 4.5e-08 0.4
0.043 -0.043 -3.16899e-07 0.008 293.135 -0.023084 -0.019916 72843.3 61318.1 159.427 1369.24 135690 4.5e-08 0.4
0.044 -0.044 -3.25335e-07 0.008 293.142 -0.0235538 -0.0204462 72398.5 61318.1 159.427 1369.24 135245 4.5e-08 0.4
0.045 -0.045 -3.33812e-07 0.008 293.149 -0.024021 -0.020979 71959.6 61318.1 159.427 1369.24 134806 4.5e-08 0.4
0.046 -0.046 -3.42328e-07 0.008 293.156 -0.0244858 -0.0215142 71527.4 61318.1 159.427 1369.24 134374 4.5e-08 0.4
0.047 -0.047 -3.50884e-07 0.008 293.163 -0.0249481 -0.0220519 71100.8 61318.1 159.427 1369.24 133948 4.5e-08 0.4
0.048 -0.048 -3.59478e-07 0.008 293.171 -0.025408 -0.022592 70680.3 61318.1 159.427 1369.24 133527 4.5e-08 0.4
0.049 -0.049 -3.6811e-07 0.008 293.179 -0.0258655 -0.0231345 70265.5 61318.1 159.427 1369.24 133112 4.5e-08 0.4
0.05 -0.05 -3.7678e-07 0.008 293.186 -0.0263206 -0.0236794 69856.8 61318.1 159.427 1369.24 132704 4.5e-08 0.4
0.051 -0.051 -3.85487e-07 0.008 293.195 -0.0267734 -0.0242266 69453.4 61318.1 159.427 1369.24 132300 4.5e-08 0.4
0.052 -0.052 -3.94232e-07 0.008 293.203 -0.0272238 -0.0247762 69055.4 61318.1 159.427 1369.24 131902 4.5e-08 0.4
0.053 -0.053 -4.03012e-07 0.008 293.211 -0.027672 -0.025328 68663.1 61318.1 159.427 1369.24 131510 4.5e-08 0.4
0.054 -0.054 -4.11829e-07 0.008 293.22 -0.0281179 -0.0258821 68275.8 61318.1 159.427 1369.24 131123 4.5e-08 0.4
0.055 -0.055 -4.20681e-07 0.008 293.229 -0.0285616 -0.0264384 67893.5 61318.1 159.427 1369.24 130740 4.5e-08 0.4
0.056 -0.056 -4.29568e-07 0.008 293.238 -0.029003 -0.026997 67516.6 61318.1 159.427 1369.24 130363 4.5e-08 0.4
0.057 -0.057 -4.38492e-07 0.008 293.247 -0.0294422 -0.0275578 67144.4 61318.1 159.427 1369.24 129991 4.5e-08 0.4
0.058 -0.058 -4.47449e-07 0.008 293.257 -0.0298793 -0.0281207 66776.9 61318.1 159.427 1369.24 129624 4.5e-08 0.4
0.059 -0.059 -4.5644e-07 0.008 293.266 -0.0303142 -0.0286858 66414.5 61318.1 159.427 1369.24 129261 4.5e-08 0.4
0.06 -0.06 -4.65466e-07 0.008 293.276 -0.030747 -0.029253 66056.5 61318.1 159.427 1369.24 128903 4.5e-08 0.4
0.061 -0.061 -4.74525e-07 0.008 293.286 -0.0311777 -0.0298223 65702.9 61318.1 159.427 1369.24 128550 4.5e-08 0.4
0.062 -0.062 -4.83617e-07 0.008 293.297 -0.0316063 -0.0303937 65353.9 61318.1 159.427 1369.24 128201 4.5e-08 0.4
0.063 -0.063 -4.92741e-07 0.008 293.307 -0.0320328 -0.0309672 65009.5 61318.1 159.427 1369.24 127856 4.5e-08 0.4
0.064 -0.064 -5.01899e-07 0.008 293.318 -0.0324573 -0.0315427 64669.1 61318.1 159.427 1369.24 127516 4.5e-08 0.4
0.065 -0.065 -5.11088e-07 0.008 293.329 -0.0328798 -0.0321202 64332.9 61318.1 159.427 1369.24 127180 4.5e-08 0.4
0.066 -0.066 -5.20308e-07 0.008 293.34 -0.0333003 -0.0326997 64001.1 61318.1 159.427 1369.24 126848 4.5e-08 0.4
0.067 -0.067 -5.29561e-07 0.008 293.351 -0.0337188 -0.0332812 63673.1 61318.1 159.427 1369.24 126520 4.5e-08 0.4
0.068 -0.068 -5.38845e-07 0.008 293.362 -0.0341353 -0.0338647 63349 61318.1 159.427 1369.24 126196 4.5e-08 0.4
0.069 -0.069 -5.4816e-07 0.008 293.374 -0.0345499 -0.0344501 63028.9 61318.1 159.427 1369.24 125876 4.5e-08 0.4
0.07 -0.07 -5.57504e-07 0.008 293.386 -0.0349627 -0.0350373 62712.8 61318.1 159.427 1369.24 125560 4.5e-08 0.4
0.071 -0.071 -5.6688e-07 0.008 293.398 -0.0353734 -0.0356266 62400.2 61318.1 159.427 1369.24 125247 4.5e-08 0.4
0.072 -0.072 -5.76285e-07 0.008 293.41 -0.0357823 -0.0362177 62091.4 61318.1 159.427 1369.24 124938 4.5e-08 0.4
0.073 -0.073 -5.85721e-07 0.008 293.423 -0.0361894 -0.0368106 61786.1 61318.1 159.427 1369.24 124633 4.5e-08 0.4
0.074 -0.074 -5.95184e-07 0.008 293.436 -0.0365946 -0.0374054 61484.6 61318.1 159.427 1369.24 124331 4.5e-08 0.4
0.075 -0.075 -6.04677e-07 0.008 293.449 -0.036998 -0.038002 61186.4 61318.1 159.427 1369.24 124033 4.5e-08 0.4
0.076 -0.076 -6.14199e-07 0.008 293.462 -0.0373996 -0.0386004 60891.6 61318.1 159.427 1369.24 123738 4.5e-08 0.4
0.077 -0.077 -6.2375e-07 0.008 293.475 -0.0377993 -0.0392007 60600.1 61318.1 159.427 1369.24 123447 4.5e-08 0.4
0.078 -0.078 -6.33328e-07 0.008 293.489 -0.0381974 -0.0398026 60312.2 61318.1 159.427 1369.24 123159 4.5e-08 0.4
0.079 -0.079 -6.42935e-07 0.008 293.502 -0.0385937 -0.0404063 60027.4 61318.1 159.427 1369.24 122874 4.5e-08 0.4
0.08 -0.08 -6.52569e-07 0.008 293.516 -0.0389882 -0.0410118 59745.7 61318.1 159.427 1369.24 122592 4.5e-08 0.4
0.081 -0.081 -6.62231e-07 0.008 293.53 -0.039381 -0.041619 59467.1 61318.1 159.427 1369.24 122314 4.5e-08 0.4
0.082 -0.082 -6.7192e-07 0.008 293.545 -0.039772 -0.042228 59191.6 61318.1 159.427 1369.24 122038 4.5e-08 0.4
0.083 -0.083 -6.81635e-07 0.008 293.559 -0.0401615 -0.0428385 58919.4 61318.1 159.427 1369.24 121766 4.5e-08 0.4
0.084 -0.084 -6.91377e-07 0.008 293.574 -0.0405492 -0.0434508 58649.9 61318.1 159.427 1369.24 121497 4.5e-08 0.4
0.085 -0.085 -7.01146e-07 0.008 293.589 -0.0409353 -0.0440647 58383.4 61318.1 159.427 1369.24 121230 4.5e-08 0.4
0.086 -0.086 -7.10941e-07 0.008 293.604 -0.0413197 -0.0446803 58119.7 61318.1 159.427 1369.24 120966 4.5e-08 0.4
0.087 -0.087 -7.20761e-07 0.008 293.62 -0.0417025 -0.0452975 57859.1 61318.1 159.427 1369.24 120706 4.5e-08 0.4
0.088 -0.088 -7.30607e-07 0.008 293.636 -0.0420837 -0.0459163 57601 61318.1 159.427 1369.24 120448 4.5e-08 0.4
0.089 -0.089 -7.4048e-07 0.008 293.652 -0.0424633 -0.0465367 57345.7 61318.1 159.427 1369.24 120192 4.5e-08 0.4
0.09 -0.09 -7.50377e-07 0.008 293.668 -0.0428413 -0.0471587 57093 61318.1 159.427 1369.24 119940 4.5e-08 0.4
0.091 -0.091 -7.60299e-07 0.008 293.684 -0.0432177 -0.0477823 56843 61318.1 159.427 1369.24 119690 4.5e-08 0.4
0.092 -0.092 -7.70245e-07 0.008 293.701 -0.0435926 -0.0484074 56595.8 61318.1 159.427 1369.24 119443 4.5e-08 0.4
0.093 -0.093 -7.80216e-07 0.008 293.717 -0.043966 -0.049034 56351 61318.1 159.427 1369.24 119198 4.5e-08 0.4
0.094 -0.094 -7.90212e-07 0.008 293.734 -0.0443378 -0.0496622 56108.7 61318.1 159.427 1369.24 118955 4.5e-08 0.4
0.095 -0.095 -8.00232e-07 0.008 293.751 -0.044708 -0.050292 55868.9 61318.1 159.427 1369.24 118716 4.5e-08 0.4
0.096 -0.096 -8.10276e-07 0.008 293.769 -0.0450768 -0.0509232 55631.5 61318.1 159.427 1369.24 118478 4.5e-08 0.4
0.097 -0.097 -8.20342e-07 0.008 293.787 -0.0454442 -0.0515558 55396.7 61318.1 159.427 1369.24 118243 4.5e-08 0.4
0.098 -0.098 -8.30433e-07 0.008 293.804 -0.04581 -0.05219 55164.1 61318.1 159.427 1369.24 118011 4.5e-08 0.4
0.099 -0.099 -8.40547e-07 0.008 293.822 -0.0461744 -0.0528256 54933.7 61318.1 159.427 1369.24 117780 4.5e-08 0.4
0.1 -0.1 -8.50684e-07 0.008 293.841 -0.0465373 -0.0534627 54705.7 61318.1 159.427 1369.24 117552 4.5e-08 0.4
0.101 -0.101 -8.60844e-07 0.008 293.859 -0.0468988 -0.0541012 54480 61318.1 159.427 1369.24 117327 4.5e-08 0.4
0.102 -0.102 -8.71025e-07 0.008 293.878 -0.0472589 -0.0547411 54256.6 61318.1 159.427 1369.24 117103 4.5e-08 0.4
0.103 -0.103 -8.81231e-07 0.008 293.897 -0.0476175 -0.0553825 54035.3 61318.1 159.427 1369.24 116882 4.5e-08 0.4
0.104 -0.104 -8.91458e-07 0.008 293.916 -0.0479748 -0.0560252 53816.1 61318.1 159.427 1369.24 116663 4.5e-08 0.4
0.105 -0.105 -9.01708e-07 0.008 293.936 -0.0483306 -0.0566694 53599 61318.1 159.427 1369.24 116446 4.5e-08 0.4
0.106 -0.106 -9.11979e-07 0.008 293.955 -0.0486851 -0.0573149 53384 61318.1 159.427 1369.24 116231 4.5e-08 0.4
0.107 -0.107 -9.22271e-07 0.008 293.975 -0.0490383 -0.0579617 53171.3 61318.1 159.427 1369.24 116018 4.5e-08 0.4
0.108 -0.108 -9.32586e-07 0.008 293.995 -0.04939 -0.05861 52960.3 61318.1 159.427 1369.24 115807 4.5e-08 0.4
0.109 -0.109 -9.42922e-07 0.008 294.016 -0.0497405 -0.0592595 52751.4 61318.1 159.427 1369.24 115598 4.5e-08 0.4
0.11 -0.11 -9.53279e-07 0.008 294.036 -0.0500895 -0.0599105 52544.5 61318.1 159.427 1369.24 115391 4.5e-08 0.4
0.111 -0.111 -9.63657e-07 0.008 294.057 -0.0504373 -0.0605627 52339.5 61318.1 159.427 1369.24 115186 4.5e-08 0.4
0.112 -0.112 -9.74056e-07 0.008 294.078 -0.0507838 -0.0612162 52136.4 61318.1 159.427 1369.24 114983 4.5e-08 0.4
0.113 -0.113 -9.84475e-07 0.008 294.099 -0.051129 -0.061871 51935.3 61318.1 159.427 1369.24 114782 4.5e-08 0.4
0.114 -0.114 -9.94915e-07 0.008 294.121 -0.0514729 -0.0625271 51736 61318.1 159.427 1369.24 114583 4.5e-08 0.4
0.115 -0.115 -1.00538e-06 0.008 294.142 -0.0518154 -0.0631846 51538.4 61318.1 159.427 1369.24 114385 4.5e-08 0.4
0.116 -0.116 -1.01586e-06 0.008 294.164 -0.0521568 -0.0638432 51342.7 61318.1 159.427 1369.24 114189 4.5e-08 0.4
0.117 -0.117 -1.02636e-06 0.008 294.186 -0.0524968 -0.0645032 51148.7 61318.1 159.427 1369.24 113995 4.5e-08 0.4
0.118 -0.118 -1.03688e-06 0.008 294.209 -0.0528357 -0.0651643 50956.7 61318.1 159.427 1369.24 113803 4.5e-08 0.4
0.119 -0.119 -1.04742e-06 0.008 294.231 -0.0531733 -0.0658267 50766.2 61318.1 159.427 1369.24 113613 4.5e-08 0.4
0.12 -0.12 -1.05798e-06 0.008 294.254 -0.0535097 -0.0664903 50577.4 61318.1 159.427 1369.24 113424 4.5e-08 0.4
0.121 -0.121 -1.06856e-06 0.008 294.277 -0.0538448 -0.0671552 50390.3 61318.1 159.427 1369.24 113237 4.5e-08 0.4
0.122 -0.122 -1.07915e-06 0.008 294.301 -0.0541787 -0.0678213 50204.8 61318.1 159.427 1369.24 113052 4.5e-08 0.4
0.123 -0.123 -1.08977e-06 0.008 294.324 -0.0545115 -0.0684885 50021 61318.1 159.427 1369.24 112868 4.5e-08 0.4
0.124 -0.124 -1.10041e-06 0.008 294.348 -0.054843 -0.069157 49838.8 61318.1 159.427 1369.24 112686 4.5e-08 0.4
0.125 -0.125 -1.11106e-06 0.008 294.372 -0.0551734 -0.0698266 49658.3 61318.1 159.427 1369.24 112505 4.5e-08 0.4
0.126 -0.126 -1.12173e-06 0.008 294.396 -0.0555026 -0.0704974 49479.3 61318.1 159.427 1369.24 112326 4.5e-08 0.4
0.127 -0.127 -1.13243e-06 0.008 294.421 -0.0558307 -0.0711693 49301.8 61318.1 159.427 1369.24 112148 4.5e-08 0.4
0.128 -0.128 -1.14314e-06 0.008 294.445 -0.0561575 -0.0718425 49125.8 61318.1 159.427 1369.24 111972 4.5e-08 0.4
0.129 -0.129 -1.15387e-06 0.008 294.47 -0.0564833 -0.0725167 48951.3 61318.1 159.427 1369.24 111798 4.5e-08 0.4
0.13 -0.13 -1.16461e-06 0.008 294.495 -0.0568078 -0.0731922 48778.3 61318.1 159.427 1369.24 111625 4.5e-08 0.4
0.131 -0.131 -1.17538e-06 0.008 294.521 -0.0571314 -0.0738686 48606.9 61318.1 159.427 1369.24 111454 4.5e-08 0.4
0.132 -0.132 -1.18616e-06 0.008 294.546 -0.0574538 -0.0745462 48436.8 61318.1 159.427 1369.24 111284 4.5e-08 0.4
0.133 -0.133 -1.19696e-06 0.008 294.572 -0.057775 -0.075225 48268.1 61318.1 159.427 1369.24 111115 4.5e-08 0.4
0.134 -0.134 -1.20778e-06 0.008 294.598 -0.0580951 -0.0759049 48100.9 61318.1 159.427 1369.24 110948 4.5e-08 0.4
0.135 -0.135 -1.21861e-06 0.008 294.625 -0.0584142 -0.0765858 47935 61318.1 159.427 1369.24 110782 4.5e-08 0.4
0.136 -0.136 -1.22947e-06 0.008 294.651 -0.0587321 -0.0772679 47770.5 61318.1 159.427 1369.24 110617 4.5e-08 0.4
0.137 -0.137 -1.24033e-06 0.008 294.678 -0.059049 -0.077951 47607.3 61318.1 159.427 1369.24 110454 4.5e-08 0.4
0.138 -0.138 -1.25122e-06 0.008 294.705 -0.0593649 -0.0786351 47445.6 61318.1 159.427 1369.24 110292 4.5e-08 0.4
0.139 -0.139 -1.26212e-06 0.008 294.733 -0.0596797 -0.0793203 47285.1 61318.1 159.427 1369.24 110132 4.5e-08 0.4
0.14 -0.14 -1.27304e-06 0.008 294.76 -0.0599934 -0.0800066 47125.9 61318.1 159.427 1369.24 109973 4.5e-08 0.4
0.141 -0.141 -1.28398e-06 0.008 294.788 -0.060306 -0.080694 46968 61318.1 159.427 1369.24 109815 4.5e-08 0.4
0.142 -0.142 -1.29493e-06 0.008 294.816 -0.0606176 -0.0813824 46811.3 61318.1 159.427 1369.24 109658 4.5e-08 0.4
0.143 -0.143 -1.3059e-06 0.008 294.844 -0.0609282 -0.0820718 46655.9 61318.1 159.427 1369.24 109503 4.5e-08 0.4
0.144 -0.144 -1.31689e-06 0.008 294.873 -0.0612377 -0.0827623 46501.8 61318.1 159.427 1369.24 109349 4.5e-08 0.4
0.145 -0.145 -1.32789e-06 0.008 294.901 -0.0615464 -0.0834536 46349 61318.1 159.427 1369.24 109196 4.5e-08 0.4
0.146 -0.146 -1.33891e-06 0.008 294.93 -0.0618539 -0.0841461 46197.2 61318.1 159.427 1369.24 109044 4.5e-08 0.4
0.147 -0.147 -1.34994e-06 0.008 294.959 -0.0621605 -0.0848395 46046.7 61318.1 159.427 1369.24 108893 4.5e-08 0.4
0.148 -0.148 -1.36099e-06 0.008 294.989 -0.062466 -0.085534 45897.3 61318.1 159.427 1369.24 108744 4.5e-08 0.4
0.149 -0.149 -1.37206e-06 0.008 295.019 -0.0627705 -0.0862295 45749.1 61318.1 159.427 1369.24 108596 4.5e-08 0.4
0.15 -0.15 -1.38314e-06 0.008 295.049 -0.0630741 -0.0869259 45602.1 61318.1 159.427 1369.24 108449 4.5e-08 0.4
0.151 -0.151 -1.39424e-06 0.008 295.079 -0.0633767 -0.0876233 45456.1 61318.1 159.427 1369.24 108303 4.5e-08 0.4
0.152 -0.152 -1.40535e-06 0.008 295.109 -0.0636783 -0.0883217 45311.3 61318.1 159.427 1369.24 108158 4.5e-08 0.4
0.153 -0.153 -1.41648e-06 0.008 295.14 -0.0639791 -0.0890209 45167.8 61318.1 159.427 1369.24 108014 4.5e-08 0.4
0.154 -0.154 -1.42762e-06 0.008 295.171 -0.0642788 -0.0897212 45025.1 61318.1 159.427 1369.24 107872 4.5e-08 0.4
0.155 -0.155 -1.43878e-06 0.008 295.202 -0.0645775 -0.0904225 44883.6 61318.1 159.427 1369.24 107730 4.5e-08 0.4
0.156 -0.156 -1.44995e-06 0.008 295.233 -0.0648754 -0.0911246 44743.2 61318.1 159.427 1369.24 107590 4.5e-08 0.4
0.157 -0.157 -1.46114e-06 0.008 295.265 -0.0651723 -0.0918277 44603.8 61318.1 159.427 1369.24 107450 4.5e-08 0.4
0.158 -0.158 -1.47234e-06 0.008 295.297 -0.0654682 -0.0925318 44465.4 61318.1 159.427 1369.24 107312 4.5e-08 0.4
0.159 -0.159 -1.48356e-06 0.008 295.329 -0.0657632 -0.0932368 44328.1 61318.1 159.427 1369.24 107175 4.5e-08 0.4
0.16 -0.16 -1.49479e-06 0.008 295.361 -0.0660574 -0.0939426 44191.8 61318.1 159.427 1369.24 107038 4.5e-08 0.4
0.161 -0.161 -1.50603e-06 0.008 295.394 -0.0663507 -0.0946493 44056.6 61318.1 159.427 1369.24 106903 4.5e-08 0.4
0.162 -0.162 -1.51729e-06 0.008 295.426 -0.066643 -0.095357 43922.3 61318.1 159.427 1369.24 106769 4.5e-08 0.4
0.163 -0.163 -1.52857e-06 0.008 295.46 -0.0669344 -0.0960656 43788.9 61318.1 159.427 1369.24 106636 4.5e-08 0.4
0.164 -0.164 -1.53986e-06 0.008 295.493 -0.0672249 -0.0967751 43656.6 61318.1 159.427 1369.24 106503 4.5e-08 0.4
0.165 -0.165 -1.55116e-06 0.008 295.526 -0.0675146 -0.0974854 43525.2 61318.1 159.427 1369.24 106372 4.5e-08 0.4
0.166 -0.166 -1.56248e-06 0.008 295.56 -0.0678033 -0.0981967 43394.7 61318.1 159.427 1369.24 106241 4.5e-08 0.4
0.167 -0.167 -1.57381e-06 0.008 295.594 -0.0680912 -0.0989088 43265.2 61318.1 159.427 1369.24 106112 4.5e-08 0.4
0.168 -0.168 -1.58515e-06 0.008 295.629 -0.0683782 -0.0996218 43136.6 61318.1 159.427 1369.24 105983 4.5e-08 0.4
0.169 -0.169 -1.59651e-06 0.008 295.663 -0.0686645 -0.100335 43009.1 61318.1 159.427 1369.24 105856 4.5e-08 0.4
0.17 -0.17 -1.60788e-06 0.008 295.698 -0.0689498 -0.10105 42882.4 61318.1 159.427 1369.24 105729 4.5e-08 0.4
0.171 -0.171 -1.61927e-06 0.008 295.733 -0.0692343 -0.101766 42756.5 61318.1 159.427 1369.24 105603 4.5e-08 0.4
0.172 -0.172 -1.63067e-06 0.008 295.768 -0.0695179 -0.102482 42631.5 61318.1 159.427 1369.24 105478 4.5e-08 0.4
0.173 -0.173 -1.64208e-06 0.008 295.804 -0.0698006 -0.103199 42507.4 61318.1 159.427 1369.24 105354 4.5e-08 0.4
0.174 -0.174 -1.65351e-06 0.008 295.84 -0.0700826 -0.103917 42384.2 61318.1 159.427 1369.24 105231 4.5e-08 0.4
0.175 -0.175 -1.66494e-06 0.008 295.876 -0.0703637 -0.104636 42261.9 61318.1 159.427 1369.24 105109 4.5e-08 0.4
0.176 -0.176 -1.6764e-06 0.008 295.912 -0.070644 -0.105356 42140.4 61318.1 159.427 1369.24 104987 4.5e-08 0.4
0.177 -0.177 -1.68786e-06 0.008 295.949 -0.0709234 -0.106077 42019.7 61318.1 159.427 1369.24 104866 4.5e-08 0.4
0.178 -0.178 -1.69934e-06 0.008 295.985 -0.0712022 -0.106798 41900 61318.1 159.427 1369.24 104747 4.5e-08 0.4
0.179 -0.179 -1.71083e-06 0.008 296.022 -0.07148 -0.10752 41780.9 61318.1 159.427 1369.24 104628 4.5e-08 0.4
0.18 -0.18 -1.72233e-06 0.008 296.06 -0.0717571 -0.108243 41662.7 61318.1 159.427 1369.24 104509 4.5e-08 0.4
0.181 -0.181 -1.73385e-06 0.008 296.097 -0.0720333 -0.108967 41545.3 61318.1 159.427 1369.24 104392 4.5e-08 0.4
0.182 -0.182 -1.74538e-06 0.008 296.135 -0.0723088 -0.109691 41428.7 61318.1 159.427 1369.24 104275 4.5e-08 0.4
0.183 -0.183 -1.75692e-06 0.008 296.173 -0.0725834 -0.110417 41312.9 61318.1 159.427 1369.24 104160 4.5e-08 0.4
0.184 -0.184 -1.76847e-06 0.008 296.211 -0.0728573 -0.111143 41197.9 61318.1 159.427 1369.24 104045 4.5e-08 0.4
0.185 -0.185 -1.78004e-06 0.008 296.25 -0.0731304 -0.11187 41083.6 61318.1 159.427 1369.24 103930 4.5e-08 0.4
0.186 -0.186 -1.79162e-06 0.008 296.288 -0.0734027 -0.112597 40970.1 61318.1 159.427 1369.24 103817 4.5e-08 0.4
0.187 -0.187 -1.80321e-06 0.008 296.327 -0.0736743 -0.113326 40857.3 61318.1 159.427 1369.24 103704 4.5e-08 0.4
0.188 -0.188 -1.81481e-06 0.008 296.367 -0.0739452 -0.114055 40745.5 61318.1 159.427 1369.24 103592 4.5e-08 0.4
0.189 -0.189 -1.82642e-06 0.008 296.406 -0.0742153 -0.114785 40634.2 61318 159.427 1369.24 103481 4.5e-08 0.4
0.19 -0.19 -1.83805e-06 0.008 296.446 -0.0744845 -0.115515 40523.7 61318 159.427 1369.24 103370 4.5e-08 0.4
0.191 -0.191 -1.84969e-06 0.008 296.486 -0.0747531 -0.116247 40413.8 61318 159.427 1369.24 103261 4.5e-08 0.4
0.192 -0.192 -1.86134e-06 0.008 296.526 -0.0750209 -0.116979 40304.8 61318 159.427 1369.24 103151 4.5e-08 0.4
