t V I Nreal Treal Vschottky Vdiscplugserial Rschottky Rdisc Rplug Rseries Rtotal
0 0 0 0.008 293 0 0 nan 61318.1 159.427 1369.24 nan
0.001 -0.000999675 -6.13972e-09 0.008 293 -0.000613814 -0.000385861 99974.4 61318.1 159.427 1369.24 162821
0.002 -0.00199934 -1.23448e-08 0.008 293 -0.00122351 -0.000775832 99111.4 61318.1 159.427 1369.24 161958
0.003 -0.00299902 -1.86287e-08 0.008 293.001 -0.00182826 -0.00117075 98142.1 61318.1 159.427 1369.24 160989
0.004 -0.00399868 -2.49642e-08 0.008 293.001 -0.00242976 -0.00156892 97329.9 61318.1 159.427 1369.24 160177
0.005 -0.00499834 -3.13858e-08 0.008 293.002 -0.00302585 -0.00197249 96408.3 61318.1 159.427 1369.24 159255
0.006 -0.005998 -3.78605e-08 0.008 293.002 -0.00361859 -0.00237941 95576.9 61318.1 159.427 1369.24 158424
0.007 -0.00699766 -4.44067e-08 0.008 293.003 -0.00420685 -0.00279082 94734.6 61318.1 159.427 1369.24 157581
0.008 -0.0079973 -5.10159e-08 0.008 293.004 -0.00479112 -0.00320618 93914.4 61318.1 159.427 1369.24 156761
0.009 -0.00899693 -5.76865e-08 0.008 293.005 -0.00537152 -0.00362541 93115.8 61318.1 159.427 1369.24 155962
0.01 -0.00999659 -6.44172e-08 0.008 293.006 -0.00594818 -0.00404841 92338.3 61318.1 159.427 1369.24 155185
0.011 -0.0109962 -7.1222e-08 0.008 293.008 -0.00652014 -0.00447607 91546.7 61318.1 159.427 1369.24 154393
0.012 -0.0119959 -7.80694e-08 0.008 293.009 -0.00708948 -0.0049064 90810 61318.1 159.427 1369.24 153657
0.013 -0.0129955 -8.49907e-08 0.008 293.011 -0.0076541 -0.00534139 90058.1 61318.1 159.427 1369.24 152905
0.014 -0.0139951 -9.19693e-08 0.008 293.013 -0.00821518 -0.00577997 89325.2 61318.1 159.427 1369.24 152172
0.015 -0.0149947 -9.90028e-08 0.008 293.015 -0.00877274 -0.006222 88611 61318.1 159.427 1369.24 151458
0.016 -0.0159944 -1.0609e-07 0.008 293.017 -0.00932696 -0.00666744 87915.1 61318.1 159.427 1369.24 150762
0.017 -0.016994 -1.13243e-07 0.008 293.019 -0.00987701 -0.00711697 87219.3 61318.1 159.427 1369.24 150066
0.018 -0.0179936 -1.20449e-07 0.008 293.021 -0.0104238 -0.00756985 86540.9 61318.1 159.427 1369.24 149388
0.019 -0.0189932 -1.27706e-07 0.008 293.024 -0.0109673 -0.0080259 85879.6 61318.1 159.427 1369.24 148726
0.02 -0.0199928 -1.35012e-07 0.008 293.027 -0.0115078 -0.00848507 85235.2 61318.1 159.427 1369.24 148082
0.021 -0.0209924 -1.42384e-07 0.008 293.03 -0.0120441 -0.00894836 84588.8 61318.1 159.427 1369.24 147436
0.022 -0.0219921 -1.49804e-07 0.008 293.033 -0.0125774 -0.00941472 83958.5 61318.1 159.427 1369.24 146805
0.023 -0.0229916 -1.57272e-07 0.008 293.036 -0.0131076 -0.00988401 83343.9 61318.1 159.427 1369.24 146191
0.024 -0.0239913 -1.64806e-07 0.008 293.039 -0.0136338 -0.0103575 82726 61318.1 159.427 1369.24 145573
0.025 -0.0249909 -1.72375e-07 0.008 293.043 -0.0141576 -0.0108332 82132.6 61318.1 159.427 1369.24 144979
0.026 -0.0259905 -1.8e-07 0.008 293.046 -0.014678 -0.0113124 81544.5 61318.1 159.427 1369.24 144391
0.027 -0.02699 -1.87681e-07 0.008 293.05 -0.0151949 -0.0117951 80961.5 61318.1 159.427 1369.24 143808
0.028 -0.0279897 -1.95405e-07 0.008 293.054 -0.0157091 -0.0122806 80392.6 61318.1 159.427 1369.24 143239
0.029 -0.0289892 -2.0317e-07 0.008 293.058 -0.0162206 -0.0127686 79837.6 61318.1 159.427 1369.24 142684
0.03 -0.0299888 -2.10991e-07 0.008 293.063 -0.0167288 -0.0132601 79286.7 61318.1 159.427 1369.24 142133
0.031 -0.0309884 -2.18866e-07 0.008 293.067 -0.0172334 -0.013755 78739.5 61318.1 159.427 1369.24 141586
0.032 -0.031988 -2.26781e-07 0.008 293.072 -0.0177355 -0.0142525 78205.5 61318.1 159.427 1369.24 141052
0.033 -0.0329876 -2.34736e-07 0.008 293.077 -0.0182352 -0.0147524 77684.2 61318.1 159.427 1369.24 140531
0.034 -0.0339871 -2.42743e-07 0.008 293.082 -0.0187315 -0.0152556 77165.9 61318.1 159.427 1369.24 140013
0.035 -0.0349868 -2.50807e-07 0.008 293.087 -0.0192244 -0.0157624 76650 61318.1 159.427 1369.24 139497
0.036 -0.0359863 -2.58889e-07 0.008 293.092 -0.019716 -0.0162703 76156.2 61318.1 159.427 1369.24 139003
0.037 -0.0369859 -2.67034e-07 0.008 293.098 -0.0202037 -0.0167822 75659.5 61318.1 159.427 1369.24 138506
0.038 -0.0379854 -2.75214e-07 0.008 293.104 -0.0206891 -0.0172963 75174.5 61318.1 159.427 1369.24 138021
0.039 -0.038985 -2.83439e-07 0.008 293.109 -0.0211718 -0.0178132 74696 61318.1 159.427 1369.24 137543
0.04 -0.0399846 -2.91719e-07 0.008 293.115 -0.021651 -0.0183336 74218.8 61318.1 159.427 1369.24 137066
0.041 -0.0409841 -3.0002e-07 0.008 293.122 -0.0221288 -0.0188553 73757.8 61318.1 159.427 1369.24 136604
0.042 -0.0419837 -3.08377e-07 0.008 293.128 -0.0226032 -0.0193805 73297.5 61318.1 159.427 1369.24 136144
0.043 -0.0429832 -3.16764e-07 0.008 293.135 -0.0230756 -0.0199076 72847.9 61318.1 159.427 1369.24 135695
0.044 -0.0439828 -3.25195e-07 0.008 293.142 -0.0235453 -0.0204374 72403.7 61318.1 159.427 1369.24 135250
0.045 -0.0449823 -3.33668e-07 0.008 293.149 -0.0240124 -0.02097 71964.8 61318.1 159.427 1369.24 134812
0.046 -0.0459818 -3.42183e-07 0.008 293.156 -0.0244767 -0.0215051 71531.1 61318.1 159.427 1369.24 134378
0.047 -0.0469814 -3.50729e-07 0.008 293.163 -0.0249393 -0.0220421 71107.1 61318.1 159.427 1369.24 133954
0.048 -0.0479809 -3.59328e-07 0.008 293.171 -0.0253983 -0.0225826 70682.9 61318.1 159.427 1369.24 133530
0.049 -0.0489805 -3.67957e-07 0.008 293.178 -0.0258556 -0.0231249 70268.2 61318.1 159.427 1369.24 133115
0.05 -0.0499801 -3.76613e-07 0.008 293.186 -0.0263112 -0.0236689 69862.9 61318.1 159.427 1369.24 132710
0.051 -0.0509796 -3.85323e-07 0.008 293.194 -0.0267633 -0.0242163 69456.8 61318.1 159.427 1369.24 132304
0.052 -0.0519792 -3.94061e-07 0.008 293.203 -0.0272137 -0.0247654 69059.7 61318.1 159.427 1369.24 131906
0.053 -0.0529786 -4.02838e-07 0.008 293.211 -0.0276615 -0.0253171 68666.6 61318.1 159.427 1369.24 131513
0.054 -0.0539782 -4.11642e-07 0.008 293.22 -0.0281078 -0.0258704 68282.2 61318.1 159.427 1369.24 131129
0.055 -0.0549778 -4.20486e-07 0.008 293.229 -0.0285516 -0.0264262 67901.3 61318.1 159.427 1369.24 130748
0.056 -0.0559772 -4.29369e-07 0.008 293.238 -0.0289927 -0.0269845 67523.9 61318.1 159.427 1369.24 130371
0.057 -0.0569768 -4.38295e-07 0.008 293.247 -0.0294313 -0.0275454 67149.6 61318.1 159.427 1369.24 129996
0.058 -0.0579763 -4.47244e-07 0.008 293.257 -0.0298685 -0.0281078 66783.6 61318.1 159.427 1369.24 129630
0.059 -0.0589758 -4.56231e-07 0.008 293.266 -0.0303031 -0.0286726 66420.6 61318.1 159.427 1369.24 129267
0.06 -0.0599754 -4.65251e-07 0.008 293.276 -0.0307358 -0.0292395 66062.9 61318.1 159.427 1369.24 128910
0.061 -0.0609749 -4.74312e-07 0.008 293.286 -0.031166 -0.0298089 65707.8 61318.1 159.427 1369.24 128555
0.062 -0.0619743 -4.83391e-07 0.008 293.296 -0.0315948 -0.0303796 65360.7 61318.1 159.427 1369.24 128207
0.063 -0.0629739 -4.92513e-07 0.008 293.307 -0.0320211 -0.0309528 65015.8 61318.1 159.427 1369.24 127863
0.064 -0.0639733 -5.01662e-07 0.008 293.317 -0.0324455 -0.0315278 64676 61318.1 159.427 1369.24 127523
0.065 -0.0649729 -5.10854e-07 0.008 293.328 -0.0328674 -0.0321055 64338.2 61318.1 159.427 1369.24 127185
0.066 -0.0659725 -5.20064e-07 0.008 293.339 -0.0332881 -0.0326844 64007.7 61318.1 159.427 1369.24 126854
0.067 -0.0669719 -5.29313e-07 0.008 293.351 -0.0337062 -0.0332656 63679.2 61318.1 159.427 1369.24 126526
0.068 -0.0679714 -5.38582e-07 0.008 293.362 -0.0341233 -0.0338481 63357.7 61318.1 159.427 1369.24 126204
0.069 -0.068971 -5.47891e-07 0.008 293.374 -0.0345379 -0.0344331 63037.9 61318.1 159.427 1369.24 125885
0.07 -0.0699704 -5.57238e-07 0.008 293.386 -0.0349498 -0.0350206 62719.7 61318.1 159.427 1369.24 125566
0.071 -0.0709699 -5.66604e-07 0.008 293.398 -0.0353607 -0.0356092 62408.2 61318.1 159.427 1369.24 125255
0.072 -0.0719695 -5.76011e-07 0.008 293.41 -0.0357691 -0.0362004 62098 61318.1 159.427 1369.24 124945
0.073 -0.0729689 -5.85431e-07 0.008 293.422 -0.0361765 -0.0367924 61794.6 61318.1 159.427 1369.24 124641
0.074 -0.0739685 -5.94894e-07 0.008 293.435 -0.0365813 -0.0373871 61492.2 61318.1 159.427 1369.24 124339
0.075 -0.074968 -6.04385e-07 0.008 293.448 -0.0369844 -0.0379836 61193.4 61318.1 159.427 1369.24 124040
0.076 -0.0759674 -6.13888e-07 0.008 293.461 -0.0373865 -0.0385808 60901.2 61318.1 159.427 1369.24 123748
0.077 -0.0769669 -6.23448e-07 0.008 293.475 -0.0377853 -0.0391817 60606.9 61318.1 159.427 1369.24 123454
0.078 -0.0779665 -6.33022e-07 0.008 293.488 -0.0381831 -0.0397834 60318.7 61318.1 159.427 1369.24 123165
0.079 -0.078966 -6.42609e-07 0.008 293.502 -0.0385801 -0.0403859 60036.8 61318.1 159.427 1369.24 122883
0.08 -0.0799654 -6.52235e-07 0.008 293.516 -0.0389745 -0.0409908 59755.4 61318.1 159.427 1369.24 122602
0.081 -0.0809649 -6.61906e-07 0.008 293.53 -0.0393663 -0.0415986 59474.2 61318.1 159.427 1369.24 122321
0.082 -0.0819645 -6.71589e-07 0.008 293.544 -0.0397573 -0.0422072 59198.9 61318.1 159.427 1369.24 122046
0.083 -0.0829638 -6.81296e-07 0.008 293.559 -0.0401466 -0.0428172 58926.8 61318.1 159.427 1369.24 121774
0.084 -0.0839634 -6.91033e-07 0.008 293.574 -0.0405343 -0.0434291 58657.5 61318.1 159.427 1369.24 121504
0.085 -0.0849629 -7.00796e-07 0.008 293.589 -0.0409202 -0.0440427 58391 61318.1 159.427 1369.24 121238
0.086 -0.0859623 -7.10584e-07 0.008 293.604 -0.0413044 -0.0446579 58127.5 61318.1 159.427 1369.24 120974
0.087 -0.0869618 -7.204e-07 0.008 293.619 -0.041687 -0.0452748 57866.4 61318.1 159.427 1369.24 120713
0.088 -0.0879614 -7.30227e-07 0.008 293.635 -0.042069 -0.0458924 57610.8 61318.1 159.427 1369.24 120458
0.089 -0.0889607 -7.40094e-07 0.008 293.651 -0.0424482 -0.0465125 57355.1 61318.1 159.427 1369.24 120202
0.09 -0.0899603 -7.49991e-07 0.008 293.667 -0.0428258 -0.0471345 57101.7 61318.1 159.427 1369.24 119948
0.091 -0.0909598 -7.59915e-07 0.008 293.683 -0.0432016 -0.0477581 56850.7 61318.1 159.427 1369.24 119697
0.092 -0.0919593 -7.69846e-07 0.008 293.7 -0.043577 -0.0483823 56604.8 61318.1 159.427 1369.24 119452
0.093 -0.0929586 -7.7982e-07 0.008 293.717 -0.0439495 -0.0490091 56358.5 61318.1 159.427 1369.24 119205
0.094 -0.0939582 -7.89805e-07 0.008 293.734 -0.0443215 -0.0496367 56117.1 61318.1 159.427 1369.24 118964
0.095 -0.0949578 -7.99817e-07 0.008 293.751 -0.0446919 -0.0502659 55877.7 61318.1 159.427 1369.24 118724
0.096 -0.0959571 -8.09851e-07 0.008 293.768 -0.0450606 -0.0508965 55640.6 61318.1 159.427 1369.24 118487
0.097 -0.0969566 -8.19914e-07 0.008 293.786 -0.0454277 -0.0515289 55405.4 61318.1 159.427 1369.24 118252
0.098 -0.0979562 -8.30005e-07 0.008 293.804 -0.045793 -0.0521631 55172 61318.1 159.427 1369.24 118019
0.099 -0.0989557 -8.40102e-07 0.008 293.822 -0.0461581 -0.0527976 54943.4 61318.1 159.427 1369.24 117790
0.1 -0.0999549 -8.50242e-07 0.008 293.84 -0.04652 -0.0534349 54713.9 61318.1 159.427 1369.24 117561
0.101 -0.100955 -8.60392e-07 0.008 293.858 -0.0468817 -0.0540728 54488.8 61318.1 159.427 1369.24 117336
0.102 -0.101954 -8.70568e-07 0.008 293.877 -0.0472417 -0.0547124 54265.4 61318.1 159.427 1369.24 117112
0.103 -0.102954 -8.80771e-07 0.008 293.896 -0.0476 -0.0553536 54043.6 61318.1 159.427 1369.24 116890
0.104 -0.103953 -8.90985e-07 0.008 293.915 -0.0479573 -0.0559955 53825 61318.1 159.427 1369.24 116672
0.105 -0.104952 -9.01231e-07 0.008 293.935 -0.048313 -0.0566394 53607.8 61318.1 159.427 1369.24 116454
0.106 -0.105952 -9.11492e-07 0.008 293.954 -0.0486676 -0.0572843 53393.4 61318.1 159.427 1369.24 116240
0.107 -0.106951 -9.21775e-07 0.008 293.974 -0.0490206 -0.0579305 53180.6 61318.1 159.427 1369.24 116027
0.108 -0.107951 -9.3209e-07 0.008 293.994 -0.0493719 -0.0585788 52969 61318.1 159.427 1369.24 115816
0.109 -0.10895 -9.42408e-07 0.008 294.015 -0.0497229 -0.0592273 52761.6 61318.1 159.427 1369.24 115608
0.11 -0.10995 -9.52765e-07 0.008 294.035 -0.0500716 -0.0598782 52553.9 61318.1 159.427 1369.24 115401
0.111 -0.110949 -9.63146e-07 0.008 294.056 -0.0504184 -0.0605306 52347.6 61318.1 159.427 1369.24 115194
0.112 -0.111949 -9.73521e-07 0.008 294.077 -0.0507659 -0.0611826 52146.7 61318.1 159.427 1369.24 114993
0.113 -0.112948 -9.83948e-07 0.008 294.098 -0.0511101 -0.0618379 51943.9 61318.1 159.427 1369.24 114791
0.114 -0.113948 -9.94378e-07 0.008 294.12 -0.0514542 -0.0624934 51745.1 61318.1 159.427 1369.24 114592
0.115 -0.114947 -1.00483e-06 0.008 294.141 -0.0517965 -0.0631503 51547.4 61318.1 159.427 1369.24 114394
0.116 -0.115946 -1.0153e-06 0.008 294.163 -0.0521379 -0.0638084 51352.1 61318.1 159.427 1369.24 114199
0.117 -0.116946 -1.0258e-06 0.008 294.185 -0.0524775 -0.0644683 51157.5 61318.1 159.427 1369.24 114004
0.118 -0.117945 -1.03632e-06 0.008 294.208 -0.0528162 -0.0651291 50965.3 61318.1 159.427 1369.24 113812
0.119 -0.118945 -1.04684e-06 0.008 294.23 -0.053154 -0.0657906 50775.6 61318.1 159.427 1369.24 113622
0.12 -0.119944 -1.0574e-06 0.008 294.253 -0.05349 -0.066454 50586.5 61318.1 159.427 1369.24 113433
0.121 -0.120944 -1.06797e-06 0.008 294.276 -0.0538252 -0.0671185 50399.5 61318.1 159.427 1369.24 113246
0.122 -0.121943 -1.07856e-06 0.008 294.299 -0.0541594 -0.0677837 50214.7 61318.1 159.427 1369.24 113061
0.123 -0.122942 -1.08917e-06 0.008 294.323 -0.0544918 -0.0684505 50030.7 61318.1 159.427 1369.24 112877
0.124 -0.123942 -1.0998e-06 0.008 294.347 -0.0548233 -0.0691185 49848.6 61318.1 159.427 1369.24 112695
0.125 -0.124941 -1.11045e-06 0.008 294.371 -0.0551529 -0.0697884 49667 61318.1 159.427 1369.24 112514
0.126 -0.125941 -1.12111e-06 0.008 294.395 -0.0554827 -0.0704582 49489 61318.1 159.427 1369.24 112336
0.127 -0.12694 -1.1318e-06 0.008 294.419 -0.0558105 -0.0711296 49311.5 61318.1 159.427 1369.24 112158
0.128 -0.12794 -1.14249e-06 0.008 294.444 -0.0561375 -0.071802 49135.9 61318.1 159.427 1369.24 111983
0.129 -0.128939 -1.15323e-06 0.008 294.469 -0.0564626 -0.0724764 48960.6 61318.1 159.427 1369.24 111807
0.13 -0.129939 -1.16397e-06 0.008 294.494 -0.0567868 -0.0731518 48787 61318.1 159.427 1369.24 111634
0.131 -0.130938 -1.17471e-06 0.008 294.519 -0.0571111 -0.073827 48617 61318.1 159.427 1369.24 111464
0.132 -0.131937 -1.18548e-06 0.008 294.545 -0.0574335 -0.0745037 48447.3 61318.1 159.427 1369.24 111294
0.133 -0.132937 -1.19629e-06 0.008 294.571 -0.0577539 -0.0751828 48277.6 61318.1 159.427 1369.24 111124
0.134 -0.133936 -1.20709e-06 0.008 294.597 -0.0580746 -0.0758617 48111.2 61318.1 159.427 1369.24 110958
0.135 -0.134936 -1.21792e-06 0.008 294.623 -0.0583932 -0.0765425 47944.9 61318.1 159.427 1369.24 110792
0.136 -0.135935 -1.22877e-06 0.008 294.65 -0.058711 -0.0772239 47780.4 61318.1 159.427 1369.24 110627
0.137 -0.136934 -1.23963e-06 0.008 294.676 -0.0590279 -0.0779066 47617.4 61318.1 159.427 1369.24 110464
0.138 -0.137934 -1.2505e-06 0.008 294.703 -0.0593439 -0.0785901 47456 61318.1 159.427 1369.24 110303
0.139 -0.138933 -1.26141e-06 0.008 294.731 -0.0596578 -0.0792756 47294.5 61318.1 159.427 1369.24 110141
0.14 -0.139933 -1.27232e-06 0.008 294.758 -0.059972 -0.0799608 47136.1 61318.1 159.427 1369.24 109983
0.141 -0.140932 -1.28325e-06 0.008 294.786 -0.0602842 -0.080648 46977.8 61318.1 159.427 1369.24 109824
0.142 -0.141932 -1.2942e-06 0.008 294.814 -0.0605954 -0.0813362 46820.7 61318.1 159.427 1369.24 109667
0.143 -0.142931 -1.30517e-06 0.008 294.842 -0.0609057 -0.0820254 46665.1 61318.1 159.427 1369.24 109512
0.144 -0.143931 -1.31615e-06 0.008 294.871 -0.0612151 -0.0827155 46510.9 61318.1 159.427 1369.24 109358
0.145 -0.14493 -1.32714e-06 0.008 294.899 -0.0615236 -0.0834061 46358.2 61318.1 159.427 1369.24 109205
0.146 -0.145929 -1.33814e-06 0.008 294.928 -0.0618312 -0.084098 46206.7 61318.1 159.427 1369.24 109053
0.147 -0.146929 -1.34917e-06 0.008 294.957 -0.0621379 -0.0847908 46056.5 61318.1 159.427 1369.24 108903
0.148 -0.147928 -1.36021e-06 0.008 294.987 -0.0624437 -0.0854845 45907.5 61318.1 159.427 1369.24 108754
0.149 -0.148928 -1.37128e-06 0.008 295.016 -0.0627473 -0.0861805 45758.2 61318.1 159.427 1369.24 108605
0.15 -0.149927 -1.38234e-06 0.008 295.046 -0.0630512 -0.0868757 45611.8 61318.1 159.427 1369.24 108459
0.151 -0.150926 -1.39342e-06 0.008 295.076 -0.0633542 -0.0875722 45466.5 61318.1 159.427 1369.24 108313
0.152 -0.151926 -1.40454e-06 0.008 295.107 -0.0636549 -0.0882709 45320.8 61318.1 159.427 1369.24 108168
0.153 -0.152925 -1.41565e-06 0.008 295.137 -0.0639561 -0.0889693 45177.7 61318.1 159.427 1369.24 108024
0.154 -0.153925 -1.4268e-06 0.008 295.168 -0.0642549 -0.0896699 45034.2 61318.1 159.427 1369.24 107881
0.155 -0.154924 -1.43794e-06 0.008 295.199 -0.0645542 -0.0903697 44893.6 61318.1 159.427 1369.24 107740
0.156 -0.155923 -1.4491e-06 0.008 295.231 -0.0648525 -0.0910709 44753.8 61318.1 159.427 1369.24 107601
0.157 -0.156923 -1.46029e-06 0.008 295.262 -0.0651485 -0.0917744 44613.4 61318.1 159.427 1369.24 107460
0.158 -0.157922 -1.47148e-06 0.008 295.294 -0.0654449 -0.0924775 44475.6 61318.1 159.427 1369.24 107322
0.159 -0.158922 -1.4827e-06 0.008 295.326 -0.0657389 -0.0931829 44337.3 61318.1 159.427 1369.24 107184
0.16 -0.159921 -1.49391e-06 0.008 295.359 -0.0660334 -0.0938876 44201.6 61318.1 159.427 1369.24 107048
0.161 -0.16092 -1.50515e-06 0.008 295.391 -0.0663269 -0.0945936 44066.7 61318.1 159.427 1369.24 106913
0.162 -0.16192 -1.5164e-06 0.008 295.424 -0.0666194 -0.0953005 43932.7 61318.1 159.427 1369.24 106779
0.163 -0.162919 -1.52766e-06 0.008 295.457 -0.0669109 -0.0960085 43799.6 61318.1 159.427 1369.24 106646
0.164 -0.163919 -1.53895e-06 0.008 295.49 -0.0672007 -0.0967182 43666.5 61318.1 159.427 1369.24 106513
0.165 -0.164918 -1.55024e-06 0.008 295.524 -0.0674902 -0.0974277 43535.3 61318.1 159.427 1369.24 106382
0.166 -0.165917 -1.56154e-06 0.008 295.557 -0.0677795 -0.0981379 43405.4 61318.1 159.427 1369.24 106252
0.167 -0.166917 -1.57287e-06 0.008 295.592 -0.068067 -0.0988499 43275.6 61318.1 159.427 1369.24 106122
0.168 -0.167916 -1.58422e-06 0.008 295.626 -0.0683535 -0.0995629 43146.5 61318.1 159.427 1369.24 105993
0.169 -0.168916 -1.59557e-06 0.008 295.66 -0.0686397 -0.100276 43019 61318.1 159.427 1369.24 105866
0.17 -0.169915 -1.60693e-06 0.008 295.695 -0.0689249 -0.10099 42892.4 61318.1 159.427 1369.24 105739
0.171 -0.170914 -1.6183e-06 0.008 295.73 -0.0692098 -0.101705 42767.1 61318.1 159.427 1369.24 105614
0.172 -0.171914 -1.62971e-06 0.008 295.765 -0.0694921 -0.102422 42640.8 61318.1 159.427 1369.24 105488
0.173 -0.172913 -1.64111e-06 0.008 295.801 -0.0697749 -0.103139 42516.9 61318.1 159.427 1369.24 105364
0.174 -0.173913 -1.65253e-06 0.008 295.837 -0.0700567 -0.103856 42393.6 61318.1 159.427 1369.24 105240
0.175 -0.174912 -1.66394e-06 0.008 295.872 -0.070339 -0.104573 42272.7 61318.1 159.427 1369.24 105119
0.176 -0.175911 -1.67539e-06 0.008 295.909 -0.0706187 -0.105293 42150.6 61318.1 159.427 1369.24 104997
0.177 -0.176911 -1.68685e-06 0.008 295.945 -0.070898 -0.106013 42029.9 61318.1 159.427 1369.24 104877
0.178 -0.17791 -1.69832e-06 0.008 295.982 -0.0711762 -0.106734 41909.7 61318.1 159.427 1369.24 104756
0.179 -0.17891 -1.7098e-06 0.008 296.019 -0.0714542 -0.107456 41790.9 61318.1 159.427 1369.24 104638
0.18 -0.179909 -1.7213e-06 0.008 296.056 -0.0717311 -0.108178 41672.6 61318.1 159.427 1369.24 104519
0.181 -0.180908 -1.73281e-06 0.008 296.094 -0.0720069 -0.108901 41555 61318.1 159.427 1369.24 104402
0.182 -0.181908 -1.74431e-06 0.008 296.131 -0.0722833 -0.109624 41439.4 61318.1 159.427 1369.24 104286
0.183 -0.182907 -1.75587e-06 0.008 296.169 -0.0725567 -0.110351 41322.4 61318.1 159.427 1369.24 104169
0.184 -0.183907 -1.76741e-06 0.008 296.208 -0.0728308 -0.111076 41207.7 61318.1 159.427 1369.24 104054
0.185 -0.184906 -1.77897e-06 0.008 296.246 -0.0731038 -0.111802 41093.3 61318.1 159.427 1369.24 103940
0.186 -0.185905 -1.79053e-06 0.008 296.285 -0.0733765 -0.112529 40980.3 61318.1 159.427 1369.24 103827
0.187 -0.186905 -1.80211e-06 0.008 296.324 -0.073648 -0.113257 40867.7 61318.1 159.427 1369.24 103714
0.188 -0.187904 -1.81371e-06 0.008 296.363 -0.0739183 -0.113986 40755.3 61318.1 159.427 1369.24 103602
0.189 -0.188904 -1.82532e-06 0.008 296.402 -0.0741884 -0.114715 40644 61318 159.427 1369.24 103491
0.19 -0.189903 -1.83693e-06 0.008 296.442 -0.0744582 -0.115445 40534 61318 159.427 1369.24 103381
0.191 -0.190903 -1.84857e-06 0.008 296.482 -0.0747258 -0.116177 40423.5 61318 159.427 1369.24 103270
0.192 -0.191902 -1.8602e-06 0.008 296.522 -0.0749941 -0.116907 40315.1 61318 159.427 1369.24 103162
0.193 -0.192901 -1.87186e-06 0.008 296.563 -0.0752612 -0.11764 40206.8 61318 159.427 1369.24 103053
0.194 -0.193901 -1.88353e-06 0.008 296.604 -0.075527 -0.118373 40098.7 61318 159.427 1369.24 102945
0.195 -0.1949 -1.89521e-06 0.008 296.645 -0.0757926 -0.119107 39991.8 61318 159.427 1369.24 102838
0.196 -0.1959 -1.90691e-06 0.008 296.686 -0.0760569 -0.119843 39885 61318 159.427 1369.24 102732
0.197 -0.196899 -1.91861e-06 0.008 296.727 -0.0763208 -0.120578 39779.3 61318 159.427 1369.24 102626
0.198 -0.197898 -1.93031e-06 0.008 296.769 -0.0765846 -0.121313 39674.9 61318 159.427 1369.24 102522
0.199 -0.198897 -1.94203e-06 0.008 296.811 -0.076847 -0.12205 39570.4 61318 159.427 1369.24 102417
0.2 -0.199897 -1.95377e-06 0.008 296.853 -0.0771092 -0.122788 39466.9 61318 159.427 1369.24 102314
0.201 -0.200896 -1.96552e-06 0.008 296.896 -0.07737 -0.123526 39363.7 61318 159.427 1369.24 102210
0.202 -0.201896 -1.97726e-06 0.008 296.938 -0.0776316 -0.124264 39262.2 61318 159.427 1369.24 102109
0.203 -0.202895 -1.98904e-06 0.008 296.982 -0.0778907 -0.125005 39160 61318 159.427 1369.24 102007
0.204 -0.203894 -2.00081e-06 0.008 297.025 -0.0781496 -0.125745 39058.9 61318 159.427 1369.24 101906
0.205 -0.204894 -2.0126e-06 0.008 297.068 -0.0784082 -0.126485 38958.6 61318 159.427 1369.24 101805
0.206 -0.205893 -2.0244e-06 0.008 297.112 -0.0786665 -0.127227 38859.2 61318 159.427 1369.24 101706
0.207 -0.206893 -2.03621e-06 0.008 297.156 -0.0789233 -0.127969 38759.9 61318 159.427 1369.24 101607
0.208 -0.207892 -2.04803e-06 0.008 297.2 -0.0791799 -0.128712 38661.4 61318 159.427 1369.24 101508
0.209 -0.208891 -2.05988e-06 0.008 297.245 -0.0794351 -0.129456 38563 61318 159.427 1369.24 101410
0.21 -0.209891 -2.07172e-06 0.008 297.29 -0.0796899 -0.130201 38465.6 61318 159.427 1369.24 101312
0.211 -0.21089 -2.08357e-06 0.008 297.335 -0.0799444 -0.130946 38369 61318 159.427 1369.24 101216
0.212 -0.211889 -2.09543e-06 0.008 297.38 -0.0801986 -0.131691 38273.2 61318 159.427 1369.24 101120
0.213 -0.212889 -2.10731e-06 0.008 297.425 -0.0804513 -0.132438 38177.3 61318 159.427 1369.24 101024
0.214 -0.213888 -2.1192e-06 0.008 297.471 -0.0807037 -0.133185 38082.2 61318 159.427 1369.24 100929
0.215 -0.214888 -2.13109e-06 0.008 297.517 -0.0809557 -0.133932 37988 61318 159.427 1369.24 100835
0.216 -0.215887 -2.14301e-06 0.008 297.564 -0.0812063 -0.134681 37893.6 61318 159.427 1369.24 100740
0.217 -0.216886 -2.1549e-06 0.008 297.61 -0.0814577 -0.135428 37801.2 61318 159.427 1369.24 100648
0.218 -0.217886 -2.16683e-06 0.008 297.657 -0.0817076 -0.136178 37708.4 61318 159.427 1369.24 100555
0.219 -0.218885 -2.17878e-06 0.008 297.704 -0.0819559 -0.136929 37615.5 61318 159.427 1369.24 100462
0.22 -0.219885 -2.19072e-06 0.008 297.751 -0.082205 -0.13768 37524.2 61318 159.427 1369.24 100371
0.221 -0.220884 -2.20268e-06 0.008 297.799 -0.0824526 -0.138431 37432.8 61318 159.427 1369.24 100280
0.222 -0.221883 -2.21463e-06 0.008 297.847 -0.082701 -0.139182 37343 61318 159.427 1369.24 100190
