t V I Nreal Treal Vschottky Vdiscplugserial Rschottky Rdisc Rplug Rseries Rtotal
0 0 0 0.008 293 0 0 nan 61318.1 159.427 1369.24 nan
0.001 -0.000997276 -6.12484e-09 0.008 293 -0.00061235 -0.000384926 99978.1 61318.1 159.427 1369.24 162825
0.002 -0.00199453 -1.23145e-08 0.008 293 -0.0012206 -0.000773929 99118.7 61318.1 159.427 1369.24 161965
0.003 -0.00299181 -1.85827e-08 0.008 293.001 -0.00182394 -0.00116786 98152.8 61318.1 159.427 1369.24 161000
0.004 -0.00398895 -2.49116e-08 0.008 293.001 -0.00242333 -0.00156561 97277.4 61318.1 159.427 1369.24 160124
0.005 -0.00498617 -3.13059e-08 0.008 293.002 -0.00301869 -0.00196747 96425.9 61318.1 159.427 1369.24 159273
0.006 -0.00598326 -3.77624e-08 0.008 293.002 -0.00361001 -0.00237325 95598 61318.1 159.427 1369.24 158445
0.007 -0.00698041 -4.42904e-08 0.008 293.003 -0.00419691 -0.00278351 94758.9 61318.1 159.427 1369.24 157606
0.008 -0.00797743 -5.08802e-08 0.008 293.004 -0.00477978 -0.00319765 93942 61318.1 159.427 1369.24 156789
0.009 -0.00897443 -5.75308e-08 0.008 293.005 -0.00535881 -0.00361563 93146.7 61318.1 159.427 1369.24 155993
0.01 -0.00997156 -6.42563e-08 0.008 293.006 -0.00593327 -0.0040383 92337.6 61318.1 159.427 1369.24 155184
0.011 -0.0109684 -7.10246e-08 0.008 293.008 -0.00650472 -0.00446366 91584 61318.1 159.427 1369.24 154431
0.012 -0.0119655 -7.78693e-08 0.008 293.009 -0.00707171 -0.00489383 90815.2 61318.1 159.427 1369.24 153662
0.013 -0.0129623 -8.47593e-08 0.008 293.011 -0.00763544 -0.00532684 90083.9 61318.1 159.427 1369.24 152931
0.014 -0.0139594 -9.1717e-08 0.008 293.013 -0.00819525 -0.00576411 89353.7 61318.1 159.427 1369.24 152200
0.015 -0.0149562 -9.87276e-08 0.008 293.015 -0.00875145 -0.00620471 88642.4 61318.1 159.427 1369.24 151489
0.016 -0.0159532 -1.05793e-07 0.008 293.017 -0.00930442 -0.00664875 87949.2 61318.1 159.427 1369.24 150796
0.017 -0.0169499 -1.12922e-07 0.008 293.019 -0.00985312 -0.00709675 87256.3 61318.1 159.427 1369.24 150103
0.018 -0.0179469 -1.20105e-07 0.008 293.021 -0.0103987 -0.00754819 86580.4 61318.1 159.427 1369.24 149427
0.019 -0.0189434 -1.27334e-07 0.008 293.024 -0.0109408 -0.00800255 85922.1 61318.1 159.427 1369.24 148769
0.02 -0.0199404 -1.34634e-07 0.008 293.027 -0.0114791 -0.00846128 85261.8 61318.1 159.427 1369.24 148108
0.021 -0.0209369 -1.41979e-07 0.008 293.029 -0.012014 -0.00892292 84618.2 61318.1 159.427 1369.24 147465
0.022 -0.0219339 -1.49376e-07 0.008 293.032 -0.0125461 -0.00938779 83990 61318.1 159.427 1369.24 146837
0.023 -0.0229304 -1.56816e-07 0.008 293.036 -0.013075 -0.00985535 83378.1 61318.1 159.427 1369.24 146225
0.024 -0.0239273 -1.64326e-07 0.008 293.039 -0.0136 -0.0103273 82762.4 61318.1 159.427 1369.24 145609
0.025 -0.0249238 -1.71867e-07 0.008 293.042 -0.0141226 -0.0108013 82171.5 61318.1 159.427 1369.24 145018
0.026 -0.0259206 -1.79477e-07 0.008 293.046 -0.0146411 -0.0112795 81576.3 61318.1 159.427 1369.24 144423
0.027 -0.0269168 -1.87114e-07 0.008 293.05 -0.0151573 -0.0117595 81005.4 61318.1 159.427 1369.24 143852
0.028 -0.0279138 -1.94813e-07 0.008 293.054 -0.0156704 -0.0122433 80438.4 61318.1 159.427 1369.24 143285
0.029 -0.0289099 -2.02559e-07 0.008 293.058 -0.0161797 -0.0127302 79876.6 61318.1 159.427 1369.24 142723
0.03 -0.0299068 -2.10353e-07 0.008 293.062 -0.0166868 -0.01322 79327.5 61318.1 159.427 1369.24 142174
0.031 -0.0309036 -2.18201e-07 0.008 293.067 -0.0171904 -0.0137132 78782.3 61318.1 159.427 1369.24 141629
0.032 -0.0318997 -2.26082e-07 0.008 293.071 -0.0176911 -0.0142085 78250.8 61318.1 159.427 1369.24 141097
0.033 -0.0328965 -2.34009e-07 0.008 293.076 -0.0181898 -0.0147067 77731.3 61318.1 159.427 1369.24 140578
0.034 -0.0338924 -2.41981e-07 0.008 293.081 -0.0186847 -0.0152077 77215.5 61318.1 159.427 1369.24 140062
0.035 -0.0348893 -2.50016e-07 0.008 293.086 -0.0191766 -0.0157127 76701.4 61318.1 159.427 1369.24 139548
0.036 -0.0358853 -2.58081e-07 0.008 293.092 -0.0196658 -0.0162195 76200.2 61318.1 159.427 1369.24 139047
0.037 -0.036882 -2.66187e-07 0.008 293.097 -0.020153 -0.016729 75710.1 61318.1 159.427 1369.24 138557
0.038 -0.037878 -2.74341e-07 0.008 293.103 -0.0206366 -0.0172414 75222.5 61318.1 159.427 1369.24 138069
0.039 -0.0388745 -2.82534e-07 0.008 293.109 -0.0211182 -0.0177563 74745.8 61318.1 159.427 1369.24 137593
0.04 -0.0398714 -2.90774e-07 0.008 293.115 -0.0215972 -0.0182742 74275 61318.1 159.427 1369.24 137122
0.041 -0.040867 -2.99046e-07 0.008 293.121 -0.022073 -0.018794 73811.4 61318.1 159.427 1369.24 136658
0.042 -0.0418637 -3.0737e-07 0.008 293.127 -0.0225465 -0.0193172 73352.7 61318.1 159.427 1369.24 136199
0.043 -0.0428595 -3.1573e-07 0.008 293.134 -0.0230169 -0.0198426 72900.4 61318.1 159.427 1369.24 135747
0.044 -0.0438561 -3.24129e-07 0.008 293.141 -0.0234856 -0.0203704 72457.8 61318.1 159.427 1369.24 135305
0.045 -0.0448528 -3.32571e-07 0.008 293.148 -0.0239518 -0.020901 72020.2 61318.1 159.427 1369.24 134867
0.046 -0.0458485 -3.41045e-07 0.008 293.155 -0.0244149 -0.0214335 71588.7 61318.1 159.427 1369.24 134435
0.047 -0.0468451 -3.4957e-07 0.008 293.162 -0.0248758 -0.0219693 71161.1 61318.1 159.427 1369.24 134008
0.048 -0.0478408 -3.58114e-07 0.008 293.17 -0.0253345 -0.0225063 70744.1 61318.1 159.427 1369.24 133591
0.049 -0.0488371 -3.66706e-07 0.008 293.177 -0.0257908 -0.0230463 70331 61318.1 159.427 1369.24 133178
0.05 -0.0498341 -3.75346e-07 0.008 293.185 -0.0262448 -0.0235893 69921.7 61318.1 159.427 1369.24 132768
0.051 -0.050829 -3.84006e-07 0.008 293.193 -0.0266954 -0.0241335 69518.2 61318.1 159.427 1369.24 132365
0.052 -0.0518262 -3.92716e-07 0.008 293.201 -0.0271453 -0.0246809 69121.9 61318.1 159.427 1369.24 131969
0.053 -0.0528215 -4.01447e-07 0.008 293.21 -0.0275919 -0.0252296 68731 61318.1 159.427 1369.24 131578
0.054 -0.053818 -4.10232e-07 0.008 293.218 -0.0280363 -0.0257817 68342.6 61318.1 159.427 1369.24 131189
0.055 -0.0548146 -4.19041e-07 0.008 293.227 -0.0284792 -0.0263353 67963 61318.1 159.427 1369.24 130810
0.056 -0.0558096 -4.27874e-07 0.008 293.236 -0.0289191 -0.0268905 67587.9 61318.1 159.427 1369.24 130435
0.057 -0.0568064 -4.36766e-07 0.008 293.245 -0.0293571 -0.0274493 67214.6 61318.1 159.427 1369.24 130061
0.058 -0.0578028 -4.45695e-07 0.008 293.255 -0.0297923 -0.0280105 66844.6 61318.1 159.427 1369.24 129691
0.059 -0.0587981 -4.54635e-07 0.008 293.264 -0.0302258 -0.0285723 66483.5 61318.1 159.427 1369.24 129330
0.06 -0.0597949 -4.63612e-07 0.008 293.274 -0.0306584 -0.0291365 66129.4 61318.1 159.427 1369.24 128976
0.061 -0.060791 -4.72641e-07 0.008 293.284 -0.031087 -0.0297039 65773.1 61318.1 159.427 1369.24 128620
0.062 -0.061786 -4.81679e-07 0.008 293.294 -0.0315141 -0.0302719 65425.5 61318.1 159.427 1369.24 128272
0.063 -0.0627824 -4.90762e-07 0.008 293.305 -0.0319396 -0.0308428 65081.7 61318.1 159.427 1369.24 127928
0.064 -0.0637783 -4.99879e-07 0.008 293.315 -0.0323625 -0.0314158 64740.6 61318.1 159.427 1369.24 127587
0.065 -0.0647738 -5.09023e-07 0.008 293.326 -0.0327834 -0.0319904 64404.5 61318.1 159.427 1369.24 127251
0.066 -0.0657703 -5.18196e-07 0.008 293.337 -0.0332034 -0.032567 64074.9 61318.1 159.427 1369.24 126922
0.067 -0.0667652 -5.27392e-07 0.008 293.348 -0.0336204 -0.0331448 63748.5 61318.1 159.427 1369.24 126595
0.068 -0.0677615 -5.36643e-07 0.008 293.36 -0.0340353 -0.0337262 63422.7 61318.1 159.427 1369.24 126269
0.069 -0.068758 -5.45913e-07 0.008 293.371 -0.0344491 -0.0343088 63103.7 61318.1 159.427 1369.24 125950
0.07 -0.0697531 -5.55209e-07 0.008 293.383 -0.0348601 -0.0348931 62787.3 61318.1 159.427 1369.24 125634
0.071 -0.0707494 -5.64534e-07 0.008 293.395 -0.0352703 -0.0354791 62476.8 61318.1 159.427 1369.24 125324
0.072 -0.0717456 -5.73899e-07 0.008 293.407 -0.035678 -0.0360677 62167.7 61318.1 159.427 1369.24 125014
0.073 -0.0727407 -5.83279e-07 0.008 293.42 -0.0360835 -0.0366571 61863.3 61318.1 159.427 1369.24 124710
0.074 -0.0737365 -5.92695e-07 0.008 293.432 -0.0364875 -0.0372489 61562.1 61318.1 159.427 1369.24 124409
0.075 -0.0747331 -6.02148e-07 0.008 293.445 -0.03689 -0.037843 61264.1 61318.1 159.427 1369.24 124111
0.076 -0.0757278 -6.11607e-07 0.008 293.458 -0.0372903 -0.0384375 60971 61318.1 159.427 1369.24 123818
0.077 -0.0767242 -6.21127e-07 0.008 293.471 -0.0376884 -0.0390358 60677.5 61318.1 159.427 1369.24 123524
0.078 -0.0777204 -6.30659e-07 0.008 293.485 -0.0380856 -0.0396348 60390.2 61318.1 159.427 1369.24 123237
0.079 -0.0787169 -6.4022e-07 0.008 293.498 -0.0384811 -0.0402357 60106.1 61318.1 159.427 1369.24 122953
0.08 -0.0797111 -6.49797e-07 0.008 293.512 -0.0388735 -0.0408376 59824.1 61318.1 159.427 1369.24 122671
0.081 -0.0807076 -6.59413e-07 0.008 293.526 -0.0392657 -0.041442 59546.4 61318.1 159.427 1369.24 122393
0.082 -0.0817038 -6.69052e-07 0.008 293.541 -0.039656 -0.0420478 59272 61318.1 159.427 1369.24 122119
0.083 -0.0826983 -6.78714e-07 0.008 293.555 -0.0400434 -0.0426549 58998.9 61318.1 159.427 1369.24 121846
0.084 -0.0836944 -6.88406e-07 0.008 293.57 -0.0404304 -0.0432641 58730.4 61318.1 159.427 1369.24 121577
0.085 -0.0846902 -6.98121e-07 0.008 293.585 -0.0408156 -0.0438746 58465 61318.1 159.427 1369.24 121312
0.086 -0.085685 -7.07866e-07 0.008 293.6 -0.0411979 -0.0444871 58200.2 61318.1 159.427 1369.24 121047
0.087 -0.0866815 -7.17643e-07 0.008 293.615 -0.04158 -0.0451015 57939.7 61318.1 159.427 1369.24 120786
0.088 -0.0876777 -7.27442e-07 0.008 293.631 -0.0419603 -0.0457173 57682 61318.1 159.427 1369.24 120529
0.089 -0.0886728 -7.37254e-07 0.008 293.646 -0.0423387 -0.046334 57427.6 61318.1 159.427 1369.24 120274
0.09 -0.089668 -7.47094e-07 0.008 293.662 -0.0427155 -0.0469524 57175.5 61318.1 159.427 1369.24 120022
0.091 -0.0906642 -7.56974e-07 0.008 293.678 -0.0430909 -0.0475734 56925.1 61318.1 159.427 1369.24 119772
0.092 -0.0916604 -7.66879e-07 0.008 293.695 -0.0434645 -0.0481958 56677.1 61318.1 159.427 1369.24 119524
0.093 -0.0926545 -7.76786e-07 0.008 293.711 -0.0438361 -0.0488184 56432.6 61318.1 159.427 1369.24 119279
0.094 -0.0936509 -7.86728e-07 0.008 293.728 -0.0442076 -0.0494433 56191.7 61318.1 159.427 1369.24 119038
0.095 -0.0946476 -7.96701e-07 0.008 293.745 -0.0445776 -0.0500701 55952.7 61318.1 159.427 1369.24 118799
0.096 -0.0956417 -8.06686e-07 0.008 293.763 -0.0449441 -0.0506976 55714.5 61318.1 159.427 1369.24 118561
0.097 -0.0966374 -8.16699e-07 0.008 293.78 -0.0453106 -0.0513268 55480.2 61318.1 159.427 1369.24 118327
0.098 -0.0976336 -8.26744e-07 0.008 293.798 -0.0456754 -0.0519581 55247.4 61318.1 159.427 1369.24 118094
0.099 -0.0986298 -8.36816e-07 0.008 293.816 -0.0460386 -0.0525911 55016.4 61318.1 159.427 1369.24 117863
0.1 -0.0996239 -8.46888e-07 0.008 293.834 -0.0463998 -0.0532241 54788.5 61318.1 159.427 1369.24 117635
0.101 -0.10062 -8.56989e-07 0.008 293.852 -0.0467609 -0.0538589 54564.2 61318.1 159.427 1369.24 117411
0.102 -0.101616 -8.67114e-07 0.008 293.871 -0.0471203 -0.0544953 54341.6 61318.1 159.427 1369.24 117188
0.103 -0.102612 -8.77276e-07 0.008 293.89 -0.0474783 -0.0551339 54120.1 61318.1 159.427 1369.24 116967
0.104 -0.103605 -8.87421e-07 0.008 293.909 -0.0478339 -0.0557715 53902.1 61318.1 159.427 1369.24 116749
0.105 -0.104602 -8.97635e-07 0.008 293.928 -0.0481884 -0.0564134 53683.8 61318.1 159.427 1369.24 116531
0.106 -0.105598 -9.07855e-07 0.008 293.947 -0.0485427 -0.0570557 53469.7 61318.1 159.427 1369.24 116316
0.107 -0.106592 -9.18083e-07 0.008 293.967 -0.0488933 -0.0576985 53255.8 61318.1 159.427 1369.24 116103
0.108 -0.107588 -9.28353e-07 0.008 293.987 -0.0492441 -0.058344 53044.6 61318.1 159.427 1369.24 115891
0.109 -0.108584 -9.38621e-07 0.008 294.007 -0.0495947 -0.0589892 52837.9 61318.1 159.427 1369.24 115685
0.11 -0.10958 -9.48944e-07 0.008 294.028 -0.0499421 -0.059638 52629.2 61318.1 159.427 1369.24 115476
0.111 -0.110574 -9.59236e-07 0.008 294.048 -0.0502889 -0.0602848 52426 61318.1 159.427 1369.24 115273
0.112 -0.111569 -9.6958e-07 0.008 294.069 -0.0506344 -0.0609349 52223 61318.1 159.427 1369.24 115070
0.113 -0.112566 -9.79963e-07 0.008 294.09 -0.0509781 -0.0615875 52020.5 61318.1 159.427 1369.24 114867
0.114 -0.113561 -9.90341e-07 0.008 294.111 -0.0513217 -0.0622397 51822.3 61318.1 159.427 1369.24 114669
0.115 -0.114555 -1.00073e-06 0.008 294.133 -0.0516624 -0.0628926 51624.8 61318.1 159.427 1369.24 114471
0.116 -0.115551 -1.01115e-06 0.008 294.154 -0.0520034 -0.0635476 51429.9 61318.1 159.427 1369.24 114277
0.117 -0.116547 -1.02162e-06 0.008 294.176 -0.0523418 -0.0642055 51234.1 61318.1 159.427 1369.24 114081
0.118 -0.117543 -1.03208e-06 0.008 294.199 -0.0526801 -0.064863 51042.5 61318.1 159.427 1369.24 113889
0.119 -0.118537 -1.04254e-06 0.008 294.221 -0.0530163 -0.0655205 50852.8 61318.1 159.427 1369.24 113700
0.12 -0.119532 -1.05305e-06 0.008 294.244 -0.0533519 -0.0661806 50664.3 61318.1 159.427 1369.24 113511
0.121 -0.120528 -1.06358e-06 0.008 294.266 -0.0536857 -0.0668427 50476.2 61318.1 159.427 1369.24 113323
0.122 -0.121524 -1.07412e-06 0.008 294.29 -0.0540194 -0.0675048 50291.9 61318.1 159.427 1369.24 113139
0.123 -0.122518 -1.08465e-06 0.008 294.313 -0.0543512 -0.0681668 50109.4 61318.1 159.427 1369.24 112956
0.124 -0.123514 -1.09524e-06 0.008 294.336 -0.0546813 -0.0688323 49926.3 61318.1 159.427 1369.24 112773
0.125 -0.12451 -1.10584e-06 0.008 294.36 -0.0550116 -0.0694981 49746.6 61318.1 159.427 1369.24 112593
0.126 -0.125505 -1.11647e-06 0.008 294.384 -0.0553389 -0.0701665 49566 61318.1 159.427 1369.24 112413
0.127 -0.1265 -1.12709e-06 0.008 294.408 -0.0556663 -0.0708339 49389.4 61318.1 159.427 1369.24 112236
0.128 -0.127495 -1.13774e-06 0.008 294.433 -0.0559918 -0.0715033 49213.1 61318.1 159.427 1369.24 112060
0.129 -0.12849 -1.1484e-06 0.008 294.458 -0.0563174 -0.0721729 49040.1 61318.1 159.427 1369.24 111887
0.13 -0.129487 -1.15909e-06 0.008 294.482 -0.0566413 -0.0728453 48866.8 61318.1 159.427 1369.24 111714
0.131 -0.130482 -1.16982e-06 0.008 294.508 -0.0569631 -0.0735191 48694.1 61318.1 159.427 1369.24 111541
0.132 -0.131475 -1.18052e-06 0.008 294.533 -0.0572838 -0.0741916 48524.4 61318.1 159.427 1369.24 111371
0.133 -0.132472 -1.19126e-06 0.008 294.559 -0.057605 -0.0748666 48356.5 61318.1 159.427 1369.24 111203
0.134 -0.133467 -1.20202e-06 0.008 294.585 -0.0579242 -0.075543 48189 61318.1 159.427 1369.24 111036
0.135 -0.134463 -1.2128e-06 0.008 294.611 -0.0582425 -0.0762204 48023.2 61318.1 159.427 1369.24 110870
0.136 -0.135456 -1.22357e-06 0.008 294.637 -0.0585586 -0.0768975 47858.7 61318.1 159.427 1369.24 110705
0.137 -0.136452 -1.23438e-06 0.008 294.663 -0.0588751 -0.0775766 47696.1 61318.1 159.427 1369.24 110543
0.138 -0.137448 -1.24521e-06 0.008 294.69 -0.0591907 -0.0782573 47534.8 61318.1 159.427 1369.24 110381
0.139 -0.138444 -1.25606e-06 0.008 294.717 -0.0595043 -0.0789395 47373.6 61318.1 159.427 1369.24 110220
0.14 -0.139439 -1.26693e-06 0.008 294.745 -0.059817 -0.0796223 47214.2 61318.1 159.427 1369.24 110061
0.141 -0.140433 -1.27777e-06 0.008 294.772 -0.0601286 -0.0803039 47057.3 61318.1 159.427 1369.24 109904
0.142 -0.141428 -1.28867e-06 0.008 294.8 -0.0604395 -0.0809884 46900.8 61318.1 159.427 1369.24 109748
0.143 -0.142424 -1.2996e-06 0.008 294.828 -0.0607483 -0.0816755 46743.9 61318.1 159.427 1369.24 109591
0.144 -0.14342 -1.31053e-06 0.008 294.856 -0.0610574 -0.0823624 46589.9 61318.1 159.427 1369.24 109437
0.145 -0.144412 -1.32144e-06 0.008 294.884 -0.0613641 -0.0830484 46437.2 61318.1 159.427 1369.24 109284
0.146 -0.145409 -1.3324e-06 0.008 294.913 -0.0616714 -0.0837372 46285.8 61318.1 159.427 1369.24 109133
0.147 -0.146404 -1.34337e-06 0.008 294.942 -0.0619777 -0.0844265 46136 61318.1 159.427 1369.24 108983
0.148 -0.1474 -1.35438e-06 0.008 294.971 -0.0622819 -0.0851183 45985.6 61318.1 159.427 1369.24 108832
0.149 -0.148395 -1.36537e-06 0.008 295.001 -0.0625864 -0.085809 45838.4 61318.1 159.427 1369.24 108685
0.15 -0.149388 -1.37638e-06 0.008 295.03 -0.0628873 -0.086501 45690.4 61318.1 159.427 1369.24 108537
0.151 -0.150384 -1.38741e-06 0.008 295.06 -0.06319 -0.0871943 45545.3 61318.1 159.427 1369.24 108392
0.152 -0.151379 -1.39847e-06 0.008 295.09 -0.0634904 -0.087889 45400 61318.1 159.427 1369.24 108247
0.153 -0.152376 -1.40953e-06 0.008 295.121 -0.0637912 -0.0885845 45257 61318.1 159.427 1369.24 108104
0.154 -0.153371 -1.42063e-06 0.008 295.151 -0.0640898 -0.0892817 45113.8 61318.1 159.427 1369.24 107960
0.155 -0.154364 -1.43168e-06 0.008 295.182 -0.0643872 -0.0899765 44973.2 61318.1 159.427 1369.24 107820
0.156 -0.155359 -1.4428e-06 0.008 295.213 -0.0646839 -0.0906756 44832 61318.1 159.427 1369.24 107679
0.157 -0.156355 -1.45392e-06 0.008 295.244 -0.0649809 -0.0913744 44693.5 61318.1 159.427 1369.24 107540
0.158 -0.157351 -1.46508e-06 0.008 295.276 -0.0652756 -0.0920752 44554.4 61318.1 159.427 1369.24 107401
0.159 -0.158347 -1.47623e-06 0.008 295.308 -0.0655707 -0.0927762 44417.7 61318.1 159.427 1369.24 107264
0.16 -0.159339 -1.48738e-06 0.008 295.34 -0.065862 -0.0934769 44280.6 61318.1 159.427 1369.24 107127
0.161 -0.160335 -1.49856e-06 0.008 295.372 -0.0661552 -0.0941795 44145.8 61318.1 159.427 1369.24 106993
0.162 -0.16133 -1.50976e-06 0.008 295.404 -0.0664466 -0.0948837 44011.3 61318.1 159.427 1369.24 106858
0.163 -0.162326 -1.52099e-06 0.008 295.437 -0.0667371 -0.0955893 43877.4 61318.1 159.427 1369.24 106724
0.164 -0.163322 -1.53221e-06 0.008 295.47 -0.0670273 -0.0962943 43745.6 61318.1 159.427 1369.24 106592
0.165 -0.164314 -1.54342e-06 0.008 295.503 -0.067315 -0.0969989 43614.2 61318.1 159.427 1369.24 106461
0.166 -0.165309 -1.55467e-06 0.008 295.537 -0.0676033 -0.0977062 43483.9 61318.1 159.427 1369.24 106331
0.167 -0.166305 -1.56595e-06 0.008 295.571 -0.0678905 -0.0984148 43354.2 61318.1 159.427 1369.24 106201
0.168 -0.167301 -1.57724e-06 0.008 295.605 -0.0681766 -0.0991244 43225.3 61318.1 159.427 1369.24 106072
0.169 -0.168297 -1.58853e-06 0.008 295.639 -0.0684625 -0.099834 43098 61318.1 159.427 1369.24 105945
0.17 -0.169289 -1.59981e-06 0.008 295.673 -0.0687458 -0.100543 42971.3 61318.1 159.427 1369.24 105818
0.171 -0.170284 -1.61112e-06 0.008 295.708 -0.0690305 -0.101254 42846.2 61318.1 159.427 1369.24 105693
0.172 -0.17128 -1.62248e-06 0.008 295.743 -0.0693125 -0.101968 42720.1 61318.1 159.427 1369.24 105567
0.173 -0.172276 -1.63383e-06 0.008 295.778 -0.069595 -0.102681 42596.3 61318.1 159.427 1369.24 105443
0.174 -0.173271 -1.64519e-06 0.008 295.814 -0.0698765 -0.103395 42473.3 61318.1 159.427 1369.24 105320
0.175 -0.174265 -1.65655e-06 0.008 295.849 -0.0701569 -0.104109 42351.3 61318.1 159.427 1369.24 105198
0.176 -0.175259 -1.66792e-06 0.008 295.885 -0.0704363 -0.104823 42230.1 61318.1 159.427 1369.24 105077
0.177 -0.176254 -1.67932e-06 0.008 295.921 -0.0707145 -0.10554 42109 61318.1 159.427 1369.24 104956
0.178 -0.17725 -1.69074e-06 0.008 295.958 -0.0709925 -0.106258 41988.9 61318.1 159.427 1369.24 104836
0.179 -0.178246 -1.70218e-06 0.008 295.994 -0.0712693 -0.106976 41869.5 61318.1 159.427 1369.24 104716
0.18 -0.179241 -1.71362e-06 0.008 296.031 -0.0715459 -0.107695 41751.3 61318.1 159.427 1369.24 104598
0.181 -0.180233 -1.72501e-06 0.008 296.068 -0.0718215 -0.108412 41635.3 61318.1 159.427 1369.24 104482
0.182 -0.181229 -1.73649e-06 0.008 296.106 -0.0720959 -0.109133 41518.1 61318.1 159.427 1369.24 104365
0.183 -0.182224 -1.74797e-06 0.008 296.143 -0.0723699 -0.109854 41402.2 61318.1 159.427 1369.24 104249
0.184 -0.18322 -1.75948e-06 0.008 296.181 -0.0726428 -0.110577 41286.6 61318.1 159.427 1369.24 104133
0.185 -0.184215 -1.77097e-06 0.008 296.219 -0.0729155 -0.1113 41172.7 61318.1 159.427 1369.24 104019
0.186 -0.18521 -1.78248e-06 0.008 296.258 -0.073187 -0.112023 41059.2 61318.1 159.427 1369.24 103906
0.187 -0.186203 -1.79397e-06 0.008 296.296 -0.0734574 -0.112745 40946.8 61318.1 159.427 1369.24 103793
0.188 -0.187198 -1.80552e-06 0.008 296.335 -0.0737275 -0.113471 40834.6 61318.1 159.427 1369.24 103681
0.189 -0.188194 -1.81707e-06 0.008 296.374 -0.0739973 -0.114197 40723.3 61318.1 159.427 1369.24 103570
0.19 -0.18919 -1.82864e-06 0.008 296.414 -0.0742659 -0.114924 40612.7 61318 159.427 1369.24 103459
0.191 -0.190186 -1.84022e-06 0.008 296.453 -0.0745341 -0.115652 40502.9 61318 159.427 1369.24 103350
0.192 -0.191177 -1.85176e-06 0.008 296.493 -0.0748004 -0.116377 40394.3 61318 159.427 1369.24 103241
0.193 -0.192173 -1.86336e-06 0.008 296.533 -0.0750663 -0.117106 40285.4 61318 159.427 1369.24 103132
0.194 -0.193168 -1.87498e-06 0.008 296.574 -0.0753319 -0.117836 40177.5 61318 159.427 1369.24 103024
0.195 -0.194164 -1.8866e-06 0.008 296.614 -0.0755972 -0.118566 40070.7 61318 159.427 1369.24 102917
0.196 -0.19516 -1.89823e-06 0.008 296.655 -0.0758622 -0.119297 39964.7 61318 159.427 1369.24 102811
0.197 -0.196154 -1.90988e-06 0.008 296.696 -0.0761249 -0.120029 39858.6 61318 159.427 1369.24 102705
0.198 -0.197147 -1.92151e-06 0.008 296.738 -0.0763865 -0.120761 39753.3 61318 159.427 1369.24 102600
0.199 -0.198142 -1.93317e-06 0.008 296.779 -0.0766487 -0.121493 39649.3 61318 159.427 1369.24 102496
0.2 -0.199137 -1.94485e-06 0.008 296.821 -0.0769096 -0.122228 39545.2 61318 159.427 1369.24 102392
0.201 -0.200132 -1.95652e-06 0.008 296.863 -0.0771712 -0.122961 39443.1 61318 159.427 1369.24 102290
0.202 -0.201128 -1.96823e-06 0.008 296.906 -0.0774314 -0.123697 39340.6 61318 159.427 1369.24 102187
0.203 -0.202124 -1.97995e-06 0.008 296.948 -0.0776903 -0.124433 39238.5 61318 159.427 1369.24 102085
0.204 -0.203115 -1.99163e-06 0.008 296.991 -0.0779481 -0.125167 39137.9 61318 159.427 1369.24 101985
0.205 -0.20411 -2.00336e-06 0.008 297.034 -0.0782054 -0.125905 39037 61318 159.427 1369.24 101884
0.206 -0.205107 -2.01512e-06 0.008 297.078 -0.0784634 -0.126644 38937.4 61318 159.427 1369.24 101784
0.207 -0.206102 -2.02687e-06 0.008 297.121 -0.07872 -0.127382 38838.3 61318 159.427 1369.24 101685
0.208 -0.207097 -2.03864e-06 0.008 297.165 -0.0789752 -0.128122 38739.2 61318 159.427 1369.24 101586
0.209 -0.208093 -2.05041e-06 0.008 297.209 -0.0792312 -0.128862 38641.6 61318 159.427 1369.24 101488
0.21 -0.209087 -2.06217e-06 0.008 297.253 -0.0794859 -0.129601 38544.7 61318 159.427 1369.24 101391
0.211 -0.210079 -2.07396e-06 0.008 297.298 -0.0797381 -0.130341 38447.4 61318 159.427 1369.24 101294
0.212 -0.211075 -2.08575e-06 0.008 297.343 -0.0799921 -0.131082 38351.8 61318 159.427 1369.24 101198
0.213 -0.21207 -2.09758e-06 0.008 297.388 -0.0802445 -0.131826 38255.8 61318 159.427 1369.24 101103
0.214 -0.213066 -2.10941e-06 0.008 297.434 -0.0804966 -0.132569 38160.7 61318 159.427 1369.24 101007
0.215 -0.214061 -2.12125e-06 0.008 297.479 -0.0807473 -0.133313 38065.9 61318 159.427 1369.24 100913
0.216 -0.215056 -2.13308e-06 0.008 297.525 -0.0809988 -0.134057 37972.7 61318 159.427 1369.24 100819
0.217 -0.216048 -2.1449e-06 0.008 297.571 -0.0812479 -0.1348 37879.5 61318 159.427 1369.24 100726
0.218 -0.217043 -2.15678e-06 0.008 297.617 -0.0814964 -0.135546 37786.2 61318 159.427 1369.24 100633
0.219 -0.218039 -2.16866e-06 0.008 297.664 -0.0817455 -0.136293 37694 61318 159.427 1369.24 100541
0.22 -0.219034 -2.18056e-06 0.008 297.711 -0.0819932 -0.137041 37601.8 61318 159.427 1369.24 100449
0.221 -0.220029 -2.19245e-06 0.008 297.758 -0.0822406 -0.137788 37510.7 61318 159.427 1369.24 100357
0.222 -0.221024 -2.20436e-06 0.008 297.806 -0.0824875 -0.138537 37420.1 61318 159.427 1369.24 100267
