V 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
-0.823 80427 2091.1 1843.64 1761.46 1720.3 1695.52 1678.94 1667.04 1658.08 1651.07 1645.44 1640.82 1636.94 1633.65 1630.81 1628.34 1626.17 1624.25 1622.53 1620.98 1619.59
-0.822 80440.4 2091.05 1843.57 1761.38 1720.22 1695.44 1678.85 1666.95 1657.99 1650.98 1645.35 1640.72 1636.84 1633.55 1630.71 1628.24 1626.07 1624.15 1622.43 1620.89 1619.49
-0.821 80453.6 2091 1843.51 1761.3 1720.13 1695.35 1678.76 1666.86 1657.89 1650.89 1645.25 1640.62 1636.75 1633.45 1630.61 1628.14 1625.97 1624.05 1622.33 1620.79 1619.39
-0.82 80467 2090.96 1843.44 1761.22 1720.05 1695.26 1678.67 1666.77 1657.8 1650.79 1645.16 1640.53 1636.65 1633.35 1630.52 1628.04 1625.87 1623.95 1622.23 1620.69 1619.29
-0.819 80480.2 2090.91 1843.37 1761.14 1719.96 1695.17 1678.58 1666.67 1657.7 1650.7 1645.06 1640.43 1636.55 1633.26 1630.42 1627.95 1625.78 1623.85 1622.13 1620.59 1619.19
-0.818 80493.5 2090.87 1843.3 1761.06 1719.88 1695.09 1678.49 1666.58 1657.61 1650.6 1644.97 1640.33 1636.45 1633.16 1630.32 1627.85 1625.68 1623.75 1622.03 1620.49 1619.09
-0.817 80506.9 2090.82 1843.23 1760.98 1719.8 1695 1678.4 1666.49 1657.52 1650.51 1644.87 1640.24 1636.36 1633.06 1630.22 1627.75 1625.58 1623.65 1621.93 1620.39 1618.99
-0.816 80520.3 2090.78 1843.16 1760.91 1719.71 1694.91 1678.31 1666.4 1657.43 1650.41 1644.78 1640.14 1636.26 1632.96 1630.13 1627.65 1625.48 1623.55 1621.83 1620.29 1618.89
-0.815 80533.8 2090.73 1843.09 1760.83 1719.63 1694.82 1678.22 1666.31 1657.33 1650.32 1644.68 1640.05 1636.17 1632.87 1630.03 1627.56 1625.38 1623.46 1621.74 1620.19 1618.79
-0.814 80547.2 2090.69 1843.02 1760.75 1719.54 1694.74 1678.13 1666.22 1657.24 1650.22 1644.59 1639.95 1636.07 1632.77 1629.93 1627.46 1625.28 1623.36 1621.64 1620.09 1618.69
-0.813 80560.7 2090.64 1842.95 1760.67 1719.46 1694.65 1678.04 1666.13 1657.15 1650.13 1644.49 1639.86 1635.98 1632.67 1629.83 1627.36 1625.19 1623.26 1621.54 1619.99 1618.59
-0.812 80574.1 2090.6 1842.89 1760.59 1719.38 1694.56 1677.95 1666.04 1657.05 1650.04 1644.4 1639.76 1635.88 1632.58 1629.74 1627.26 1625.09 1623.16 1621.44 1619.89 1618.49
-0.811 80587.7 2090.55 1842.82 1760.51 1719.29 1694.48 1677.86 1665.94 1656.96 1649.95 1644.3 1639.66 1635.78 1632.48 1629.64 1627.16 1624.99 1623.06 1621.34 1619.79 1618.4
-0.81 80601.2 2090.51 1842.75 1760.43 1719.21 1694.39 1677.78 1665.85 1656.87 1649.85 1644.21 1639.57 1635.69 1632.39 1629.54 1627.07 1624.89 1622.96 1621.24 1619.7 1618.3
-0.809 80614.8 2090.46 1842.68 1760.36 1719.13 1694.3 1677.68 1665.76 1656.78 1649.76 1644.12 1639.48 1635.59 1632.29 1629.45 1626.97 1624.79 1622.87 1621.15 1619.6 1618.2
-0.808 80628.5 2090.42 1842.61 1760.28 1719.04 1694.21 1677.59 1665.67 1656.69 1649.67 1644.02 1639.38 1635.5 1632.19 1629.35 1626.87 1624.7 1622.77 1621.05 1619.5 1618.1
-0.807 80642.1 2090.37 1842.54 1760.2 1718.96 1694.13 1677.51 1665.58 1656.59 1649.57 1643.92 1639.29 1635.4 1632.1 1629.25 1626.78 1624.6 1622.67 1620.95 1619.4 1618
-0.806 80655.8 2090.33 1842.48 1760.13 1718.88 1694.04 1677.42 1665.49 1656.5 1649.48 1643.83 1639.19 1635.31 1632 1629.16 1626.68 1624.5 1622.57 1620.85 1619.3 1617.9
-0.805 80669.4 2090.29 1842.41 1760.05 1718.8 1693.96 1677.33 1665.4 1656.41 1649.39 1643.74 1639.1 1635.21 1631.91 1629.06 1626.58 1624.41 1622.48 1620.75 1619.2 1617.8
-0.804 80683.2 2090.24 1842.34 1759.97 1718.71 1693.87 1677.24 1665.31 1656.32 1649.29 1643.65 1639 1635.12 1631.81 1628.96 1626.49 1624.31 1622.38 1620.66 1619.11 1617.71
-0.803 80696.9 2090.2 1842.27 1759.9 1718.63 1693.78 1677.15 1665.22 1656.23 1649.2 1643.55 1638.91 1635.02 1631.71 1628.87 1626.39 1624.21 1622.28 1620.56 1619.01 1617.61
-0.802 80710.5 2090.15 1842.21 1759.82 1718.55 1693.7 1677.07 1665.13 1656.14 1649.11 1643.46 1638.81 1634.93 1631.62 1628.77 1626.29 1624.12 1622.18 1620.46 1618.91 1617.51
-0.801 80724.5 2090.11 1842.14 1759.74 1718.46 1693.62 1676.98 1665.04 1656.04 1649.02 1643.36 1638.72 1634.83 1631.53 1628.68 1626.2 1624.02 1622.09 1620.36 1618.81 1617.41
-0.8 80738.3 2090.07 1842.07 1759.66 1718.38 1693.53 1676.89 1664.95 1655.95 1648.93 1643.27 1638.63 1634.74 1631.43 1628.58 1626.1 1623.92 1621.99 1620.27 1618.72 1617.32
-0.799 80752.1 2090.03 1842.01 1759.59 1718.3 1693.44 1676.8 1664.86 1655.86 1648.83 1643.18 1638.53 1634.64 1631.33 1628.49 1626.01 1623.83 1621.9 1620.17 1618.62 1617.22
-0.798 80766.1 2089.98 1841.94 1759.51 1718.22 1693.36 1676.72 1664.77 1655.77 1648.74 1643.09 1638.44 1634.55 1631.24 1628.39 1625.91 1623.73 1621.8 1620.07 1618.52 1617.12
-0.797 80779.9 2089.93 1841.87 1759.43 1718.14 1693.27 1676.63 1664.68 1655.68 1648.65 1642.99 1638.35 1634.45 1631.15 1628.29 1625.82 1623.64 1621.7 1619.98 1618.42 1617.02
-0.796 80793.9 2089.89 1841.81 1759.36 1718.06 1693.19 1676.54 1664.59 1655.59 1648.56 1642.9 1638.25 1634.36 1631.05 1628.2 1625.72 1623.54 1621.61 1619.88 1618.33 1616.93
-0.795 80807.7 2089.85 1841.74 1759.28 1717.98 1693.1 1676.45 1664.51 1655.5 1648.46 1642.81 1638.16 1634.27 1630.96 1628.11 1625.63 1623.44 1621.51 1619.78 1618.23 1616.83
-0.794 80821.7 2089.81 1841.68 1759.21 1717.89 1693.02 1676.37 1664.42 1655.41 1648.37 1642.72 1638.07 1634.17 1630.86 1628.01 1625.53 1623.35 1621.41 1619.69 1618.14 1616.73
-0.793 80835.7 2089.76 1841.61 1759.13 1717.81 1692.94 1676.28 1664.33 1655.32 1648.28 1642.62 1637.97 1634.08 1630.77 1627.92 1625.44 1623.25 1621.32 1619.59 1618.04 1616.63
-0.792 80849.8 2089.72 1841.54 1759.06 1717.73 1692.85 1676.19 1664.24 1655.23 1648.19 1642.53 1637.88 1633.98 1630.68 1627.82 1625.34 1623.16 1621.22 1619.5 1617.94 1616.54
-0.791 80863.8 2089.68 1841.47 1758.98 1717.65 1692.77 1676.11 1664.15 1655.14 1648.1 1642.44 1637.79 1633.89 1630.58 1627.73 1625.24 1623.06 1621.13 1619.4 1617.85 1616.44
-0.79 80877.9 2089.64 1841.41 1758.91 1717.57 1692.68 1676.02 1664.06 1655.05 1648.01 1642.35 1637.69 1633.8 1630.49 1627.63 1625.15 1622.97 1621.03 1619.3 1617.75 1616.35
-0.789 80892 2089.6 1841.34 1758.83 1717.49 1692.6 1675.93 1663.97 1654.96 1647.92 1642.26 1637.6 1633.71 1630.39 1627.54 1625.06 1622.87 1620.94 1619.21 1617.65 1616.25
-0.788 80906.1 2089.55 1841.28 1758.76 1717.41 1692.51 1675.85 1663.89 1654.87 1647.83 1642.16 1637.51 1633.61 1630.3 1627.44 1624.96 1622.78 1620.84 1619.11 1617.56 1616.15
-0.787 80920.4 2089.51 1841.21 1758.68 1717.33 1692.43 1675.76 1663.8 1654.78 1647.74 1642.08 1637.42 1633.52 1630.21 1627.35 1624.87 1622.68 1620.75 1619.01 1617.46 1616.06
-0.786 80934.5 2089.47 1841.15 1758.61 1717.25 1692.35 1675.68 1663.71 1654.69 1647.65 1641.98 1637.33 1633.43 1630.11 1627.26 1624.77 1622.59 1620.65 1618.92 1617.37 1615.96
-0.785 80948.8 2089.43 1841.08 1758.53 1717.17 1692.26 1675.59 1663.62 1654.6 1647.56 1641.89 1637.23 1633.33 1630.02 1627.16 1624.68 1622.49 1620.55 1618.82 1617.27 1615.86
-0.784 80963 2089.38 1841.02 1758.46 1717.09 1692.18 1675.5 1663.54 1654.51 1647.47 1641.8 1637.14 1633.24 1629.93 1627.07 1624.58 1622.4 1620.46 1618.73 1617.18 1615.77
-0.783 80977.3 2089.34 1840.96 1758.38 1717.01 1692.1 1675.42 1663.45 1654.43 1647.38 1641.71 1637.05 1633.15 1629.83 1626.98 1624.49 1622.3 1620.36 1618.63 1617.08 1615.67
-0.782 80991.7 2089.3 1840.89 1758.31 1716.93 1692.01 1675.33 1663.36 1654.34 1647.29 1641.62 1636.96 1633.06 1629.74 1626.88 1624.4 1622.21 1620.27 1618.54 1616.99 1615.58
-0.781 81005.9 2089.26 1840.82 1758.23 1716.85 1691.93 1675.25 1663.27 1654.25 1647.2 1641.53 1636.87 1632.97 1629.65 1626.79 1624.3 1622.11 1620.18 1618.45 1616.89 1615.48
-0.78 81020.3 2089.22 1840.76 1758.16 1716.77 1691.85 1675.16 1663.18 1654.16 1647.11 1641.44 1636.78 1632.87 1629.56 1626.7 1624.21 1622.02 1620.08 1618.35 1616.8 1615.39
-0.779 81034.7 2089.18 1840.69 1758.08 1716.69 1691.76 1675.08 1663.1 1654.07 1647.02 1641.35 1636.68 1632.78 1629.46 1626.61 1624.11 1621.93 1619.99 1618.26 1616.7 1615.29
-0.778 81049.2 2089.14 1840.63 1758.01 1716.61 1691.68 1674.99 1663.01 1653.98 1646.93 1641.26 1636.6 1632.69 1629.37 1626.51 1624.02 1621.84 1619.9 1618.16 1616.61 1615.2
-0.777 81063.6 2089.1 1840.56 1757.93 1716.53 1691.6 1674.91 1662.92 1653.9 1646.84 1641.17 1636.5 1632.6 1629.28 1626.42 1623.93 1621.74 1619.8 1618.07 1616.51 1615.1
-0.776 81078.1 2089.06 1840.5 1757.86 1716.45 1691.52 1674.82 1662.84 1653.81 1646.75 1641.08 1636.41 1632.51 1629.19 1626.33 1623.84 1621.65 1619.71 1617.97 1616.42 1615.01
-0.775 81092.6 2089.02 1840.44 1757.79 1716.38 1691.44 1674.73 1662.75 1653.72 1646.66 1640.99 1636.32 1632.42 1629.1 1626.24 1623.74 1621.55 1619.62 1617.88 1616.32 1614.92
-0.774 81107.1 2088.97 1840.37 1757.71 1716.3 1691.35 1674.65 1662.66 1653.63 1646.57 1640.9 1636.23 1632.33 1629 1626.14 1623.65 1621.46 1619.52 1617.79 1616.23 1614.82
-0.773 81121.7 2088.94 1840.31 1757.64 1716.22 1691.27 1674.57 1662.58 1653.54 1646.49 1640.81 1636.14 1632.23 1628.91 1626.05 1623.56 1621.37 1619.43 1617.7 1616.14 1614.73
-0.772 81136.3 2088.89 1840.25 1757.57 1716.14 1691.19 1674.48 1662.49 1653.46 1646.39 1640.72 1636.05 1632.14 1628.82 1625.96 1623.47 1621.28 1619.33 1617.6 1616.04 1614.63
-0.771 81151 2088.86 1840.18 1757.5 1716.06 1691.11 1674.4 1662.41 1653.37 1646.31 1640.63 1635.96 1632.05 1628.73 1625.87 1623.37 1621.18 1619.24 1617.51 1615.95 1614.54
-0.77 81165.6 2088.81 1840.12 1757.42 1715.98 1691.03 1674.31 1662.32 1653.28 1646.22 1640.54 1635.87 1631.96 1628.64 1625.77 1623.28 1621.09 1619.15 1617.41 1615.85 1614.45
-0.769 81180.3 2088.78 1840.06 1757.35 1715.9 1690.94 1674.23 1662.24 1653.2 1646.13 1640.45 1635.78 1631.87 1628.55 1625.68 1623.19 1621 1619.05 1617.32 1615.76 1614.35
-0.768 81195.1 2088.73 1839.99 1757.28 1715.83 1690.86 1674.15 1662.15 1653.11 1646.04 1640.36 1635.69 1631.78 1628.46 1625.59 1623.1 1620.91 1618.96 1617.23 1615.67 1614.26
-0.767 81209.8 2088.69 1839.93 1757.21 1715.75 1690.78 1674.06 1662.06 1653.02 1645.96 1640.27 1635.6 1631.69 1628.36 1625.5 1623.01 1620.81 1618.87 1617.13 1615.57 1614.16
-0.766 81224.5 2088.65 1839.87 1757.13 1715.67 1690.7 1673.98 1661.98 1652.94 1645.87 1640.18 1635.51 1631.6 1628.27 1625.41 1622.91 1620.72 1618.78 1617.04 1615.48 1614.07
-0.765 81239.4 2088.61 1839.81 1757.06 1715.6 1690.62 1673.9 1661.9 1652.85 1645.78 1640.1 1635.42 1631.51 1628.18 1625.32 1622.82 1620.63 1618.69 1616.95 1615.39 1613.98
-0.764 81254.2 2088.58 1839.74 1756.99 1715.52 1690.54 1673.81 1661.81 1652.76 1645.69 1640.01 1635.33 1631.42 1628.09 1625.23 1622.73 1620.54 1618.59 1616.86 1615.3 1613.89
-0.763 81269.2 2088.54 1839.68 1756.92 1715.44 1690.46 1673.73 1661.73 1652.68 1645.61 1639.92 1635.25 1631.33 1628 1625.14 1622.64 1620.44 1618.5 1616.76 1615.2 1613.79
-0.762 81284 2088.5 1839.62 1756.84 1715.36 1690.38 1673.65 1661.64 1652.59 1645.52 1639.83 1635.16 1631.24 1627.91 1625.04 1622.55 1620.35 1618.41 1616.67 1615.11 1613.7
-0.761 81298.9 2088.46 1839.56 1756.77 1715.28 1690.3 1673.57 1661.56 1652.5 1645.43 1639.74 1635.07 1631.15 1627.82 1624.95 1622.46 1620.26 1618.32 1616.58 1615.02 1613.61
-0.76 81313.9 2088.42 1839.49 1756.7 1715.21 1690.22 1673.48 1661.47 1652.42 1645.34 1639.66 1634.98 1631.06 1627.73 1624.86 1622.37 1620.17 1618.23 1616.49 1614.92 1613.51
-0.759 81328.8 2088.38 1839.43 1756.63 1715.13 1690.14 1673.4 1661.39 1652.33 1645.26 1639.57 1634.89 1630.97 1627.64 1624.77 1622.28 1620.08 1618.14 1616.4 1614.83 1613.42
-0.758 81343.8 2088.34 1839.37 1756.56 1715.06 1690.06 1673.32 1661.3 1652.25 1645.17 1639.48 1634.8 1630.88 1627.55 1624.68 1622.18 1619.99 1618.04 1616.3 1614.74 1613.33
-0.757 81358.9 2088.3 1839.31 1756.49 1714.98 1689.98 1673.23 1661.22 1652.16 1645.08 1639.39 1634.71 1630.8 1627.46 1624.59 1622.1 1619.9 1617.95 1616.21 1614.65 1613.24
-0.756 81373.9 2088.27 1839.25 1756.41 1714.9 1689.9 1673.15 1661.13 1652.08 1645 1639.3 1634.63 1630.7 1627.37 1624.5 1622.01 1619.81 1617.86 1616.12 1614.56 1613.14
-0.755 81389.2 2088.22 1839.19 1756.34 1714.83 1689.82 1673.07 1661.05 1651.99 1644.91 1639.22 1634.54 1630.62 1627.29 1624.41 1621.91 1619.72 1617.77 1616.03 1614.47 1613.05
-0.754 81404.2 2088.19 1839.13 1756.27 1714.75 1689.74 1672.99 1660.97 1651.91 1644.83 1639.13 1634.45 1630.53 1627.2 1624.33 1621.82 1619.63 1617.68 1615.94 1614.38 1612.96
-0.753 81419.5 2088.15 1839.07 1756.2 1714.67 1689.66 1672.91 1660.88 1651.82 1644.74 1639.04 1634.36 1630.44 1627.1 1624.24 1621.74 1619.54 1617.59 1615.85 1614.28 1612.87
-0.752 81434.6 2088.11 1839 1756.13 1714.6 1689.58 1672.82 1660.8 1651.74 1644.65 1638.96 1634.27 1630.35 1627.02 1624.14 1621.64 1619.45 1617.5 1615.76 1614.19 1612.78
-0.751 81449.8 2088.08 1838.94 1756.06 1714.52 1689.5 1672.74 1660.72 1651.65 1644.57 1638.87 1634.19 1630.26 1626.93 1624.06 1621.55 1619.36 1617.41 1615.67 1614.1 1612.69
-0.75 81465.2 2088.04 1838.88 1755.99 1714.45 1689.42 1672.66 1660.63 1651.57 1644.48 1638.78 1634.1 1630.18 1626.84 1623.96 1621.46 1619.27 1617.32 1615.58 1614.01 1612.6
-0.749 81480.4 2088 1838.82 1755.92 1714.37 1689.34 1672.58 1660.55 1651.48 1644.39 1638.7 1634.01 1630.09 1626.75 1623.88 1621.37 1619.18 1617.23 1615.48 1613.92 1612.5
-0.748 81495.9 2087.96 1838.76 1755.85 1714.3 1689.26 1672.5 1660.47 1651.4 1644.31 1638.61 1633.93 1630 1626.66 1623.79 1621.29 1619.08 1617.14 1615.39 1613.83 1612.41
-0.747 81511.2 2087.92 1838.7 1755.78 1714.22 1689.18 1672.42 1660.38 1651.32 1644.22 1638.52 1633.84 1629.91 1626.58 1623.7 1621.2 1619 1617.05 1615.3 1613.74 1612.32
-0.746 81526.6 2087.89 1838.64 1755.71 1714.14 1689.11 1672.34 1660.3 1651.23 1644.14 1638.44 1633.75 1629.83 1626.48 1623.61 1621.11 1618.91 1616.95 1615.21 1613.65 1612.23
-0.745 81542 2087.85 1838.58 1755.64 1714.07 1689.03 1672.26 1660.22 1651.15 1644.05 1638.35 1633.66 1629.74 1626.4 1623.52 1621.02 1618.82 1616.87 1615.12 1613.56 1612.14
-0.744 81557.4 2087.81 1838.52 1755.57 1713.99 1688.95 1672.18 1660.14 1651.06 1643.97 1638.27 1633.58 1629.65 1626.31 1623.43 1620.93 1618.73 1616.78 1615.03 1613.47 1612.05
-0.743 81572.9 2087.78 1838.46 1755.5 1713.92 1688.87 1672.1 1660.05 1650.98 1643.88 1638.18 1633.49 1629.56 1626.22 1623.34 1620.84 1618.64 1616.69 1614.94 1613.38 1611.96
-0.742 81588.6 2087.74 1838.4 1755.43 1713.85 1688.79 1672.01 1659.97 1650.89 1643.8 1638.09 1633.4 1629.48 1626.14 1623.26 1620.75 1618.55 1616.6 1614.85 1613.29 1611.87
-0.741 81604.1 2087.71 1838.34 1755.37 1713.77 1688.71 1671.93 1659.89 1650.81 1643.72 1638.01 1633.32 1629.39 1626.05 1623.17 1620.66 1618.46 1616.51 1614.76 1613.2 1611.78
-0.74 81619.5 2087.67 1838.28 1755.29 1713.7 1688.64 1671.86 1659.81 1650.73 1643.63 1637.92 1633.23 1629.3 1625.96 1623.08 1620.58 1618.37 1616.42 1614.68 1613.11 1611.69
-0.739 81635.2 2087.63 1838.22 1755.23 1713.62 1688.56 1671.77 1659.73 1650.64 1643.55 1637.84 1633.15 1629.22 1625.87 1623 1620.49 1618.28 1616.33 1614.58 1613.02 1611.6
-0.738 81651 2087.59 1838.16 1755.16 1713.55 1688.48 1671.7 1659.65 1650.56 1643.46 1637.75 1633.06 1629.13 1625.79 1622.91 1620.4 1618.2 1616.24 1614.5 1612.93 1611.51
-0.737 81666.6 2087.56 1838.1 1755.09 1713.48 1688.41 1671.62 1659.56 1650.48 1643.38 1637.67 1632.97 1629.04 1625.7 1622.82 1620.31 1618.11 1616.15 1614.41 1612.84 1611.42
-0.736 81682.4 2087.52 1838.04 1755.02 1713.4 1688.33 1671.53 1659.48 1650.4 1643.29 1637.59 1632.89 1628.96 1625.61 1622.73 1620.22 1618.02 1616.06 1614.32 1612.75 1611.33
-0.735 81698.2 2087.49 1837.99 1754.95 1713.33 1688.25 1671.46 1659.4 1650.31 1643.21 1637.5 1632.8 1628.87 1625.53 1622.65 1620.14 1617.93 1615.98 1614.23 1612.66 1611.24
-0.734 81713.8 2087.45 1837.93 1754.89 1713.25 1688.18 1671.38 1659.32 1650.23 1643.13 1637.42 1632.72 1628.78 1625.44 1622.56 1620.05 1617.85 1615.89 1614.14 1612.57 1611.15
-0.733 81729.7 2087.42 1837.87 1754.82 1713.18 1688.1 1671.3 1659.24 1650.15 1643.04 1637.33 1632.63 1628.7 1625.35 1622.47 1619.96 1617.76 1615.8 1614.05 1612.48 1611.06
-0.732 81745.5 2087.38 1837.81 1754.75 1713.11 1688.02 1671.22 1659.16 1650.06 1642.96 1637.25 1632.55 1628.61 1625.27 1622.38 1619.87 1617.67 1615.71 1613.97 1612.4 1610.97
-0.731 81761.5 2087.34 1837.75 1754.68 1713.03 1687.94 1671.14 1659.08 1649.98 1642.88 1637.16 1632.46 1628.53 1625.18 1622.3 1619.79 1617.58 1615.62 1613.88 1612.31 1610.89
-0.73 81777.4 2087.31 1837.69 1754.61 1712.96 1687.87 1671.06 1659 1649.9 1642.79 1637.08 1632.38 1628.44 1625.09 1622.21 1619.7 1617.49 1615.53 1613.79 1612.22 1610.8
-0.729 81793.3 2087.28 1837.63 1754.54 1712.89 1687.79 1670.98 1658.92 1649.82 1642.71 1636.99 1632.29 1628.36 1625.01 1622.13 1619.61 1617.41 1615.45 1613.7 1612.13 1610.71
-0.728 81809.3 2087.24 1837.58 1754.48 1712.82 1687.72 1670.9 1658.83 1649.74 1642.63 1636.91 1632.21 1628.27 1624.92 1622.04 1619.53 1617.32 1615.36 1613.61 1612.04 1610.62
-0.727 81825.3 2087.21 1837.52 1754.41 1712.74 1687.64 1670.83 1658.76 1649.66 1642.55 1636.83 1632.12 1628.19 1624.84 1621.95 1619.44 1617.23 1615.28 1613.52 1611.95 1610.53
-0.726 81841.4 2087.17 1837.46 1754.35 1712.67 1687.56 1670.75 1658.68 1649.58 1642.46 1636.74 1632.04 1628.1 1624.75 1621.87 1619.35 1617.14 1615.19 1613.44 1611.87 1610.44
-0.725 81857.5 2087.13 1837.4 1754.28 1712.6 1687.49 1670.67 1658.6 1649.5 1642.38 1636.66 1631.96 1628.01 1624.67 1621.78 1619.27 1617.06 1615.1 1613.35 1611.78 1610.35
-0.724 81873.6 2087.1 1837.35 1754.21 1712.53 1687.41 1670.59 1658.52 1649.41 1642.3 1636.58 1631.87 1627.93 1624.58 1621.7 1619.18 1616.97 1615.01 1613.26 1611.69 1610.27
-0.723 81889.9 2087.07 1837.29 1754.14 1712.45 1687.34 1670.51 1658.44 1649.33 1642.22 1636.49 1631.79 1627.85 1624.5 1621.61 1619.1 1616.89 1614.93 1613.18 1611.6 1610.18
-0.722 81906 2087.03 1837.23 1754.08 1712.38 1687.26 1670.43 1658.36 1649.25 1642.14 1636.41 1631.71 1627.76 1624.41 1621.52 1619.01 1616.8 1614.84 1613.09 1611.52 1610.09
-0.721 81922.3 2087 1837.17 1754.01 1712.31 1687.19 1670.36 1658.28 1649.17 1642.05 1636.33 1631.62 1627.68 1624.32 1621.44 1618.93 1616.71 1614.75 1613 1611.43 1610.01
-0.72 81938.3 2086.96 1837.12 1753.94 1712.24 1687.11 1670.28 1658.2 1649.09 1641.97 1636.25 1631.54 1627.6 1624.24 1621.35 1618.84 1616.63 1614.67 1612.91 1611.34 1609.92
-0.719 81954.8 2086.93 1837.06 1753.88 1712.17 1687.04 1670.21 1658.12 1649.01 1641.89 1636.16 1631.46 1627.51 1624.15 1621.27 1618.75 1616.54 1614.58 1612.83 1611.26 1609.83
-0.718 81971.1 2086.9 1837 1753.81 1712.1 1686.96 1670.13 1658.04 1648.93 1641.81 1636.08 1631.37 1627.43 1624.07 1621.18 1618.67 1616.45 1614.5 1612.74 1611.17 1609.74
-0.717 81987.5 2086.86 1836.95 1753.75 1712.03 1686.89 1670.05 1657.96 1648.85 1641.72 1636 1631.29 1627.34 1623.99 1621.1 1618.58 1616.37 1614.41 1612.65 1611.08 1609.66
-0.716 82003.7 2086.83 1836.89 1753.68 1711.95 1686.81 1669.97 1657.88 1648.77 1641.64 1635.92 1631.2 1627.26 1623.9 1621.01 1618.5 1616.28 1614.32 1612.57 1611 1609.57
-0.715 82020.2 2086.8 1836.84 1753.61 1711.88 1686.74 1669.9 1657.8 1648.69 1641.56 1635.83 1631.12 1627.18 1623.82 1620.93 1618.41 1616.2 1614.24 1612.48 1610.91 1609.48
-0.714 82036.8 2086.76 1836.78 1753.55 1711.81 1686.66 1669.82 1657.72 1648.61 1641.48 1635.75 1631.04 1627.09 1623.73 1620.84 1618.33 1616.11 1614.15 1612.4 1610.82 1609.4
-0.713 82053.2 2086.73 1836.72 1753.48 1711.74 1686.59 1669.74 1657.65 1648.53 1641.4 1635.67 1630.96 1627.01 1623.65 1620.76 1618.24 1616.03 1614.07 1612.31 1610.74 1609.31
-0.712 82069.7 2086.7 1836.67 1753.42 1711.67 1686.52 1669.67 1657.57 1648.45 1641.32 1635.59 1630.88 1626.92 1623.57 1620.68 1618.16 1615.94 1613.98 1612.23 1610.65 1609.22
-0.711 82086.4 2086.67 1836.61 1753.35 1711.6 1686.44 1669.59 1657.49 1648.37 1641.24 1635.51 1630.79 1626.84 1623.49 1620.59 1618.07 1615.86 1613.89 1612.14 1610.56 1609.14
-0.71 82103.1 2086.63 1836.56 1753.29 1711.53 1686.37 1669.51 1657.42 1648.29 1641.16 1635.43 1630.71 1626.76 1623.4 1620.51 1617.99 1615.77 1613.81 1612.06 1610.48 1609.05
-0.709 82119.7 2086.6 1836.5 1753.22 1711.46 1686.29 1669.44 1657.34 1648.21 1641.08 1635.34 1630.63 1626.68 1623.32 1620.42 1617.9 1615.69 1613.72 1611.97 1610.39 1608.97
-0.708 82136.3 2086.57 1836.44 1753.16 1711.39 1686.22 1669.36 1657.26 1648.14 1641 1635.26 1630.55 1626.59 1623.24 1620.34 1617.82 1615.61 1613.64 1611.89 1610.31 1608.88
-0.707 82153.1 2086.54 1836.39 1753.09 1711.32 1686.15 1669.29 1657.18 1648.06 1640.92 1635.18 1630.47 1626.51 1623.15 1620.26 1617.74 1615.52 1613.56 1611.8 1610.22 1608.8
-0.706 82169.8 2086.5 1836.34 1753.03 1711.25 1686.07 1669.21 1657.11 1647.98 1640.84 1635.1 1630.38 1626.43 1623.07 1620.17 1617.65 1615.44 1613.47 1611.71 1610.14 1608.71
-0.705 82186.6 2086.47 1836.28 1752.97 1711.18 1686 1669.14 1657.03 1647.9 1640.76 1635.02 1630.3 1626.35 1622.99 1620.09 1617.57 1615.35 1613.38 1611.63 1610.05 1608.62
-0.704 82203.6 2086.44 1836.23 1752.9 1711.11 1685.93 1669.06 1656.95 1647.82 1640.68 1634.94 1630.22 1626.27 1622.9 1620.01 1617.49 1615.27 1613.3 1611.55 1609.97 1608.54
-0.703 82220.5 2086.4 1836.17 1752.84 1711.04 1685.86 1668.99 1656.87 1647.74 1640.6 1634.86 1630.14 1626.19 1622.82 1619.93 1617.4 1615.19 1613.22 1611.46 1609.88 1608.46
-0.702 82237.2 2086.37 1836.12 1752.77 1710.97 1685.78 1668.91 1656.8 1647.66 1640.52 1634.78 1630.06 1626.1 1622.74 1619.84 1617.32 1615.1 1613.14 1611.38 1609.8 1608.37
-0.701 82254.3 2086.34 1836.06 1752.71 1710.91 1685.71 1668.84 1656.72 1647.59 1640.44 1634.7 1629.98 1626.02 1622.66 1619.76 1617.24 1615.02 1613.05 1611.29 1609.71 1608.29
-0.7 82271.2 2086.31 1836.01 1752.64 1710.83 1685.64 1668.76 1656.64 1647.51 1640.36 1634.62 1629.9 1625.94 1622.58 1619.68 1617.16 1614.93 1612.97 1611.21 1609.63 1608.2
-0.699 82288.4 2086.28 1835.95 1752.58 1710.76 1685.57 1668.69 1656.56 1647.43 1640.29 1634.54 1629.82 1625.86 1622.5 1619.6 1617.07 1614.85 1612.88 1611.13 1609.54 1608.12
-0.698 82305.4 2086.25 1835.9 1752.52 1710.7 1685.5 1668.61 1656.49 1647.35 1640.21 1634.46 1629.74 1625.78 1622.41 1619.51 1616.99 1614.77 1612.8 1611.04 1609.46 1608.03
-0.697 82322.4 2086.22 1835.85 1752.46 1710.63 1685.42 1668.54 1656.41 1647.27 1640.13 1634.38 1629.66 1625.7 1622.33 1619.43 1616.91 1614.69 1612.72 1610.96 1609.38 1607.95
