V 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
-0.172 105718 2100.65 1836.64 1747.68 1702.7 1675.42 1657.03 1643.76 1633.72 1625.83 1619.44 1614.2 1609.77 1605.99 1602.72 1599.87 1597.35 1595.11 1593.11 1591.3 1589.66
-0.171 105842 2100.81 1836.75 1747.77 1702.78 1675.5 1657.1 1643.84 1633.78 1625.89 1619.51 1614.24 1609.82 1606.04 1602.78 1599.93 1597.41 1595.17 1593.17 1591.35 1589.7
-0.17 105966 2100.96 1836.87 1747.88 1702.87 1675.58 1657.18 1643.9 1633.85 1625.95 1619.58 1614.3 1609.88 1606.11 1602.83 1599.98 1597.45 1595.22 1593.22 1591.41 1589.76
-0.169 106090 2101.13 1836.99 1747.97 1702.96 1675.65 1657.26 1643.98 1633.91 1626.02 1619.63 1614.37 1609.93 1606.16 1602.89 1600.03 1597.5 1595.27 1593.26 1591.44 1589.8
-0.168 106217 2101.31 1837.09 1748.07 1703.04 1675.73 1657.34 1644.05 1633.98 1626.08 1619.7 1614.43 1610 1606.21 1602.94 1600.09 1597.57 1595.33 1593.31 1591.5 1589.85
-0.167 106345 2101.46 1837.21 1748.17 1703.13 1675.82 1657.42 1644.12 1634.06 1626.15 1619.77 1614.49 1610.06 1606.27 1603 1600.14 1597.63 1595.37 1593.36 1591.55 1589.91
-0.166 106472 2101.63 1837.33 1748.26 1703.22 1675.91 1657.49 1644.2 1634.13 1626.23 1619.83 1614.56 1610.12 1606.33 1603.06 1600.2 1597.67 1595.43 1593.42 1591.61 1589.95
-0.165 106601 2101.8 1837.46 1748.37 1703.31 1675.98 1657.57 1644.27 1634.2 1626.29 1619.91 1614.62 1610.18 1606.4 1603.13 1600.26 1597.73 1595.49 1593.48 1591.66 1590.01
-0.164 106731 2101.98 1837.59 1748.47 1703.41 1676.06 1657.64 1644.35 1634.26 1626.35 1619.96 1614.69 1610.25 1606.46 1603.18 1600.33 1597.79 1595.54 1593.53 1591.71 1590.06
-0.163 106862 2102.14 1837.7 1748.57 1703.51 1676.15 1657.72 1644.42 1634.34 1626.43 1620.03 1614.76 1610.3 1606.52 1603.24 1600.37 1597.85 1595.59 1593.58 1591.77 1590.11
-0.162 106993 2102.31 1837.82 1748.68 1703.6 1676.24 1657.82 1644.5 1634.42 1626.5 1620.09 1614.82 1610.37 1606.59 1603.3 1600.44 1597.9 1595.66 1593.64 1591.82 1590.18
-0.161 107126 2102.49 1837.96 1748.78 1703.69 1676.32 1657.89 1644.58 1634.49 1626.57 1620.16 1614.88 1610.43 1606.64 1603.36 1600.49 1597.96 1595.71 1593.71 1591.88 1590.23
-0.16 107260 2102.67 1838.08 1748.89 1703.78 1676.41 1657.98 1644.65 1634.56 1626.64 1620.25 1614.96 1610.5 1606.71 1603.42 1600.56 1598.03 1595.78 1593.76 1591.93 1590.29
-0.159 107396 2102.84 1838.21 1749.01 1703.89 1676.51 1658.06 1644.74 1634.64 1626.71 1620.31 1615.02 1610.57 1606.78 1603.49 1600.62 1598.08 1595.84 1593.81 1592 1590.33
-0.158 107531 2103.02 1838.34 1749.12 1703.98 1676.59 1658.15 1644.81 1634.72 1626.79 1620.38 1615.09 1610.65 1606.84 1603.56 1600.68 1598.15 1595.89 1593.88 1592.05 1590.4
-0.157 107667 2103.2 1838.47 1749.23 1704.1 1676.69 1658.22 1644.91 1634.8 1626.87 1620.46 1615.16 1610.7 1606.9 1603.62 1600.74 1598.21 1595.96 1593.93 1592.11 1590.45
-0.156 107806 2103.39 1838.59 1749.34 1704.18 1676.78 1658.32 1644.98 1634.88 1626.94 1620.52 1615.24 1610.78 1606.97 1603.7 1600.82 1598.27 1596.02 1594.01 1592.18 1590.52
-0.155 107945 2103.58 1838.74 1749.46 1704.3 1676.88 1658.4 1645.06 1634.97 1627.03 1620.61 1615.31 1610.85 1607.05 1603.75 1600.87 1598.35 1596.08 1594.06 1592.23 1590.58
-0.154 108084 2103.77 1838.87 1749.58 1704.39 1676.97 1658.49 1645.15 1635.03 1627.1 1620.67 1615.38 1610.93 1607.11 1603.83 1600.94 1598.4 1596.14 1594.12 1592.3 1590.65
-0.153 108226 2103.95 1839.01 1749.69 1704.51 1677.07 1658.59 1645.24 1635.13 1627.17 1620.76 1615.45 1610.99 1607.19 1603.9 1601.02 1598.48 1596.21 1594.19 1592.37 1590.71
-0.152 108368 2104.14 1839.15 1749.81 1704.59 1677.16 1658.68 1645.32 1635.21 1627.25 1620.84 1615.53 1611.06 1607.25 1603.95 1601.09 1598.53 1596.29 1594.25 1592.43 1590.77
-0.151 108510 2104.34 1839.28 1749.93 1704.72 1677.26 1658.77 1645.41 1635.29 1627.33 1620.92 1615.62 1611.14 1607.33 1604.03 1601.14 1598.61 1596.35 1594.31 1592.5 1590.83
-0.15 108656 2104.55 1839.44 1750.04 1704.81 1677.37 1658.87 1645.5 1635.38 1627.42 1621 1615.68 1611.21 1607.41 1604.11 1601.22 1598.68 1596.41 1594.39 1592.56 1590.89
-0.149 108801 2104.72 1839.58 1750.17 1704.92 1677.47 1658.97 1645.6 1635.46 1627.5 1621.07 1615.75 1611.3 1607.48 1604.17 1601.3 1598.74 1596.47 1594.46 1592.63 1590.95
-0.148 108947 2104.93 1839.72 1750.28 1705.04 1677.57 1659.05 1645.7 1635.55 1627.58 1621.17 1615.83 1611.37 1607.56 1604.26 1601.37 1598.83 1596.56 1594.51 1592.69 1591.02
-0.147 109095 2105.13 1839.86 1750.41 1705.14 1677.67 1659.14 1645.78 1635.65 1627.67 1621.25 1615.92 1611.45 1607.64 1604.33 1601.44 1598.89 1596.63 1594.59 1592.76 1591.1
-0.146 109244 2105.33 1840.01 1750.54 1705.26 1677.78 1659.25 1645.87 1635.73 1627.75 1621.31 1616.01 1611.53 1607.7 1604.4 1601.51 1598.95 1596.7 1594.67 1592.83 1591.16
-0.145 109394 2105.54 1840.17 1750.67 1705.37 1677.9 1659.35 1645.97 1635.83 1627.84 1621.41 1616.09 1611.6 1607.79 1604.48 1601.58 1599.04 1596.77 1594.73 1592.9 1591.23
-0.144 109545 2105.74 1840.31 1750.8 1705.51 1677.99 1659.45 1646.07 1635.91 1627.94 1621.5 1616.18 1611.69 1607.87 1604.57 1601.66 1599.1 1596.84 1594.81 1592.97 1591.3
-0.143 109698 2105.95 1840.46 1750.93 1705.62 1678.1 1659.56 1646.16 1636.01 1628.03 1621.58 1616.25 1611.77 1607.96 1604.64 1601.74 1599.19 1596.92 1594.89 1593.04 1591.37
-0.142 109852 2106.15 1840.62 1751.07 1705.73 1678.23 1659.67 1646.27 1636.11 1628.11 1621.66 1616.34 1611.87 1608.03 1604.72 1601.81 1599.28 1596.99 1594.95 1593.11 1591.45
-0.141 110006 2106.37 1840.78 1751.19 1705.84 1678.33 1659.77 1646.37 1636.19 1628.2 1621.76 1616.44 1611.95 1608.11 1604.8 1601.89 1599.35 1597.06 1595.02 1593.2 1591.51
-0.14 110164 2106.59 1840.92 1751.34 1705.98 1678.44 1659.87 1646.46 1636.29 1628.31 1621.85 1616.53 1612.02 1608.21 1604.88 1601.98 1599.41 1597.15 1595.12 1593.28 1591.6
-0.139 110321 2106.82 1841.09 1751.47 1706.1 1678.55 1659.99 1646.57 1636.39 1628.39 1621.94 1616.6 1612.11 1608.29 1604.97 1602.06 1599.51 1597.22 1595.19 1593.34 1591.68
-0.138 110479 2107.03 1841.26 1751.59 1706.22 1678.68 1660.08 1646.66 1636.5 1628.49 1622.04 1616.7 1612.21 1608.36 1605.05 1602.15 1599.59 1597.3 1595.26 1593.41 1591.74
-0.137 110641 2107.25 1841.42 1751.74 1706.35 1678.79 1660.2 1646.77 1636.59 1628.6 1622.13 1616.79 1612.28 1608.45 1605.14 1602.22 1599.66 1597.4 1595.34 1593.49 1591.82
-0.136 110801 2107.49 1841.58 1751.89 1706.48 1678.9 1660.3 1646.88 1636.7 1628.69 1622.22 1616.89 1612.39 1608.55 1605.22 1602.31 1599.74 1597.48 1595.42 1593.59 1591.89
-0.135 110964 2107.7 1841.75 1752.02 1706.6 1679.02 1660.43 1646.99 1636.81 1628.8 1622.32 1616.99 1612.47 1608.63 1605.31 1602.4 1599.84 1597.55 1595.52 1593.67 1591.99
-0.134 111129 2107.92 1841.92 1752.17 1706.74 1679.15 1660.53 1647.1 1636.91 1628.89 1622.43 1617.06 1612.57 1608.72 1605.4 1602.5 1599.93 1597.64 1595.58 1593.74 1592.07
-0.133 111294 2108.15 1842.07 1752.31 1706.88 1679.26 1660.65 1647.2 1637.02 1629 1622.51 1617.18 1612.67 1608.82 1605.49 1602.59 1600.01 1597.72 1595.69 1593.83 1592.14
-0.132 111461 2108.39 1842.26 1752.46 1707.01 1679.38 1660.76 1647.32 1637.11 1629.1 1622.61 1617.27 1612.76 1608.91 1605.59 1602.67 1600.09 1597.81 1595.76 1593.91 1592.23
-0.131 111630 2108.63 1842.42 1752.61 1707.14 1679.51 1660.89 1647.44 1637.23 1629.21 1622.72 1617.36 1612.85 1609.01 1605.67 1602.75 1600.19 1597.9 1595.85 1594 1592.31
-0.13 111800 2108.89 1842.62 1752.76 1707.27 1679.64 1661 1647.55 1637.33 1629.31 1622.82 1617.47 1612.96 1609.11 1605.77 1602.86 1600.28 1597.99 1595.93 1594.09 1592.41
-0.129 111972 2109.1 1842.79 1752.91 1707.41 1679.77 1661.15 1647.67 1637.46 1629.43 1622.93 1617.57 1613.06 1609.21 1605.86 1602.96 1600.36 1598.09 1596.03 1594.17 1592.48
-0.128 112143 2109.37 1842.96 1753.06 1707.56 1679.9 1661.26 1647.8 1637.57 1629.53 1623.05 1617.69 1613.15 1609.29 1605.96 1603.03 1600.47 1598.17 1596.11 1594.25 1592.56
-0.127 112317 2109.61 1843.14 1753.21 1707.71 1680.04 1661.38 1647.91 1637.67 1629.64 1623.15 1617.79 1613.27 1609.39 1606.06 1603.13 1600.56 1598.27 1596.21 1594.35 1592.67
-0.126 112494 2109.86 1843.33 1753.39 1707.83 1680.18 1661.52 1648.02 1637.8 1629.76 1623.25 1617.87 1613.37 1609.5 1606.16 1603.24 1600.65 1598.37 1596.31 1594.45 1592.75
-0.125 112670 2110.12 1843.53 1753.55 1707.98 1680.31 1661.64 1648.16 1637.92 1629.86 1623.36 1617.99 1613.48 1609.61 1606.26 1603.34 1600.76 1598.45 1596.38 1594.53 1592.86
-0.124 112851 2110.37 1843.71 1753.7 1708.13 1680.44 1661.77 1648.27 1638.03 1629.98 1623.49 1618.09 1613.57 1609.71 1606.37 1603.43 1600.85 1598.56 1596.48 1594.63 1592.94
-0.123 113032 2110.61 1843.91 1753.87 1708.29 1680.58 1661.89 1648.4 1638.16 1630.09 1623.6 1618.22 1613.7 1609.82 1606.47 1603.54 1600.95 1598.64 1596.59 1594.73 1593.05
-0.122 113213 2110.88 1844.1 1754.04 1708.43 1680.73 1662.04 1648.53 1638.28 1630.24 1623.7 1618.32 1613.79 1609.93 1606.57 1603.64 1601.05 1598.76 1596.7 1594.82 1593.13
-0.121 113396 2111.15 1844.31 1754.22 1708.59 1680.87 1662.16 1648.65 1638.4 1630.33 1623.82 1618.44 1613.91 1610.03 1606.68 1603.75 1601.17 1598.86 1596.79 1594.93 1593.23
-0.12 113582 2111.4 1844.48 1754.39 1708.75 1681.01 1662.31 1648.8 1638.53 1630.47 1623.95 1618.57 1614.03 1610.14 1606.78 1603.85 1601.26 1598.97 1596.89 1595.03 1593.32
-0.119 113770 2111.7 1844.69 1754.56 1708.91 1681.16 1662.44 1648.92 1638.65 1630.6 1624.06 1618.67 1614.13 1610.25 1606.89 1603.95 1601.37 1599.06 1597 1595.13 1593.43
-0.118 113959 2111.95 1844.89 1754.74 1709.07 1681.3 1662.58 1649.05 1638.78 1630.73 1624.18 1618.8 1614.26 1610.37 1607 1604.07 1601.47 1599.17 1597.09 1595.22 1593.52
-0.117 114148 2112.25 1845.1 1754.92 1709.24 1681.47 1662.73 1649.18 1638.92 1630.86 1624.31 1618.92 1614.38 1610.48 1607.12 1604.19 1601.58 1599.26 1597.2 1595.33 1593.62
-0.116 114342 2112.51 1845.29 1755.09 1709.39 1681.61 1662.88 1649.32 1639.06 1630.97 1624.43 1619.03 1614.49 1610.59 1607.23 1604.29 1601.71 1599.4 1597.3 1595.44 1593.74
-0.115 114536 2112.82 1845.52 1755.27 1709.55 1681.76 1663.02 1649.46 1639.19 1631.1 1624.56 1619.17 1614.61 1610.73 1607.37 1604.42 1601.81 1599.5 1597.42 1595.55 1593.84
-0.114 114731 2113.1 1845.74 1755.45 1709.73 1681.93 1663.18 1649.62 1639.32 1631.22 1624.69 1619.28 1614.73 1610.83 1607.48 1604.51 1601.93 1599.6 1597.53 1595.65 1593.94
-0.113 114929 2113.39 1845.95 1755.64 1709.9 1682.08 1663.32 1649.75 1639.46 1631.37 1624.82 1619.4 1614.84 1610.96 1607.59 1604.63 1602.04 1599.72 1597.63 1595.77 1594.06
-0.112 115127 2113.7 1846.17 1755.83 1710.07 1682.24 1663.47 1649.91 1639.62 1631.51 1624.97 1619.55 1614.99 1611.08 1607.72 1604.76 1602.16 1599.83 1597.75 1595.86 1594.17
-0.111 115329 2113.98 1846.38 1756.02 1710.24 1682.43 1663.63 1650.04 1639.74 1631.66 1625.1 1619.66 1615.1 1611.22 1607.84 1604.88 1602.28 1599.95 1597.88 1596 1594.28
-0.11 115534 2114.29 1846.62 1756.23 1710.42 1682.58 1663.77 1650.21 1639.89 1631.8 1625.24 1619.8 1615.24 1611.34 1607.96 1605.01 1602.4 1600.07 1597.98 1596.11 1594.38
-0.109 115738 2114.58 1846.86 1756.42 1710.61 1682.75 1663.94 1650.36 1640.04 1631.93 1625.36 1619.94 1615.38 1611.47 1608.09 1605.14 1602.52 1600.2 1598.11 1596.23 1594.52
-0.108 115945 2114.89 1847.09 1756.61 1710.8 1682.92 1664.11 1650.5 1640.18 1632.08 1625.51 1620.06 1615.5 1611.6 1608.23 1605.26 1602.63 1600.33 1598.22 1596.33 1594.63
-0.107 116154 2115.2 1847.3 1756.82 1710.98 1683.09 1664.26 1650.65 1640.34 1632.23 1625.65 1620.23 1615.63 1611.73 1608.35 1605.39 1602.78 1600.44 1598.37 1596.46 1594.75
-0.106 116365 2115.53 1847.56 1757.03 1711.15 1683.28 1664.43 1650.83 1640.5 1632.36 1625.8 1620.37 1615.78 1611.88 1608.5 1605.51 1602.88 1600.57 1598.47 1596.6 1594.88
-0.105 116580 2115.87 1847.79 1757.25 1711.33 1683.44 1664.62 1651 1640.66 1632.52 1625.94 1620.5 1615.91 1612.01 1608.61 1605.65 1603.03 1600.69 1598.59 1596.72 1594.99
-0.104 116794 2116.2 1848.04 1757.45 1711.55 1683.64 1664.77 1651.16 1640.8 1632.66 1626.09 1620.64 1616.07 1612.15 1608.74 1605.78 1603.15 1600.82 1598.72 1596.83 1595.12
-0.103 117011 2116.53 1848.28 1757.65 1711.74 1683.8 1664.96 1651.31 1640.96 1632.82 1626.23 1620.79 1616.22 1612.29 1608.9 1605.93 1603.3 1600.97 1598.87 1596.96 1595.26
-0.102 117231 2116.84 1848.54 1757.87 1711.93 1684 1665.14 1651.5 1641.12 1632.98 1626.39 1620.93 1616.35 1612.42 1609.03 1606.06 1603.44 1601.09 1598.99 1597.09 1595.39
-0.101 117454 2117.19 1848.8 1758.11 1712.13 1684.17 1665.32 1651.65 1641.31 1633.13 1626.55 1621.11 1616.51 1612.57 1609.19 1606.22 1603.57 1601.24 1599.13 1597.24 1595.5
-0.1 117677 2117.53 1849.04 1758.33 1712.35 1684.38 1665.47 1651.83 1641.46 1633.31 1626.71 1621.24 1616.66 1612.71 1609.33 1606.33 1603.71 1601.37 1599.26 1597.36 1595.63
-0.099 117904 2117.91 1849.32 1758.57 1712.55 1684.57 1665.67 1652.02 1641.64 1633.48 1626.87 1621.4 1616.79 1612.88 1609.46 1606.47 1603.86 1601.52 1599.4 1597.51 1595.78
-0.098 118133 2118.24 1849.57 1758.8 1712.76 1684.77 1665.87 1652.18 1641.8 1633.64 1627.03 1621.56 1616.97 1613.04 1609.63 1606.65 1604.01 1601.66 1599.54 1597.64 1595.92
-0.097 118364 2118.6 1849.85 1759.03 1712.96 1684.95 1666.05 1652.38 1641.99 1633.83 1627.19 1621.72 1617.14 1613.18 1609.78 1606.77 1604.15 1601.79 1599.7 1597.8 1596.06
-0.096 118597 2118.98 1850.11 1759.25 1713.19 1685.15 1666.25 1652.56 1642.16 1633.98 1627.36 1621.9 1617.27 1613.36 1609.94 1606.94 1604.29 1601.95 1599.83 1597.93 1596.19
-0.095 118832 2119.33 1850.41 1759.5 1713.41 1685.38 1666.43 1652.75 1642.34 1634.16 1627.53 1622.06 1617.44 1613.51 1610.09 1607.09 1604.47 1602.11 1600 1598.09 1596.33
-0.094 119069 2119.72 1850.69 1759.73 1713.62 1685.59 1666.63 1652.93 1642.54 1634.35 1627.71 1622.23 1617.62 1613.67 1610.24 1607.25 1604.6 1602.26 1600.14 1598.23 1596.49
-0.093 119311 2120.11 1850.96 1760 1713.87 1685.79 1666.85 1653.12 1642.71 1634.5 1627.91 1622.39 1617.78 1613.84 1610.4 1607.42 1604.77 1602.42 1600.28 1598.36 1596.64
-0.092 119555 2120.47 1851.25 1760.24 1714.08 1686 1667.06 1653.34 1642.91 1634.71 1628.08 1622.59 1617.96 1614 1610.57 1607.59 1604.91 1602.58 1600.43 1598.54 1596.78
-0.091 119799 2120.86 1851.56 1760.49 1714.34 1686.23 1667.27 1653.51 1643.09 1634.9 1628.27 1622.76 1618.14 1614.17 1610.75 1607.72 1605.1 1602.72 1600.6 1598.68 1596.96
-0.09 120048 2121.29 1851.87 1760.77 1714.57 1686.44 1667.48 1653.72 1643.3 1635.08 1628.44 1622.95 1618.29 1614.33 1610.9 1607.92 1605.26 1602.88 1600.78 1598.83 1597.1
-0.089 120299 2121.68 1852.15 1761.03 1714.81 1686.69 1667.69 1653.92 1643.5 1635.29 1628.64 1623.13 1618.48 1614.52 1611.07 1608.09 1605.42 1603.07 1600.91 1599.01 1597.25
-0.088 120553 2122.1 1852.46 1761.28 1715.04 1686.91 1667.9 1654.16 1643.71 1635.45 1628.84 1623.3 1618.66 1614.69 1611.27 1608.23 1605.59 1603.23 1601.1 1599.16 1597.42
-0.087 120809 2122.49 1852.78 1761.56 1715.29 1687.15 1668.13 1654.37 1643.91 1635.66 1629.02 1623.5 1618.86 1614.89 1611.45 1608.43 1605.77 1603.38 1601.26 1599.35 1597.6
-0.086 121068 2122.91 1853.09 1761.84 1715.56 1687.37 1668.37 1654.58 1644.12 1635.86 1629.21 1623.69 1619.04 1615.08 1611.62 1608.61 1605.93 1603.55 1601.45 1599.51 1597.77
-0.085 121330 2123.35 1853.41 1762.13 1715.83 1687.62 1668.59 1654.81 1644.34 1636.07 1629.4 1623.89 1619.22 1615.26 1611.82 1608.8 1606.12 1603.75 1601.63 1599.68 1597.91
-0.084 121594 2123.81 1853.75 1762.43 1716.06 1687.89 1668.83 1655.03 1644.54 1636.29 1629.6 1624.09 1619.45 1615.45 1611.98 1608.99 1606.3 1603.92 1601.79 1599.87 1598.09
-0.083 121861 2124.25 1854.1 1762.7 1716.33 1688.13 1669.07 1655.26 1644.75 1636.52 1629.81 1624.3 1619.64 1615.64 1612.18 1609.18 1606.49 1604.09 1601.95 1600.05 1598.3
-0.082 122132 2124.72 1854.41 1763 1716.62 1688.4 1669.3 1655.49 1644.99 1636.74 1630.04 1624.49 1619.84 1615.84 1612.39 1609.37 1606.67 1604.28 1602.15 1600.23 1598.46
-0.081 122408 2125.14 1854.79 1763.29 1716.88 1688.65 1669.53 1655.71 1645.22 1636.94 1630.25 1624.69 1620.02 1616.05 1612.58 1609.57 1606.87 1604.48 1602.36 1600.41 1598.66
-0.08 122684 2125.65 1855.12 1763.61 1717.16 1688.9 1669.8 1655.97 1645.45 1637.18 1630.49 1624.92 1620.26 1616.24 1612.77 1609.75 1607.07 1604.68 1602.53 1600.6 1598.83
-0.079 122964 2126.09 1855.46 1763.93 1717.47 1689.18 1670.05 1656.2 1645.68 1637.41 1630.68 1625.14 1620.45 1616.46 1612.99 1609.94 1607.26 1604.86 1602.71 1600.8 1599.01
-0.078 123247 2126.58 1855.84 1764.26 1717.75 1689.44 1670.32 1656.44 1645.95 1637.64 1630.91 1625.35 1620.67 1616.66 1613.2 1610.16 1607.46 1605.06 1602.92 1600.97 1599.2
-0.077 123533 2127.08 1856.24 1764.57 1718.05 1689.74 1670.58 1656.7 1646.19 1637.89 1631.14 1625.61 1620.89 1616.9 1613.43 1610.37 1607.69 1605.29 1603.15 1601.17 1599.42
-0.076 123823 2127.57 1856.61 1764.9 1718.34 1690 1670.82 1656.95 1646.42 1638.11 1631.39 1625.83 1621.15 1617.11 1613.63 1610.58 1607.88 1605.5 1603.32 1601.4 1599.62
-0.075 124116 2128.08 1856.97 1765.23 1718.67 1690.3 1671.14 1657.22 1646.68 1638.35 1631.65 1626.06 1621.38 1617.35 1613.87 1610.82 1608.11 1605.72 1603.54 1601.57 1599.81
-0.074 124413 2128.62 1857.38 1765.59 1718.97 1690.61 1671.4 1657.5 1646.93 1638.61 1631.9 1626.28 1621.59 1617.57 1614.08 1611.04 1608.34 1605.94 1603.75 1601.79 1600.04
-0.073 124714 2129.18 1857.78 1765.93 1719.29 1690.91 1671.66 1657.78 1647.21 1638.88 1632.13 1626.56 1621.86 1617.82 1614.31 1611.27 1608.54 1606.16 1603.97 1602.01 1600.23
-0.072 125016 2129.72 1858.19 1766.28 1719.64 1691.17 1671.98 1658.07 1647.47 1639.14 1632.41 1626.8 1622.09 1618.05 1614.56 1611.48 1608.76 1606.37 1604.21 1602.25 1600.47
-0.071 125324 2130.24 1858.61 1766.63 1719.94 1691.5 1672.26 1658.35 1647.74 1639.42 1632.65 1627.04 1622.34 1618.31 1614.81 1611.72 1609.01 1606.59 1604.42 1602.46 1600.69
-0.07 125634 2130.77 1859.05 1767.01 1720.3 1691.81 1672.58 1658.63 1648.04 1639.68 1632.91 1627.32 1622.61 1618.53 1615.05 1611.99 1609.25 1606.81 1604.67 1602.7 1600.89
-0.069 125951 2131.36 1859.46 1767.39 1720.61 1692.13 1672.87 1658.94 1648.3 1639.96 1633.19 1627.55 1622.85 1618.81 1615.3 1612.23 1609.49 1607.07 1604.91 1602.93 1601.13
-0.068 126266 2131.96 1859.9 1767.8 1721 1692.51 1673.21 1659.22 1648.62 1640.24 1633.46 1627.85 1623.11 1619.06 1615.56 1612.48 1609.74 1607.33 1605.15 1603.17 1601.36
-0.067 126589 2132.54 1860.33 1768.16 1721.33 1692.82 1673.54 1659.56 1648.93 1640.53 1633.73 1628.13 1623.41 1619.34 1615.81 1612.71 1610.01 1607.57 1605.37 1603.41 1601.6
-0.066 126916 2133.15 1860.82 1768.57 1721.74 1693.14 1673.84 1659.86 1649.22 1640.84 1634.02 1628.43 1623.66 1619.62 1616.09 1612.98 1610.26 1607.83 1605.64 1603.68 1601.86
-0.065 127245 2133.75 1861.26 1768.96 1722.09 1693.52 1674.21 1660.15 1649.51 1641.13 1634.35 1628.7 1623.97 1619.87 1616.34 1613.24 1610.52 1608.08 1605.87 1603.93 1602.14
-0.064 127579 2134.42 1861.77 1769.4 1722.48 1693.86 1674.54 1660.53 1649.87 1641.42 1634.61 1628.99 1624.25 1620.17 1616.64 1613.54 1610.77 1608.37 1606.18 1604.17 1602.37
-0.063 127920 2135.04 1862.25 1769.85 1722.86 1694.27 1674.9 1660.86 1650.18 1641.75 1634.95 1629.29 1624.54 1620.46 1616.92 1613.83 1611.05 1608.64 1606.41 1604.43 1602.65
-0.062 128264 2135.69 1862.72 1770.25 1723.24 1694.6 1675.23 1661.16 1650.51 1642.07 1635.26 1629.59 1624.82 1620.75 1617.19 1614.11 1611.34 1608.9 1606.71 1604.7 1602.91
-0.061 128610 2136.39 1863.24 1770.68 1723.67 1695 1675.61 1661.54 1650.85 1642.42 1635.6 1629.92 1625.12 1621.05 1617.51 1614.4 1611.64 1609.19 1606.96 1604.96 1603.15
-0.06 128964 2137.09 1863.76 1771.16 1724.11 1695.4 1676 1661.9 1651.17 1642.75 1635.9 1630.23 1625.45 1621.37 1617.78 1614.7 1611.91 1609.48 1607.29 1605.26 1603.43
-0.059 129320 2137.8 1864.31 1771.63 1724.53 1695.8 1676.33 1662.27 1651.54 1643.09 1636.25 1630.56 1625.78 1621.66 1618.11 1615.02 1612.25 1609.76 1607.56 1605.58 1603.72
-0.058 129679 2138.49 1864.84 1772.1 1724.94 1696.23 1676.75 1662.65 1651.93 1643.47 1636.56 1630.91 1626.09 1621.99 1618.41 1615.31 1612.54 1610.07 1607.86 1605.88 1604.04
-0.057 130047 2139.22 1865.42 1772.6 1725.41 1696.62 1677.14 1663.03 1652.3 1643.82 1636.95 1631.26 1626.43 1622.31 1618.74 1615.65 1612.84 1610.42 1608.17 1606.14 1604.35
-0.056 130417 2139.97 1866.01 1773.08 1725.84 1697.07 1677.59 1663.44 1652.67 1644.2 1637.28 1631.58 1626.77 1622.67 1619.13 1615.98 1613.21 1610.69 1608.49 1606.46 1604.63
-0.055 130791 2140.75 1866.57 1773.61 1726.36 1697.48 1677.97 1663.86 1653.09 1644.56 1637.65 1631.94 1627.14 1623.04 1619.46 1616.33 1613.51 1611.02 1608.84 1606.81 1604.94
-0.054 131174 2141.58 1867.18 1774.16 1726.82 1697.98 1678.44 1664.21 1653.47 1644.97 1638.07 1632.33 1627.52 1623.38 1619.82 1616.62 1613.89 1611.38 1609.17 1607.16 1605.29
-0.053 131560 2142.37 1867.79 1774.67 1727.33 1698.41 1678.89 1664.66 1653.88 1645.33 1638.43 1632.73 1627.87 1623.77 1620.15 1617.03 1614.24 1611.72 1609.49 1607.46 1605.63
-0.052 131950 2143.25 1868.43 1775.24 1727.82 1698.91 1679.33 1665.09 1654.31 1645.77 1638.86 1633.13 1628.27 1624.12 1620.55 1617.35 1614.58 1612.08 1609.86 1607.81 1605.96
-0.051 132343 2144.03 1869.06 1775.76 1728.35 1699.38 1679.78 1665.58 1654.74 1646.19 1639.27 1633.49 1628.69 1624.48 1620.88 1617.74 1614.95 1612.47 1610.18 1608.18 1606.31
-0.05 132746 2144.95 1869.71 1776.37 1728.89 1699.89 1680.26 1666.03 1655.17 1646.62 1639.67 1633.9 1629.08 1624.89 1621.32 1618.13 1615.33 1612.84 1610.58 1608.55 1606.67
-0.049 133153 2145.82 1870.45 1776.99 1729.41 1700.42 1680.74 1666.51 1655.64 1647.06 1640.14 1634.38 1629.47 1625.34 1621.67 1618.56 1615.72 1613.18 1610.94 1608.95 1607.04
-0.048 133564 2146.78 1871.1 1777.62 1730.03 1700.97 1681.23 1667 1656.09 1647.54 1640.58 1634.81 1629.94 1625.74 1622.09 1618.95 1616.11 1613.64 1611.35 1609.32 1607.46
-0.047 133986 2147.75 1871.89 1778.2 1730.61 1701.53 1681.76 1667.46 1656.62 1647.97 1641.01 1635.24 1630.38 1626.17 1622.53 1619.36 1616.51 1614.03 1611.76 1609.69 1607.81
-0.046 134411 2148.75 1872.63 1778.9 1731.19 1702.05 1682.3 1667.96 1657.06 1648.48 1641.46 1635.73 1630.82 1626.6 1622.96 1619.75 1616.94 1614.4 1612.14 1610.09 1608.24
-0.045 134842 2149.73 1873.36 1779.54 1731.78 1702.62 1682.87 1668.55 1657.57 1648.98 1642.01 1636.19 1631.29 1627.04 1623.4 1620.21 1617.38 1614.89 1612.57 1610.54 1608.65
-0.044 135278 2150.72 1874.12 1780.27 1732.42 1703.22 1683.44 1669.06 1658.17 1649.5 1642.51 1636.65 1631.75 1627.53 1623.88 1620.71 1617.84 1615.27 1613.01 1610.93 1609.06
